,complexity.dist_spec_init,complexity.fro_dist,complexity.fro_over_spec,complexity.inverse_margin,complexity.l2,complexity.l2_dist,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec,complexity.log_prod_of_spec_over_margin,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec,complexity.log_sum_of_spec_over_margin,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin,cross_entropy,data_seed,epoch,experiment_id,gen.gap,gen.train_acc,gen.val_acc,hp.lr,hp.model_depth,hp.model_width,index,is.converged,is.high_train_accuracy,is.last_epoch,repeat_id,seed,train_dataset_size,hp.dataset,complexity.dist_spec_init_adjusted1,complexity.fro_dist_adjusted1,complexity.fro_over_spec_adjusted1,complexity.inverse_margin_adjusted1,complexity.l2_adjusted1,complexity.l2_dist_adjusted1,complexity.pacbayes_flatness_adjusted1,complexity.pacbayes_init_adjusted1,complexity.pacbayes_mag_flatness_adjusted1,complexity.pacbayes_mag_init_adjusted1,complexity.pacbayes_mag_orig_adjusted1,complexity.pacbayes_orig_adjusted1,complexity.param_norm_adjusted1,complexity.path_norm_adjusted1,complexity.path_norm_over_margin_adjusted1,complexity.log_prod_of_fro_adjusted1,complexity.log_prod_of_fro_over_margin_adjusted1,complexity.log_prod_of_spec_adjusted1,complexity.log_prod_of_spec_over_margin_adjusted1,complexity.log_sum_of_fro_adjusted1,complexity.log_sum_of_fro_over_margin_adjusted1,complexity.log_sum_of_spec_adjusted1,complexity.log_sum_of_spec_over_margin_adjusted1,hp.train_dataset_size,complexity.log_spec_orig_main,complexity.log_spec_orig_main_adjusted1
946,35.17,3220,1177,0.04222,84.94,56.74,82.34,79.18,29.25,26.09,8.521,8.295,4.728,4.502,66.05,5.319e+04,10.37,1.42e+06,1.659e+06,1.192e+05,7215,1186530,380.8,16.08,0.009327,42,29,1796527129861811897,0.3346,1,0.6654,0.00631,2,12,946,True,True,True,1590114596425304943,1,12500,cifar10,0.05304,0.5075,0.3069,0.001838,0.08243,0.06738,0.07269,2.063,0.0288,10.66,11.52,3.088,0.7598,0.1745,0.03587,36.45,34.87,9.908,8.326,-0.4564,-0.5695,-2.353,-2.466,12500,33.16,11.86
947,41.8,2744,2945,0.03161,112.9,52.38,215.5,212,70.82,67.36,9.308,9.217,5.501,5.41,64,4.392e+04,4,4.538e+06,6.513e+06,2.04e+05,1.275e+04,5157330,29.57,0.9347,0.008953,42,95,-661802221272114476,0.3808,0.9994,0.6186,0.001585,6,12,947,True,True,True,1590116970477395542,3,12500,cifar10,0.05783,0.4685,0.4853,0.00159,0.09504,0.06473,0.07155,1.874,0.01789,19.05,22.83,4.04,1.01,0.04863,0.008647,103,101.3,30.69,28.96,-0.06283,-0.1083,-1.966,-2.012,12500,75.35,32.96
948,33.92,1814,1474,0.03946,87.47,42.59,142.5,139.3,48.75,45.52,8.739,8.614,5.133,5.009,56.69,2.573e+04,4,2.827e+06,3.965e+06,1.085e+05,7652,3171930,17.03,0.6722,0.008104,42,22,1534727104028171244,0.3514,0.999,0.6476,0.01,4,12,948,True,True,True,1590114228887150949,1,12500,cifar10,0.05209,0.381,0.3434,0.001777,0.08365,0.05837,0.06735,1.435,0.01789,15.04,17.81,2.946,0.7824,0.03692,0.007333,66.53,64.91,19.66,18.04,-0.3475,-0.4096,-2.15,-2.212,12500,52.82,21.69
949,34.82,3882,1572,0.03993,94.83,62.31,85.22,82,29.75,26.53,8.726,8.496,4.764,4.534,72.82,7.07e+04,8.463,1.822e+06,2.16e+06,1.637e+05,8993,1611780,600.6,23.98,0.009932,42,35,2259696632740080255,0.3493,1,0.6507,0.003162,2,14,949,True,True,True,1590114941881553442,1,12500,cifar10,0.05278,0.5573,0.3546,0.001787,0.0871,0.0706,0.07632,2.378,0.02602,12.07,13.14,3.619,0.8482,0.2192,0.0438,37.89,36.28,10.16,8.546,-0.3536,-0.4686,-2.335,-2.45,12500,33.89,12.23
950,37.68,3304,1132,0.03978,79.69,57.48,79.99,76.77,28.35,25.12,8.353,8.122,4.664,4.434,86.66,7.16e+04,17.33,6.686e+05,7.549e+05,1.376e+05,6351,531030,1557,61.94,0.009636,42,105,2870264491309729402,0.3791,1,0.6209,0.001,2,8,950,True,True,True,1590115458368479843,1,12500,cifar10,0.0549,0.5141,0.3009,0.001784,0.07985,0.06781,0.08326,2.393,0.03723,7.313,7.771,3.318,0.7128,0.3529,0.07039,35.28,33.67,9.457,7.845,-0.5404,-0.6555,-2.385,-2.5,12500,32.16,11.36
951,33.69,1836,1501,0.04151,87.94,42.85,142.7,139.5,48.67,45.48,8.745,8.622,5.13,5.007,56.69,2.604e+04,4,2.849e+06,3.986e+06,1.096e+05,7733,3171930,16.72,0.6942,0.008816,42,20,1534727104028171244,0.3427,0.9996,0.6569,0.01,4,12,951,True,True,True,1590114712750259917,4,12500,cifar10,0.05192,0.3833,0.3466,0.001822,0.08388,0.05855,0.06735,1.443,0.01789,15.1,17.86,2.961,0.7866,0.03657,0.007452,66.61,65.02,19.62,18.03,-0.3443,-0.4055,-2.152,-2.213,12500,52.8,21.68
953,31.55,2109,1335,0.04688,84.55,45.93,112.4,109.4,38.84,35.78,8.616,8.463,4.938,4.785,64,3.377e+04,5.619,2.213e+06,2.876e+06,1.144e+05,7149,2179230,53.69,2.517,0.009614,42,17,4237752798273886085,0.353,0.9996,0.6466,0.01,3,12,953,True,True,True,1590114161713703660,1,12500,cifar10,0.05024,0.4108,0.3268,0.001937,0.08224,0.06062,0.07155,1.644,0.0212,13.31,15.17,3.025,0.7563,0.06554,0.01419,51.49,49.96,14.7,13.17,-0.4085,-0.485,-2.248,-2.324,12500,42.97,16.77
954,29.03,3816,2632,0.03443,107.7,61.78,120.8,117.5,40.03,36.66,9.038,8.87,4.997,4.829,86.66,8.27e+04,6.824,2.908e+06,3.729e+06,2.512e+05,1.159e+04,2962430,651.4,22.43,0.009307,42,27,8472726851279803983,0.4369,1,0.5631,0.001,3,14,954,True,True,True,1590115697388648453,2,12500,cifar10,0.0482,0.5525,0.4588,0.00166,0.09281,0.0703,0.08326,2.572,0.02336,15.25,17.27,4.483,0.9631,0.2283,0.04236,55.71,54.02,15.3,13.61,-0.1976,-0.2819,-2.218,-2.302,12500,44.53,17.55
955,30.94,2329,1564,0.04558,88.32,48.26,114.1,111,38.84,35.76,8.699,8.545,4.938,4.784,64,3.728e+04,6.059,2.268e+06,2.924e+06,1.248e+05,7800,2179230,103.9,4.736,0.009801,42,16,1509510996435988000,0.3573,1,0.6427,0.00631,3,12,955,True,True,True,1590114623313180581,2,12500,cifar10,0.04975,0.4316,0.3538,0.00191,0.08406,0.06213,0.07155,1.727,0.02202,13.47,15.3,3.16,0.7899,0.09117,0.01947,52.32,50.77,14.71,13.16,-0.3671,-0.4443,-2.248,-2.325,12500,43.11,16.84
956,31.04,2431,2205,0.0414,98.18,49.3,148.3,145.1,48.86,45.67,8.962,8.84,5.137,5.015,66.05,4.016e+04,4.628,3.095e+06,4.184e+06,1.592e+05,9640,3171930,91.61,3.793,0.008985,42,20,-6747634100443282140,0.3692,0.9998,0.6306,0.003162,4,12,956,True,True,True,1590114874608831801,2,12500,cifar10,0.04984,0.441,0.42,0.00182,0.08863,0.0628,0.07269,1.792,0.01924,15.74,18.3,3.569,0.8782,0.08561,0.01742,69.44,67.85,19.71,18.12,-0.2355,-0.2967,-2.148,-2.209,12500,53.37,21.97
957,41.42,2109,1852,0.03242,100.7,45.92,177.8,174.4,61.3,57.87,9.023,8.916,5.381,5.274,56.69,2.991e+04,7.111,5.495e+06,7.711e+06,1.437e+05,1.013e+04,5663730,16.45,0.5332,0.007332,42,39,-3470121482614085118,0.3563,0.999,0.6427,0.00631,5,14,957,True,True,True,1590115869574331852,4,12500,cifar10,0.05756,0.4107,0.3849,0.00161,0.08974,0.06061,0.06735,1.547,0.02385,20.97,24.84,3.39,0.9004,0.03627,0.006531,84.19,82.48,25.93,24.22,-0.2054,-0.259,-2.026,-2.08,12500,65.39,27.98
960,29.46,2181,1905,0.03985,87.07,46.7,142.4,139.2,46.86,43.64,8.734,8.61,5.061,4.937,70.45,3.843e+04,5.619,1.392e+06,1.831e+06,1.335e+05,7581,1414630,527.9,21.03,0.009488,42,34,217228522785232791,0.4385,1,0.5615,0.001,4,8,960,True,True,True,1590115706421019384,2,12500,cifar10,0.04855,0.4177,0.3904,0.001785,0.08346,0.06112,0.07507,1.753,0.0212,10.55,12.1,3.269,0.7788,0.2055,0.04102,66.47,64.86,18.71,17.1,-0.3496,-0.4116,-2.186,-2.248,12500,51.19,20.88
963,29.35,2186,1913,0.03994,87.12,46.75,142.3,139.1,46.83,43.61,8.731,8.607,5.059,4.935,70.45,3.851e+04,5.619,1.394e+06,1.833e+06,1.337e+05,7590,1414630,500,19.97,0.009734,42,32,217228522785232791,0.4342,1,0.5658,0.001,4,8,963,True,True,True,1590116105417243702,4,12500,cifar10,0.04846,0.4181,0.3912,0.001787,0.08349,0.06116,0.07507,1.755,0.0212,10.56,12.11,3.271,0.7792,0.2,0.03997,66.43,64.82,18.7,17.09,-0.3514,-0.4134,-2.187,-2.249,12500,51.16,20.86
964,53.31,2477,1842,0.0415,108.9,49.77,210.4,207.2,74.91,71.73,9.173,9.089,5.609,5.525,62.05,3.845e+04,4.063,7.877e+06,1.145e+07,1.839e+05,1.185e+04,9156430,6.183,0.2566,0.009844,42,52,-6151867090777313790,0.3681,0.999,0.6309,0.01,6,16,964,True,True,True,1590116612627427374,4,12500,cifar10,0.06531,0.4452,0.3839,0.001822,0.09332,0.0631,0.07045,1.754,0.01803,25.1,30.26,3.835,0.9737,0.02224,0.004531,100.5,98.87,32.74,31.15,-0.1301,-0.172,-1.912,-1.954,12500,79.25,34.91
966,41.15,1731,1455,0.03643,86.05,41.61,169,165.7,58.58,55.27,8.748,8.644,5.296,5.193,56.69,2.456e+04,10.24,3.028e+06,4.076e+06,1.05e+05,7405,2895530,18.64,0.6791,0.009221,42,44,766653553017414007,0.3551,0.9986,0.6435,0.00631,5,10,966,True,True,True,1590114763250241540,2,12500,cifar10,0.05738,0.3722,0.3412,0.001707,0.08297,0.0577,0.06735,1.402,0.02862,15.56,18.06,2.898,0.7697,0.03862,0.007371,79.79,78.14,24.57,22.92,-0.3429,-0.3947,-2.069,-2.12,12500,62.55,26.56
967,50.65,2324,1722,0.04398,102.8,48.21,206.5,203.3,73.07,69.94,9.071,8.988,5.56,5.478,58.4,3.396e+04,4.262,6.222e+06,8.868e+06,1.542e+05,1.056e+04,7014380,6.367,0.28,0.009004,42,56,8862306381679044440,0.3584,0.9994,0.641,0.01,6,14,967,True,True,True,1590116409314043432,3,12500,cifar10,0.06365,0.4312,0.3711,0.001876,0.09068,0.0621,0.06835,1.648,0.01847,22.31,26.64,3.513,0.9193,0.02257,0.004733,98.51,96.95,31.82,30.25,-0.1814,-0.2225,-1.937,-1.978,12500,77.39,33.98
972,35.54,2759,2922,0.02786,112.8,52.52,185.8,182.2,60.68,57.1,9.272,9.161,5.362,5.25,64,4.416e+04,8.182,5.87e+06,8.028e+06,2.035e+05,1.272e+04,5663730,45.13,1.257,0.00953,42,53,3338273222842280724,0.3782,0.9984,0.6202,0.001585,5,14,972,True,True,True,1590114933856881043,0,12500,cifar10,0.05332,0.4698,0.4835,0.001493,0.09499,0.06482,0.07155,1.88,0.02558,21.67,25.34,4.035,1.009,0.06009,0.01003,88.19,86.4,25.62,23.83,-0.08052,-0.1365,-2.036,-2.092,12500,65.08,27.82
975,35.8,3893,1569,0.04082,94.78,62.4,85.24,82.04,29.8,26.6,8.728,8.499,4.768,4.539,72.82,7.09e+04,9.629,1.861e+06,2.197e+06,1.636e+05,8984,1611780,620.9,25.34,0.009815,42,35,2259696632740080255,0.3455,1,0.6545,0.003162,2,14,975,True,True,True,1590114752051187500,0,12500,cifar10,0.05351,0.5581,0.3543,0.001807,0.08708,0.07065,0.07632,2.382,0.02775,12.2,13.26,3.617,0.8478,0.2229,0.04503,37.91,36.31,10.18,8.584,-0.3528,-0.467,-2.333,-2.447,12500,33.96,12.26
979,36.88,4872,2080,0.03619,105.8,69.8,88.03,84.72,30.47,27.15,8.927,8.69,4.815,4.578,93.32,1.137e+05,10.11,2.319e+06,2.754e+06,2.61e+05,1.118e+04,2102030,1066,38.58,0.009931,42,69,3878930905162672824,0.3776,1,0.6224,0.001,2,16,979,True,True,True,1590116674475094280,3,12500,cifar10,0.05432,0.6243,0.4079,0.001701,0.09198,0.07472,0.08641,3.016,0.02844,13.62,14.84,4.569,0.9459,0.292,0.05555,39.3,37.64,10.52,8.856,-0.2531,-0.3717,-2.309,-2.428,12500,34.79,12.68
981,30,2892,2589,0.03983,103.7,53.78,150.7,147.4,49.08,45.86,9.053,8.929,5.146,5.022,75.31,5.446e+04,4.707,3.091e+06,4.13e+06,2.026e+05,1.076e+04,3171930,259.7,10.34,0.009667,42,22,-9131364150256582685,0.3998,0.9999,0.6001,0.001585,4,12,981,True,True,True,1590115287741271020,2,12500,cifar10,0.04899,0.481,0.4551,0.001785,0.09109,0.06559,0.07762,2.087,0.0194,15.73,18.18,4.026,0.9277,0.1441,0.02877,70.61,69,19.82,18.21,-0.1905,-0.2524,-2.144,-2.206,12500,53.72,22.14
983,29.85,3542,2502,0.03978,108,59.51,121.2,118,40.21,36.98,9.057,8.896,5.006,4.845,70.45,6.24e+04,5.516,3.924e+06,5.074e+06,2.056e+05,1.167e+04,3865630,244.5,9.726,0.009345,42,17,-8900944018555765171,0.3818,1,0.6182,0.003162,3,16,983,True,True,True,1590114751592878049,0,12500,cifar10,0.04887,0.5323,0.4474,0.001784,0.09296,0.069,0.07507,2.234,0.02101,17.72,20.15,4.055,0.9662,0.1399,0.02789,55.9,54.29,15.39,13.77,-0.188,-0.2686,-2.214,-2.294,12500,44.81,17.69
984,38.39,2855,801,0.04652,72.75,53.43,77.57,74.5,28.37,25.3,8.18,7.961,4.665,4.446,58.4,4.17e+04,9.989,6.415e+05,7.231e+05,7.728e+04,5292,531030,425.8,19.81,0.009986,42,31,-5783648748449743143,0.3306,1,0.6694,0.01,2,8,984,True,True,True,1590114149432265514,1,12500,cifar10,0.05542,0.4779,0.2531,0.001929,0.07629,0.06538,0.06835,1.826,0.02827,7.164,7.606,2.487,0.6507,0.1846,0.03981,34.07,32.53,9.467,7.933,-0.6269,-0.7364,-2.384,-2.494,12500,31.98,11.28
986,42.99,3157,3354,0.03411,122.1,56.19,220.9,217.6,72.52,69.14,9.452,9.363,5.546,5.457,66.05,5.215e+04,4.194,6.196e+06,8.91e+06,2.46e+05,1.49e+04,7014380,29.04,0.9905,0.009103,42,88,-1144163114263428380,0.3923,0.9998,0.6075,0.001585,6,14,986,True,True,True,1590167170740100430,1,12500,cifar10,0.05865,0.5026,0.518,0.001652,0.09882,0.06705,0.07269,2.043,0.01832,22.26,26.7,4.436,1.092,0.0482,0.008902,105.8,104.1,31.54,29.85,0.009131,-0.03532,-1.944,-1.988,12500,77.26,33.91
987,30.48,1763,1554,0.04245,80.55,41.99,139,135.8,46.23,43.07,8.603,8.481,5.036,4.914,58.4,2.576e+04,5.416,1.396e+06,1.855e+06,9.475e+04,6488,1414630,109.9,4.665,0.009241,42,23,6667259706609207292,0.3789,0.9998,0.6209,0.003162,4,8,987,True,True,True,1590115123636041701,4,12500,cifar10,0.04938,0.3756,0.3526,0.001843,0.08027,0.05796,0.06835,1.436,0.02082,10.57,12.18,2.753,0.7205,0.09377,0.01932,64.76,63.18,18.4,16.82,-0.4154,-0.4761,-2.199,-2.259,12500,50.41,20.49
988,37.46,2970,890.8,0.04515,74.75,54.5,78.28,75.18,28.25,25.15,8.231,8.009,4.657,4.436,56.69,4.212e+04,9.867,6.375e+05,7.211e+05,7.922e+04,5588,531030,594.8,26.85,0.009859,42,38,3245632698784002773,0.3412,1,0.6588,0.00631,2,8,988,True,True,True,1590114349717333500,1,12500,cifar10,0.05474,0.4875,0.267,0.0019,0.07733,0.06603,0.06735,1.836,0.02809,7.142,7.595,2.517,0.6686,0.2181,0.04635,34.42,32.88,9.408,7.859,-0.6014,-0.712,-2.388,-2.499,12500,31.94,11.26
993,31.15,2055,1337,0.04855,84.22,45.33,112.3,109.3,38.76,35.73,8.61,8.459,4.933,4.782,62.05,3.19e+04,5.224,2.184e+06,2.857e+06,1.1e+05,7093,2179230,51.52,2.502,0.009941,42,16,4237752798273886085,0.3473,0.9999,0.6526,0.01,3,12,993,True,True,True,1590114514720214025,4,12500,cifar10,0.04992,0.4054,0.327,0.001971,0.08208,0.06022,0.07045,1.597,0.02044,13.22,15.12,2.967,0.7533,0.0642,0.01415,51.43,49.92,14.66,13.15,-0.4115,-0.4871,-2.25,-2.326,12500,42.93,16.75
994,42.7,3540,3808,0.03325,130.5,59.5,225.6,222.2,73.72,70.31,9.574,9.485,5.578,5.488,66.05,5.847e+04,4,7.943e+06,1.153e+07,2.811e+05,1.703e+04,9156430,27.28,0.9071,0.009969,42,76,-8481762122677257250,0.3917,0.9996,0.6079,0.001585,6,16,994,True,True,True,1590167281031737954,4,12500,cifar10,0.05845,0.5322,0.5519,0.001631,0.1022,0.06899,0.07269,2.163,0.01789,25.21,30.37,4.742,1.167,0.04672,0.008519,108.1,106.4,32.14,30.44,0.07051,0.02572,-1.928,-1.973,12500,78.56,34.56
995,42.55,3585,3883,0.031,131.1,59.87,226,222.5,73.77,70.29,9.585,9.494,5.579,5.487,64,5.738e+04,3.761,7.827e+06,1.14e+07,2.75e+05,1.718e+04,9156430,29.84,0.925,0.009621,42,67,-8481762122677257250,0.3799,0.9994,0.6195,0.001585,6,16,995,True,True,True,1590167173935161466,3,12500,cifar10,0.05835,0.5355,0.5574,0.001575,0.1024,0.06921,0.07155,2.143,0.01735,25.02,30.21,4.69,1.172,0.04886,0.008602,108.3,106.5,32.17,30.43,0.07576,0.03005,-1.927,-1.973,12500,78.56,34.56
996,30.24,3604,2502,0.04078,108.4,60.03,121.2,118,40.2,37,9.058,8.898,5.006,4.846,77.93,7.023e+04,6.118,4.013e+06,5.153e+06,2.29e+05,1.176e+04,3865630,242.1,9.872,0.009339,42,16,-8900944018555765171,0.3845,1,0.6155,0.003162,3,16,996,True,True,True,1590115266662881941,3,12500,cifar10,0.04918,0.5369,0.4474,0.001806,0.09313,0.0693,0.07896,2.37,0.02212,17.92,20.3,4.281,0.9698,0.1392,0.0281,55.9,54.3,15.39,13.79,-0.1879,-0.2679,-2.214,-2.294,12500,44.83,17.7
998,31.19,1874,1174,0.0487,77.65,43.28,109.6,106.5,37.98,34.95,8.473,8.322,4.895,4.743,66.05,3.096e+04,6.001,1.553e+06,1.995e+06,9.958e+04,6030,1516030,67.81,3.302,0.009946,42,19,-4585854124910700937,0.3495,0.9997,0.6502,0.01,3,10,998,True,True,True,1590114459811247598,4,12500,cifar10,0.04995,0.3871,0.3064,0.001974,0.07882,0.05885,0.07269,1.574,0.02191,11.15,12.63,2.823,0.6945,0.07365,0.01625,50.06,48.55,14.27,12.76,-0.4801,-0.5556,-2.269,-2.345,12500,42.02,16.29
1000,43.56,1772,1746,0.0379,87.64,42.1,197.5,194.2,66.92,63.65,8.835,8.749,5.399,5.313,56.69,2.514e+04,4.128,2.104e+06,2.943e+06,1.089e+05,7682,2298230,16.28,0.6171,0.009765,42,78,-1252705006775983989,0.3806,0.9996,0.619,0.003162,6,8,1000,True,True,True,1590116330048430495,4,12500,cifar10,0.05903,0.3765,0.3737,0.001741,0.08374,0.05803,0.06735,1.418,0.01817,12.97,15.34,2.952,0.7839,0.03609,0.007026,94.04,92.41,28.74,27.11,-0.299,-0.3421,-2.017,-2.06,12500,71.11,30.84
1001,38.27,2108,2086,0.03095,98.98,45.91,177.7,174.3,59.65,56.18,9.02,8.911,5.33,5.221,60.18,3.174e+04,8.965,4.358e+06,5.953e+06,1.474e+05,9797,4164630,23.36,0.723,0.008543,42,48,-615072264321197290,0.367,0.9985,0.6315,0.003162,5,12,1001,True,True,True,1590114896838645299,1,12500,cifar10,0.05533,0.4107,0.4085,0.001574,0.08899,0.06061,0.06939,1.593,0.02678,18.67,21.82,3.434,0.8853,0.04323,0.007605,84.15,82.41,25.11,23.37,-0.2068,-0.2611,-2.052,-2.106,12500,63.82,27.19
1002,36.47,3951,1554,0.04059,95.21,62.86,85.27,82.06,29.91,26.71,8.73,8.501,4.776,4.547,77.93,7.699e+04,10.64,1.893e+06,2.226e+06,1.766e+05,9066,1611780,623.8,25.32,0.009756,42,35,2259696632740080255,0.3496,1,0.6504,0.003162,2,14,1002,True,True,True,1590115122773988748,2,12500,cifar10,0.05402,0.5622,0.3526,0.001802,0.08728,0.07091,0.07896,2.482,0.02917,12.3,13.35,3.759,0.8516,0.2234,0.045,37.92,36.32,10.24,8.637,-0.3519,-0.4664,-2.329,-2.443,12500,34.06,12.31
1006,30.09,1723,1125,0.04661,72.71,41.51,107.4,104.3,36.95,33.88,8.363,8.21,4.843,4.69,60.18,2.595e+04,6.687,1.011e+06,1.283e+06,7.956e+04,5287,972830,137.7,6.418,0.009657,42,21,7551496049556484868,0.3727,0.9999,0.6272,0.00631,3,8,1006,True,True,True,1590114508608868626,3,12500,cifar10,0.04907,0.3713,0.3,0.001931,0.07627,0.05763,0.06939,1.441,0.02313,8.995,10.13,2.523,0.6503,0.105,0.02266,48.96,47.43,13.76,12.22,-0.535,-0.6117,-2.295,-2.372,12500,40.91,15.74
1007,43.3,3113,3340,0.03175,121.7,55.8,221,217.5,72.56,69.11,9.452,9.361,5.547,5.456,64,4.984e+04,4.128,6.137e+06,8.863e+06,2.368e+05,1.48e+04,7014380,30.6,0.9715,0.008571,42,98,-1144163114263428380,0.3834,0.9996,0.6162,0.001585,6,14,1007,True,True,True,1590167457580388421,0,12500,cifar10,0.05886,0.4991,0.5169,0.001594,0.09865,0.06681,0.07155,1.997,0.01817,22.16,26.63,4.353,1.088,0.04947,0.008816,105.8,104,31.56,29.84,0.009356,-0.03604,-1.943,-1.989,12500,77.22,33.89
1008,32.77,2297,2020,0.0431,99.49,47.92,148.6,145.5,49.69,46.55,8.974,8.853,5.169,5.049,60.18,3.458e+04,4.095,4.016e+06,5.587e+06,1.49e+05,9899,4313080,25.66,1.106,0.009835,42,18,-2289228439678869417,0.3409,0.9994,0.6585,0.00631,4,14,1008,True,True,True,1590114898377362258,3,12500,cifar10,0.0512,0.4286,0.402,0.001857,0.08922,0.06192,0.06939,1.663,0.0181,17.92,21.14,3.452,0.8899,0.04531,0.009407,69.59,68.02,20.13,18.56,-0.2297,-0.2901,-2.132,-2.192,12500,54.16,22.36
1010,36.12,2219,2200,0.02933,96.55,47.11,176.6,173.1,58.32,54.8,8.985,8.875,5.288,5.178,62.05,3.445e+04,9.071,3.099e+06,4.135e+06,1.446e+05,9321,2895530,64.85,1.902,0.009697,42,59,3479100151182935276,0.3834,0.9983,0.6149,0.001585,5,10,1010,True,True,True,1590116660071992449,4,12500,cifar10,0.05376,0.4214,0.4195,0.001532,0.08788,0.06139,0.07045,1.66,0.02694,15.75,18.19,3.401,0.8635,0.07203,0.01234,83.59,81.82,24.45,22.68,-0.2243,-0.2795,-2.073,-2.128,12500,62.49,26.53
1011,40.43,1917,1665,0.03639,93.63,43.78,173.7,170.4,59.91,56.59,8.895,8.792,5.338,5.234,56.69,2.719e+04,6.059,3.97e+06,5.548e+06,1.243e+05,8767,4164630,17.78,0.6469,0.009672,42,40,-8815328846251384062,0.3538,0.9986,0.6448,0.00631,5,12,1011,True,True,True,1590115360059211719,3,12500,cifar10,0.05687,0.3916,0.3649,0.001706,0.08655,0.05918,0.06735,1.475,0.02202,17.82,21.07,3.153,0.8375,0.03771,0.007194,82.15,80.5,25.24,23.58,-0.2692,-0.321,-2.048,-2.1,12500,64.01,27.29
1013,36.78,3045,993.3,0.04013,76.67,55.18,79.07,75.85,28.25,25.04,8.287,8.057,4.657,4.427,66.05,5.031e+04,9.629,6.226e+05,7.095e+05,9.709e+04,5879,531030,888.9,35.68,0.009009,42,50,4533618513740012934,0.3485,1,0.6515,0.003162,2,8,1013,True,True,True,1590114391084396078,0,12500,cifar10,0.05425,0.4936,0.2819,0.001792,0.07832,0.06644,0.07269,2.006,0.02775,7.057,7.534,2.787,0.6858,0.2667,0.05342,34.82,33.21,9.41,7.802,-0.5734,-0.6883,-2.388,-2.503,12500,31.94,11.25
1014,41.15,1726,1464,0.03574,86.24,41.54,169.2,165.9,58.74,55.41,8.754,8.65,5.301,5.197,53.5,2.31e+04,8.091,2.929e+06,3.983e+06,9.95e+04,7438,2895530,19.19,0.686,0.008684,42,37,766653553017414007,0.3593,0.9987,0.6394,0.00631,5,10,1014,True,True,True,1590115325185547895,4,12500,cifar10,0.05738,0.3715,0.3422,0.001691,0.08306,0.05765,0.06542,1.359,0.02544,15.31,17.85,2.821,0.7714,0.03919,0.007408,79.9,78.23,24.65,22.99,-0.3397,-0.3917,-2.066,-2.118,12500,62.7,26.63
1017,30.2,3372,2986,0.03921,112.3,58.07,154.4,151.1,50.1,46.86,9.195,9.07,5.185,5.06,75.31,6.351e+04,4.403,4.142e+06,5.56e+06,2.374e+05,1.261e+04,4313080,255.4,10.02,0.009721,42,22,8073524614828840347,0.398,1,0.602,0.001585,4,14,1017,True,True,True,1590115563604906780,3,12500,cifar10,0.04915,0.5194,0.4887,0.001771,0.09478,0.06816,0.07762,2.254,0.01877,18.2,21.09,4.358,1.004,0.143,0.02831,72.46,70.84,20.33,18.71,-0.1192,-0.1815,-2.124,-2.187,12500,54.86,22.71
1019,42.39,3687,3789,0.03114,127.2,60.72,223.9,220.4,72.84,69.37,9.529,9.438,5.555,5.463,70.45,6.495e+04,4.128,6.148e+06,8.735e+06,2.85e+05,1.618e+04,7014380,70.21,2.187,0.009637,42,99,-8848986184548619366,0.4011,0.9994,0.5983,0.001,6,14,1019,True,True,True,1590167168078565357,3,12500,cifar10,0.05823,0.5431,0.5505,0.001578,0.1009,0.0697,0.07507,2.28,0.01817,22.18,26.43,4.775,1.138,0.07495,0.01323,107.2,105.5,31.7,29.97,0.04778,0.002129,-1.939,-1.985,12500,77.61,34.09
1020,31.73,2302,1497,0.04714,90.59,47.98,114.8,111.7,39.51,36.45,8.736,8.583,4.971,4.818,64,3.686e+04,5.367,2.992e+06,3.931e+06,1.313e+05,8206,2962430,46.57,2.195,0.009811,42,16,-5125843615822465566,0.3426,0.9998,0.6572,0.01,3,14,1020,True,True,True,1590114209752655995,0,12500,cifar10,0.05039,0.4292,0.3461,0.001942,0.08513,0.06196,0.07155,1.717,0.02072,15.47,17.73,3.241,0.8102,0.06104,0.01325,52.68,51.15,15.04,13.51,-0.349,-0.4253,-2.231,-2.308,12500,43.77,17.17
1021,35.74,3306,1173,0.04236,85.49,57.5,82.39,79.23,29.3,26.14,8.524,8.298,4.732,4.506,66.05,5.461e+04,10.24,1.426e+06,1.661e+06,1.207e+05,7309,1186530,393,16.65,0.009117,42,30,1796527129861811897,0.3333,1,0.6667,0.00631,2,12,1021,True,True,True,1590114418097551485,0,12500,cifar10,0.05347,0.5143,0.3063,0.001841,0.0827,0.06782,0.07269,2.09,0.02862,10.68,11.53,3.107,0.7647,0.1773,0.03649,36.48,34.9,9.934,8.353,-0.4548,-0.5677,-2.351,-2.464,12500,33.21,11.89
