	index	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	seed	train_dataset_size	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
20	20	44.64697265625	5622.9755859375	1806.30419921875	0.04346143826842308	107.59687042236328	74.98649597167969	87.98432922363281	84.84844970703125	31.10737419128418	27.971492767333984	20.284595489501953	20.060604095458984	16.221954345703125	15.997963905334473	100.78585052490234	141702.1875	14.383758544921875	2602528.0	2981067.75	291724.75	11577.0888671875	2102030	1187.064453125	51.59152603149414	0.009985240249633789	42	46	-7822844957002484117	0.25260000000000005	1.0	0.7474	0.001	2	16	3	50000	1590098324212272079	True	True	True
21	21	43.765785217285156	5525.5712890625	1799.897216796875	0.04282183572649956	107.07349395751953	74.33419036865234	87.92990112304688	84.77919006347656	31.059419631958008	27.90871238708496	20.28070831298828	20.05565643310547	16.218530654907227	15.99347972869873	113.77777862548828	157195.015625	13.567828178405762	2574035.0	2956621.5	326131.15625	11464.734375	2102030	1196.36279296875	51.23045349121094	0.009691781387329101	42	44	-7822844957002484117	0.2529	1.0	0.7471	0.001	2	16	4	50000	1590098334134992103	True	True	True
26	26	44.29547882080078	5267.4580078125	1606.5810546875	0.043428242206573486	101.96489715576172	72.57725524902344	86.45468139648438	83.31803894042969	30.671825408935547	27.535179138183594	20.175334930419922	19.9512882232666	16.190845489501953	15.966798782348633	96.94674682617188	127688.8359375	18.511686325073242	2089209.75	2362419.0	252008.0625	10396.83984375	1611780	1376.5938720703125	59.783050537109375	0.00963115592956543	42	50	310467161285297772	0.2622	1.0	0.7378	0.001	2	14	2	50000	1590098398422615280	True	True	True
27	27	44.221900939941406	5305.9580078125	1610.05908203125	0.04371930658817291	102.2918701171875	72.84200286865234	86.49664306640625	83.3666763305664	30.685712814331055	27.555747985839844	20.17833137512207	19.954763412475586	16.191837310791016	15.968267440795898	93.32289123535156	123814.90625	15.752899169921875	2042029.0	2314885.75	244147.078125	10463.6279296875	1611780	1389.8262939453125	60.76224136352539	0.009758229064941407	42	49	310467161285297772	0.25680000000000003	1.0	0.7432	0.001	2	14	3	50000	1590098408144254534	True	True	True
45	45	51.0222053527832	5353.7744140625	1025.681640625	0.048163555562496185	89.86642456054688	73.16949462890625	80.38854217529297	77.35539245605469	29.281564712524414	26.2484130859375	19.74203872680664	19.5253849029541	16.091541290283203	15.874886512756348	80.68451690673828	108014.703125	23.33072280883789	761823.125	816145.625	162924.53125	8075.97265625	531030	1990.5953369140625	95.87415313720703	0.009470386734008789	42	63	1079098244533816290	0.26249999999999996	1.0	0.7375	0.001584893192461114	2	8	3	50000	1590098574309034321	True	True	True
50	50	50.71781921386719	5608.8173828125	1028.63232421875	0.04813199117779732	91.20687866210938	74.89203643798828	80.45465850830078	77.42085266113281	29.304346084594727	26.270538330078125	19.746761322021484	19.530061721801758	16.093168258666992	15.876466751098633	75.30709838867188	105618.9140625	22.47462272644043	764213.5625	816299.5625	156637.171875	8318.6943359375	531030	2114.162841796875	101.75886535644531	0.009285529174804687	42	64	1079098244533816290	0.26170000000000004	1.0	0.7383	0.001584893192461114	2	8	0	50000	1590098583685162003	True	True	True
51	51	47.60894012451172	5470.4951171875	1051.979248046875	0.04692281037569046	90.42332458496094	73.9627914428711	80.37777709960938	77.31852722167969	29.066652297973633	26.007400512695312	19.741270065307617	19.52275276184082	16.076189041137695	15.857671737670898	77.92627716064453	106596.8203125	24.23668670654297	770003.8125	823109.125	159311.65625	8176.37890625	531030	1996.4039306640625	93.67688751220703	0.00899338752746582	42	64	1079098244533816290	0.26359999999999995	1.0	0.7364	0.001584893192461114	2	8	4	50000	1590098584407535404	True	True	True
52	52	50.31110382080078	5132.7890625	1017.6577758789062	0.04892192408442497	88.59799194335938	71.64348602294922	80.27838897705078	77.26085662841797	29.253236770629883	26.235706329345703	19.73417091369629	19.518632888793945	16.08951759338379	15.873979568481445	80.68451690673828	103557.1640625	19.82185173034668	738445.0	794580.75	158358.390625	7849.60546875	531030	1821.0758056640625	89.09053039550781	0.009725807800292969	42	63	1079098244533816290	0.2629	1.0	0.7371	0.001584893192461114	2	8	2	50000	1590098590714933210	True	True	True
53	53	48.19812774658203	5196.2001953125	1024.913818359375	0.04892976954579353	88.89093017578125	72.08467102050781	80.28092193603516	77.2635498046875	29.16839027404785	26.151020050048828	19.734352111816406	19.51882553100586	16.08345603942871	15.86793041229248	72.81777954101562	94616.890625	21.664793014526367	750468.9375	805854.625	143867.171875	7901.5986328125	531030	1763.2012939453125	86.27303314208984	0.009832119979858398	42	62	1079098244533816290	0.263	1.0	0.737	0.001584893192461114	2	8	1	50000	1590098593388500589	True	True	True
54	54	45.805152893066406	4867.77294921875	1188.91162109375	0.04792424291372299	91.18986511230469	69.76941680908203	82.48100280761719	79.44287109375	29.691638946533203	26.653505325317383	19.89150047302246	19.67449188232422	16.120830535888672	15.90382194519043	86.65917205810547	105482.3046875	16.7772159576416	1091517.25	1201716.625	180178.625	8315.5908203125	826280	1411.593017578125	67.64952850341797	0.009977934494018554	42	51	-2522335027231114541	0.25637999999999994	0.99998	0.7436	0.001584893192461114	2	10	1	50000	1590098694609847484	True	True	True
55	55	46.97536087036133	4905.81884765625	1172.533935546875	0.047626640647649765	91.43260955810547	70.04154205322266	82.46711730957031	79.4227523803711	29.771995544433594	26.727632522583008	19.8905086517334	19.673053741455078	16.126571655273438	15.909116744995117	80.68451690673828	98978.890625	15.511479377746582	1083769.0	1193460.625	168652.078125	8359.921875	826280	1438.74658203125	68.52266693115234	0.009862884292602538	42	51	-2522335027231114541	0.26049999999999995	1.0	0.7395	0.001584893192461114	2	10	2	50000	1590098697266416973	True	True	True
56	56	46.36675262451172	5093.69091796875	1194.859375	0.04957306757569313	92.50469207763672	71.3700942993164	82.58792114257812	79.58361053466797	29.70954132080078	26.70523452758789	19.899137496948242	19.68454360961914	16.12211036682129	15.907516479492188	77.92627716064453	99256.0859375	28.44444465637207	1191730.0	1298485.75	166729.09375	8557.1171875	826280	1549.4412841796875	76.81056213378906	0.009947008056640625	42	51	-2522335027231114541	0.26058000000000003	0.99998	0.7394	0.001584893192461114	2	10	0	50000	1590098698372334152	True	True	True
57	57	45.33662414550781	4934.6552734375	1344.3873291015625	0.04682609438896179	95.60569763183594	70.24710083007812	84.37325286865234	81.31193542480469	30.224437713623047	27.163124084472656	20.026660919189453	19.807994842529297	16.15888786315918	15.940223693847656	89.89849090576172	110927.5859375	17.327251434326172	1558290.25	1740553.5	205451.203125	9140.44921875	1186530	1144.1917724609375	53.578033447265625	0.009880702743530274	42	44	-8544635234983910997	0.25039999999999996	1.0	0.7496	0.001584893192461114	2	12	1	50000	1590098700900742921	True	True	True
58	58	43.264892578125	4804.65673828125	1332.454833984375	0.045458242297172546	94.97821044921875	69.31563568115234	84.28573608398438	81.19477844238281	30.164684295654297	27.07372283935547	20.020410537719727	19.79962730407715	16.154621124267578	15.933837890625	83.59183502197266	100430.5625	15.044995307922363	1517074.0	1703336.625	188540.59375	9020.861328125	1186530	1069.6904296875	48.62624740600586	0.009238773269653321	42	44	-8544635234983910997	0.25170000000000003	1.0	0.7483	0.001584893192461114	2	12	4	50000	1590098702088929347	True	True	True
59	59	48.089599609375	5091.76416015625	1171.6038818359375	0.04740046337246895	92.54754638671875	71.35659790039062	82.5956802368164	79.54655456542969	29.90024757385254	26.851123809814453	19.89969253540039	19.681896209716797	16.135732650756836	15.917937278747559	80.68451690673828	102729.6484375	20.897958755493164	1140921.875	1247946.25	172789.71875	8565.048828125	826280	1518.0906982421875	71.95820617675781	0.009778556060791015	42	50	-2522335027231114541	0.257	1.0	0.743	0.001584893192461114	2	10	4	50000	1590098704592974460	True	True	True
60	60	46.63965606689453	5072.42138671875	1186.9443359375	0.04648682847619057	92.46595001220703	71.22093963623047	82.5817642211914	79.51317596435547	29.76171112060547	26.693124771118164	19.898696899414062	19.67951202392578	16.125837326049805	15.906651496887207	80.68451690673828	102339.5	17.327251434326172	1110919.0	1218363.5	172485.203125	8549.953125	826280	1463.9044189453125	68.05227661132812	0.009859091339111328	42	51	-2522335027231114541	0.25386	0.99996	0.7461	0.001584893192461114	2	10	3	50000	1590098704779821589	True	True	True
61	61	44.13557052612305	4902.513671875	1346.809326171875	0.04668024182319641	95.40565490722656	70.01795196533203	84.33772277832031	81.27328491210938	30.1446475982666	27.08021354675293	20.024124145507812	19.805234909057617	16.153188705444336	15.934301376342773	86.65917205810547	106234.9921875	13.765175819396973	1503608.875	1686566.125	197221.171875	9102.240234375	1186530	1170.8382568359375	54.65501022338867	0.009962221603393554	42	43	-8544635234983910997	0.25660000000000005	1.0	0.7434	0.001584893192461114	2	12	0	50000	1590098708113070766	True	True	True
62	62	44.93448257446289	4847.41015625	1336.0875244140625	0.04713374003767967	95.16622161865234	69.62334442138672	84.29518127441406	81.24041748046875	30.213138580322266	27.15837287902832	20.02108383178711	19.802886962890625	16.1580810546875	15.939884185791016	86.65917205810547	105041.1875	12.819404602050781	1481197.125	1666010.5	196232.609375	9056.611328125	1186530	1053.6085205078125	49.6605110168457	0.009971328582763672	42	43	-8544635234983910997	0.2518	1.0	0.7482	0.001584893192461114	2	12	3	50000	1590098713511200404	True	True	True
63	63	44.878173828125	4887.1845703125	1323.590576171875	0.04624376446008682	95.34624481201172	69.90839385986328	84.32048034667969	81.24665069580078	30.276039123535156	27.20220947265625	20.022891998291016	19.803333282470703	16.162574768066406	15.943015098571777	89.89849090576172	109860.6796875	13.567828178405762	1499016.125	1682530.875	204337.75	9090.904296875	1186530	1105.7733154296875	51.1351203918457	0.009560171203613282	42	44	-8544635234983910997	0.25129999999999997	1.0	0.7487	0.001584893192461114	2	12	2	50000	1590098723573030699	True	True	True
64	64	44.240257263183594	5072.37060546875	1498.774658203125	0.04543714597821236	100.16390228271484	71.2205810546875	85.96133422851562	82.86991119384766	30.651893615722656	27.560468673706055	20.140094757080078	19.919279098510742	16.189420700073242	15.968605041503906	89.89849090576172	114022.6953125	14.819605827331543	2047153.5	2321204.5	225506.625	10032.8095703125	1611780	1022.1748657226562	46.44470977783203	0.009614321365356445	42	38	-7962830706679049492	0.24680000000000002	1.0	0.7532	0.001584893192461114	2	14	0	50000	1590098785742177206	True	True	True
65	65	44.10112380981445	5154.5927734375	1506.401123046875	0.04631868377327919	100.65422058105469	71.79549407958984	86.02044677734375	82.94823455810547	30.641571044921875	27.569360733032227	20.144317626953125	19.92487335205078	16.188684463500977	15.969240188598633	83.59183502197266	107743.5	12.468204498291016	1999577.625	2271093.0	211745.9375	10131.2705078125	1611780	1028.842041015625	47.65460968017578	0.009858743591308594	42	39	-7962830706679049492	0.24209999999999998	1.0	0.7579	0.001584893192461114	2	14	1	50000	1590098966776645479	True	True	True
66	66	44.244590759277344	5184.8212890625	1483.329345703125	0.04548458755016327	100.78458404541016	72.00569915771484	86.00651550292969	82.91613006591797	30.73388671875	27.643505096435547	20.143321990966797	19.92258071899414	16.19527816772461	15.974535942077637	80.68451690673828	104606.703125	18.511686325073242	2121211.75	2391416.75	204911.90625	10157.5322265625	1611780	989.1636962890625	44.991703033447266	0.009773395385742187	42	39	-7962830706679049492	0.2539	1.0	0.7461	0.001584893192461114	2	14	2	50000	1590098967174922480	True	True	True
67	67	43.9520149230957	5282.4794921875	1515.1595458984375	0.04545080289244652	101.40245056152344	72.6806640625	86.07546997070312	82.98434448242188	30.628808975219727	27.537683486938477	20.14824867248535	19.927453994750977	16.187772750854492	15.9669771194458	89.89849090576172	118744.796875	15.752899169921875	2081436.25	2349056.25	231117.40625	10282.4580078125	1611780	1118.0311279296875	50.81541061401367	0.00924467933654785	42	38	-7962830706679049492	0.2569	1.0	0.7431	0.001584893192461114	2	14	3	50000	1590098967632544355	True	True	True
68	68	43.71952819824219	5322.0322265625	1658.961669921875	0.04484539479017258	105.07980346679688	72.95225524902344	87.40155029296875	84.29701232910156	31.041217803955078	27.936683654785156	20.24296760559082	20.021215438842773	16.21722984313965	15.995477676391602	83.59183502197266	111242.6328125	14.383758544921875	2638672.25	3021223.75	230773.375	11041.7646484375	2102030	871.3560180664062	39.0763053894043	0.009933512268066406	42	35	-3466494166606368398	0.24268	0.99998	0.7573	0.001584893192461114	2	16	0	50000	1590099009937296830	True	True	True
69	69	44.3306884765625	5311.6513671875	1516.1878662109375	0.04734385758638382	101.48633575439453	72.88107299804688	86.07975769042969	83.0294418334961	30.649810791015625	27.5994930267334	20.1485538482666	19.930675506591797	16.189271926879883	15.971392631530762	89.89849090576172	119400.421875	14.819605827331543	2067876.125	2333948.75	231499.90625	10299.4775390625	1611780	1130.5814208984375	53.526084899902344	0.009894643096923828	42	39	-7962830706679049492	0.25498	0.99998	0.745	0.001584893192461114	2	14	4	50000	1590099013581957797	True	True	True
70	70	44.12973403930664	5350.62451171875	1656.6124267578125	0.04487767070531845	105.19591522216797	73.14795684814453	87.41081237792969	84.30699920654297	31.070463180541992	27.96664810180664	20.243629455566406	20.021928787231445	16.219318389892578	15.997617721557617	93.32289123535156	124857.0	14.383758544921875	2637893.75	3018794.75	258205.09375	11066.181640625	2102030	884.24853515625	39.683013916015625	0.009659077529907226	42	36	-3466494166606368398	0.24109999999999998	1.0	0.7589	0.001584893192461114	2	16	2	50000	1590099026389532025	True	True	True
71	71	43.67644500732422	5431.75	1686.0133056640625	0.04506203532218933	105.66505432128906	73.70040893554688	87.47221374511719	84.37249755859375	30.99561309814453	27.895896911621094	20.248016357421875	20.026607513427734	16.213972091674805	15.99256420135498	96.94674682617188	131670.75	11.1984281539917	2550503.25	2928184.0	270628.21875	11165.10546875	2102030	911.4463500976562	41.07162857055664	0.009930201644897461	42	35	-3466494166606368398	0.24519999999999997	1.0	0.7548	0.001584893192461114	2	16	1	50000	1590099030504923772	True	True	True
72	72	44.64726257324219	5476.46728515625	1681.318359375	0.045895643532276154	105.91873168945312	74.00315856933594	87.48780822753906	84.40642547607422	31.043962478637695	27.96257781982422	20.249130249023438	20.029029846191406	16.217426300048828	15.997326850891113	93.32289123535156	127793.0234375	11.807756423950195	2571229.5	2947126.75	261765.28125	11218.7783203125	2102030	890.9006958007812	40.888458251953125	0.00999221694946289	42	35	-3466494166606368398	0.24627999999999994	0.99998	0.7537	0.001584893192461114	2	16	3	50000	1590099037401395526	True	True	True
73	73	43.34400177001953	4892.4765625	1418.664306640625	0.044813305139541626	96.22813415527344	69.94625091552734	84.69929504394531	81.59404754638672	30.164474487304688	27.059223175048828	20.049949645996094	19.82814598083496	16.154605865478516	15.932802200317383	96.94674682617188	118600.5703125	16.0	1510886.75	1699526.0	224451.28125	9259.8544921875	1186530	1379.5167236328125	61.820701599121094	0.009642978286743164	42	56	-502694889760783273	0.2643	1.0	0.7357	0.001	2	12	4	50000	1590099142034370801	True	True	True
74	74	45.15850830078125	5425.42041015625	1661.9287109375	0.044434040784835815	105.65167236328125	73.65746307373047	87.46282958984375	84.34908294677734	31.118682861328125	28.004932403564453	20.247344970703125	20.024934768676758	16.222763061523438	16.00035285949707	100.78585052490234	136724.5625	13.966859817504883	2638930.75	3017088.25	281272.96875	11162.275390625	2102030	920.819580078125	40.915733337402344	0.009666671447753907	42	35	-3466494166606368398	0.24519999999999997	1.0	0.7548	0.001584893192461114	2	16	4	50000	1590099159710887717	True	True	True
