	index	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	seed	train_dataset_size	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
0	0	42.501243591308594	4925.95947265625	1240.450439453125	0.03373683989048004	90.2196044921875	70.18517303466797	81.25475311279297	77.86558532714844	28.684202194213867	25.29503631591797	8.442968368530273	8.200884819030762	4.687929153442383	4.445845603942871	75.30709838867188	92760.8125	14.17301082611084	693812.1875	760176.4375	153262.890625	8139.5751953125	531030	2443.316162109375	82.42976379394531	0.009793791046142579	42	208	-362011076047133563	0.5820000000000001	1.0	0.418	0.001	2	8	1	6250	1590969435126776982	True	True	True
1	1	44.04857635498047	4975.4912109375	1224.755859375	0.03543045371770859	90.52094268798828	70.53716278076172	81.28292846679688	77.94274139404297	28.831130981445312	25.490947723388672	8.444981575012207	8.206396102905273	4.698424339294434	4.459839344024658	75.30709838867188	93693.3515625	14.819605827331543	702081.0625	768004.5625	154288.265625	8194.0400390625	531030	2547.200927734375	90.24848175048828	0.009933944396972656	42	203	-362011076047133563	0.5828	1.0	0.4172	0.001	2	8	0	6250	1590969435408573368	True	True	True
2	2	44.25679016113281	5437.072265625	1468.578369140625	0.03337741643190384	97.51251220703125	73.73650360107422	83.85090637207031	80.4510269165039	29.481796264648438	26.081920623779297	8.628408432006836	8.385560035705566	4.744899749755859	4.502051830291748	83.59183502197266	113644.65625	12.468204498291016	1055474.25	1170505.375	198733.171875	9508.6904296875	826280	2174.080322265625	72.565185546875	0.009799525299072265	42	173	4451108838596270159	0.6025	1.0	0.3975	0.001	2	10	3	6250	1590969436011903958	True	True	True
3	3	43.745155334472656	5366.7265625	1467.99267578125	0.0346376933157444	96.96505737304688	73.25794219970703	83.75862121582031	80.39580535888672	29.4056453704834	26.04283332824707	8.621816635131836	8.38161563873291	4.7394609451293945	4.499259948730469	80.68451690673828	108273.859375	16.252960205078125	1098164.25	1213557.625	189674.390625	9402.2236328125	826280	2200.489990234375	76.21989440917969	0.00994727798461914	42	173	4451108838596270159	0.5956	1.0	0.4044	0.001	2	10	2	6250	1590969436107090232	True	True	True
4	4	42.549556732177734	6574.8173828125	2201.06005859375	0.030793117359280586	114.37678527832031	81.08525085449219	89.11204528808594	85.63158416748047	30.732133865356445	27.251670837402344	9.004203796386719	8.755599021911621	4.83420991897583	4.585605621337891	93.32289123535156	153416.265625	12.819404602050781	2612650.0	2973289.5	305234.65625	13082.048828125	2102030	1774.4931640625	54.64217758178711	0.009394220275878907	42	128	5437466427868488249	0.6032	1.0	0.3968	0.001	2	16	0	6250	1590969436140218195	True	True	True
5	5	43.33612823486328	5646.4140625	1706.302001953125	0.033103473484516144	102.4876480102539	75.14263153076172	85.80514526367188	82.39702606201172	29.942306518554688	26.534189224243164	8.767996788024902	8.52455997467041	4.777793884277344	4.534356594085693	80.68451690673828	113915.5078125	12.468204498291016	1489487.875	1673021.75	211892.78125	10503.716796875	1186530	1947.0731201171875	64.45488739013672	0.009864175720214844	42	155	1828930964881350117	0.6047	1.0	0.3953	0.001	2	12	2	6250	1590969436406425196	True	True	True
6	6	42.26422882080078	5653.1611328125	1713.08984375	0.03285997360944748	102.49210357666016	75.1875	85.80232238769531	82.38682556152344	29.867767333984375	26.452266693115234	8.767794609069824	8.523831367492676	4.772469520568848	4.528505325317383	83.59183502197266	118160.4609375	16.252960205078125	1550855.125	1734061.375	219546.296875	10504.630859375	1186530	1932.1982421875	63.491981506347656	0.009981148071289062	42	157	1828930964881350117	0.5889	1.0	0.4111	0.001	2	12	1	6250	1590969436417608418	True	True	True
7	7	44.79296875	5026.1259765625	1231.7825927734375	0.03469353914260864	90.89413452148438	70.89517974853516	81.34611511230469	77.98491668701172	28.859207153320312	25.498004913330078	8.449494361877441	8.2094087600708	4.700429439544678	4.460343360900879	72.81777954101562	91518.7265625	16.252960205078125	712611.5625	778284.375	150421.359375	8261.744140625	531030	2536.78515625	88.01005554199219	0.009935594482421876	42	203	-362011076047133563	0.5965	1.0	0.4035	0.001	2	8	2	6250	1590969436670022877	True	True	True
8	8	43.438446044921875	5019.71435546875	1234.900390625	0.03331882134079933	90.84601593017578	70.84993743896484	81.30693817138672	77.90530395507812	28.78778839111328	25.38615608215332	8.446696281433105	8.20372200012207	4.6953277587890625	4.452354431152344	70.44988250732422	88430.4296875	16.0	706654.5	772356.0	145376.578125	8252.9990234375	531030	2366.74658203125	78.85720825195312	0.009857790985107423	42	208	-362011076047133563	0.5768	1.0	0.4232	0.001	2	8	3	6250	1590969436698862376	True	True	True
9	9	43.55823516845703	5740.5087890625	1715.3104248046875	0.03335699439048767	103.04153442382812	75.76614379882812	85.87191772460938	82.47142791748047	29.946836471557617	26.546348571777344	8.77276611328125	8.529873847961426	4.7781171798706055	4.5352253913879395	75.30709838867188	108096.1640625	13.000595092773438	1497351.875	1679186.75	199915.265625	10617.5595703125	1186530	2000.4144287109375	66.72781372070312	0.00982881103515625	42	154	1828930964881350117	0.5996	1.0	0.4004	0.001	2	12	4	6250	1590969436612350711	True	True	True
