	index	hp.lr	hp.model_width	hp.model_depth	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_sum_of_fro	complexity.param_norm	complexity.path_norm	complexity.params	complexity.log_prod_of_spec	complexity.log_sum_of_spec	complexity.fro_dist	complexity.fro_over_spec	complexity.dist_spec_init	complexity.pacbayes_orig	complexity.pacbayes_init	complexity.pacbayes_flatness	complexity.pacbayes_mag_orig	complexity.pacbayes_mag_init	complexity.pacbayes_mag_flatness	complexity.inverse_margin	complexity.log_prod_of_fro_over_margin	complexity.log_sum_of_fro_over_margin	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_spec_over_margin	complexity.path_norm_over_margin	experiment_id	cross_entropy	data_seed	seed	train_dataset_size	epoch	gen.gap	gen.val_acc	gen.train_acc	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
21	21	0.00631	14	6	106.8066635131836	45.19611358642578	210.36932373046875	43.536033630371094	11407.6640625	8.912066459655762	7014380	72.1728515625	39.89928436279297	2042.6883544921875	2128.285400390625	45.44599533081055	171649.015625	30753.03125	60.17998123168945	9012412.0	6005570.5	4.031434059143066	0.039589084684848785	207.14012145996094	43.45105743408203	68.94364929199219	39.814308166503906	0.35282057523727417	-127866482121014666	0.008980384521484376	42	4	6250	77	0.45109999999999995	0.5481	0.9992	1590114999786474398	True	True	True
22	22	0.00631	8	2	72.3008804321289	49.564720153808594	78.08877563476562	19.577770233154297	5227.4169921875	510.63385009765625	531030	27.741378784179688	15.981527328491211	2456.66162109375	935.1785278320312	32.82286834716797	71977.0625	33837.12109375	55.06070327758789	707272.1875	607495.5625	8.758862495422363	0.040884893387556076	74.89178466796875	19.34941291809082	24.544384002685547	15.753170013427734	20.87721061706543	3245632698784002773	0.009766623840332032	42	3	6250	41	0.39790000000000003	0.6021	1.0	1590113428186189924	True	True	True
23	23	0.001	12	2	92.50294494628906	61.433658599853516	84.56570434570312	20.040407180786133	8556.7939453125	1068.0762939453125	1186530	29.312042236328125	16.093717575073242	3774.09423828125	1664.9827880859375	33.00609588623047	185402.15625	81785.9453125	86.65917205810547	1541616.75	1299591.875	10.369210243225098	0.033113349229097366	81.15788269042969	19.7969913482666	25.904224395751953	15.850301742553711	35.367584228515625	6884079626664233470	0.009628512420654297	42	0	6250	106	0.42510000000000003	0.5749	1.0	1590113849534355266	True	True	True
24	24	0.001	10	5	98.9803237915039	47.778953552246094	178.16729736328125	37.567726135253906	9797.1064453125	113.39218139648438	2895530	58.09817886352539	33.81556701660156	2282.82861328125	2426.12451171875	33.00730895996094	151988.375	35430.8515625	62.04591751098633	4040847.25	2989741.75	7.111111164093018	0.02383800409734249	174.43081665039062	37.45096206665039	54.3617057800293	33.69880294799805	2.703043222427368	4108024635023438784	0.009648067779541015	42	1	6250	130	0.48602	0.5119	0.99792	1590114153814073327	True	True	True
26	26	0.003162	10	3	87.02579498291016	48.59065628051758	113.27275848388672	25.663639068603516	7573.4892578125	308.7913818359375	1516030	37.818138122558594	21.890907287597656	2361.052001953125	1739.581298828125	27.051639556884766	121196.640625	37797.6484375	64.0	1977124.75	1536834.625	6.177396774291992	0.03745580092072487	109.98816680908203	25.499408721923828	34.533546447753906	21.72667694091797	11.566028594970703	-960831693199451593	0.009675361938476562	42	0	6250	22	0.4707	0.5293	1.0	1590113328440067677	True	True	True
27	27	0.01	16	4	102.82025146484375	46.850215911865234	149.4957275390625	31.749835968017578	10572.0048828125	13.076391220092773	5629230	49.77307891845703	27.914348602294922	2194.942626953125	2092.41845703125	31.299217224121094	164008.21875	34067.61328125	62.04591751098633	7222001.5	5015610.5	3.3199174404144287	0.041509322822093964	146.3138885498047	31.627456665039062	46.59123992919922	27.79197120666504	0.5427921414375305	-5507333751871766013	0.009548440551757813	42	4	6250	19	0.43223999999999996	0.5676	0.99984	1590113728229959619	True	True	True
28	28	0.001585	14	6	122.80009460449219	55.9415283203125	221.46768188476562	43.82809829711914	15079.8642578125	34.48023986816406	7014380	72.15953063964844	39.89893341064453	3129.45458984375	3523.7431640625	40.66005325317383	241298.625	50092.09375	64.0	8928811.0	6178746.5	4.16094970703125	0.030230877920985222	217.9687957763672	43.73602294921875	68.66063690185547	39.80685806274414	1.042367935180664	-1144163114263428380	0.00968848876953125	42	0	6250	121	0.47256	0.5268	0.99936	1590113684196251295	True	True	True
29	29	0.01	14	3	92.37613677978516	47.777034759521484	115.48199462890625	25.774099349975586	8533.349609375	54.840030670166016	2962430	38.95477294921875	21.947738647460938	2282.645263671875	1706.5460205078125	28.459932327270508	136554.421875	36543.140625	64.0	3900985.0	2927044.0	4.551111221313477	0.04399142786860466	112.35823059082031	25.61791229248047	35.83101272583008	21.791549682617188	2.4124913215637207	-5125843615822465566	0.009375451354980469	42	0	6250	17	0.4273	0.5727	1.0	1590112977634594590	True	True	True
30	30	0.00631	14	3	97.80488586425781	52.58017349243164	117.41990661621094	25.870994567871094	9565.796875	125.0871810913086	2962430	39.08967971801758	21.954483032226562	2764.67431640625	2032.2557373046875	27.934324264526367	153073.546875	44255.61328125	64.0	3917388.5	3000525.0	5.042782306671143	0.04224368557333946	114.25560760498047	25.712779998779297	35.92538070678711	21.796268463134766	5.284143447875977	3525081532476637291	0.00999528839111328	42	4	6250	18	0.43889999999999996	0.5611	1.0	1590113659183786173	True	True	True
33	33	0.003162	12	6	107.4364242553711	47.33308410644531	211.67247009277344	43.57032775878906	11542.5859375	14.954121589660645	5157330	70.3365249633789	39.85095977783203	2240.4208984375	2554.57861328125	41.346717834472656	168533.78125	32729.220703125	58.396968841552734	6528711.5	4421297.5	3.5173423290252686	0.031141413375735283	208.2032470703125	43.479034423828125	66.8673095703125	39.759666442871094	0.4656924903392792	-5887905545788027288	0.008699632873535156	42	3	6250	80	0.45186000000000004	0.5475	0.99936	1590114688343408520	True	True	True
35	35	0.01	14	6	101.04580688476562	46.443931579589844	205.17376708984375	43.39931106567383	10210.255859375	7.3928303718566895	7014380	72.59837341308594	39.910484313964844	2157.038818359375	1655.69970703125	49.03919219970703	136579.765625	28870.46484375	53.498775482177734	8589915.0	5872034.5	3.3436734676361084	inf	inf	inf	inf	inf	inf	8862306381679044440	0.24750177734375	42	4	6250	300	0.40728	0.4868	0.89408	1590114210779756738	True	False	False
42	42	0.001	10	6	107.744140625	51.68500900268555	212.1561279296875	43.58305740356445	11608.8017578125	91.036865234375	3585280	69.23582458496094	39.82199478149414	2671.340087890625	2886.2998046875	39.36131286621094	174675.125	40211.08984375	60.17998123168945	4565916.5	3253134.0	4.746835708618164	0.031569864600896835	208.70057678222656	43.49211883544922	65.7802734375	39.73106002807617	2.874021530151367	-4508936653500366188	0.009979101104736328	42	1	6250	143	0.48678	0.5129	0.99968	1590114382167737976	True	True	True
44	44	0.01	10	6	87.88198852539062	41.967777252197266	196.22528076171875	43.163822174072266	7723.244140625	7.7229204177856445	3585280	69.29560852050781	39.823570251464844	1761.294189453125	1435.3232421875	47.02162170410156	103316.75	23577.501953125	53.498775482177734	4496333.0	3175855.0	3.8778698444366455	0.04126574844121933	193.0375518798828	43.07993698120117	66.1078872680664	39.739681243896484	0.3186921179294586	-8999065712151771232	0.009380099487304687	42	1	6250	66	0.45776000000000006	0.5416	0.99936	1590113856497456223	True	True	True
45	45	0.003162	16	6	123.50007629394531	52.90138244628906	221.0423583984375	43.81690216064453	15252.26953125	12.417967796325684	9156430	73.32258605957031	39.929542541503906	2798.5556640625	3189.93896484375	42.830177307128906	236606.046875	43430.55078125	62.04591751098633	11479167.0	7608444.5	3.160493850708008	0.033144332468509674	217.63546752929688	43.72724914550781	69.91570281982422	39.83988571166992	0.41158527135849	8269298200742140557	0.009724022369384766	42	4	6250	67	0.45077999999999996	0.5489	0.99968	1590115860703680740	True	True	True
46	46	0.001	10	2	86.00624084472656	58.33617401123047	82.51195526123047	19.89371109008789	7397.07421875	1178.8682861328125	826280	28.77239418029785	16.055171966552734	3403.10888671875	1416.491455078125	33.146820068359375	149228.25	68665.4921875	80.68451690673828	1085692.625	925923.6875	10.911300659179688	0.03524070605635643	79.1664047241211	19.654743194580078	25.426841735839844	15.816203117370605	41.544151306152344	-5818915736647638061	0.009934791870117187	42	3	6250	116	0.4386	0.5614	1.0	1590114520358810091	True	True	True
47	47	0.003162	10	6	97.08561706542969	43.43722152709961	204.82333374023438	43.39008712768555	9425.619140625	16.16338348388672	3585280	68.84095764160156	39.81160354614258	1886.792236328125	2101.082275390625	41.623870849609375	129766.0234375	25992.771484375	55.06070327758789	4591253.5	3154188.5	4.0	0.03806883469223976	201.5549774169922	43.3040771484375	65.57260131835938	39.72559356689453	0.615321159362793	1817495499038860681	0.009735431518554688	42	3	6250	107	0.46088000000000007	0.5388	0.99968	1590114527108615259	True	True	True
49	49	0.003162	8	4	81.7073974609375	41.53074645996094	139.54379272460938	31.367069244384766	6676.0986328125	140.36917114257812	1414630	45.90822982788086	27.765701293945312	1724.8028564453125	1676.94189453125	27.713714599609375	94641.1796875	24466.41015625	56.69204330444336	1819814.5	1342971.375	4.2622270584106445	0.04003661498427391	136.32583618164062	31.243301391601562	42.690269470214844	27.64193344116211	5.619906425476074	6667259706609207292	0.009712623901367188	42	1	6250	26	0.46718000000000004	0.5325	0.99968	1590113446489380345	True	True	True
50	50	0.01	14	3	92.38072967529297	47.87112808227539	115.43496704101562	25.771747589111328	8534.2001953125	53.125022888183594	2962430	39.01797103881836	21.950899124145508	2291.6455078125	1696.85205078125	29.111557006835938	128417.7734375	34498.578125	60.17998123168945	3896375.5	2925263.5	4.439431667327881	0.04460145905613899	112.32498168945312	25.616249084472656	35.907981872558594	21.795398712158203	2.3694534301757812	-5125843615822465566	0.009784017944335938	42	2	6250	17	0.41579999999999995	0.5842	1.0	1590113143476431417	True	True	True
51	51	0.003162	10	2	82.02967834472656	54.652008056640625	81.49957275390625	19.82139778137207	6728.8662109375	694.6127319335938	826280	28.54863166809082	16.039188385009766	2986.8427734375	1260.172607421875	32.981449127197266	107682.7109375	47810.29296875	64.0	1087861.75	920729.0625	8.658474922180176	0.037193663418293	78.20795440673828	19.58628273010254	25.257015228271484	15.804072380065918	25.83519172668457	-9142362719294473386	0.009973729095458985	42	2	6250	49	0.4024	0.5976	1.0	1590113555208558148	True	True	True
53	53	0.003162	16	3	110.2903823852539	60.89432144165039	121.61042785644531	26.080520629882812	12163.9677734375	288.5240478515625	3865630	40.04584884643555	22.00229263305664	3708.11865234375	2711.3056640625	28.120391845703125	221459.1875	67525.1171875	72.81777954101562	4933230.0	3787913.0	5.224489688873291	0.03602099418640137	118.28677368164062	25.914339065551758	36.72219467163086	21.836109161376953	10.392923355102539	-8900944018555765171	0.009865527801513672	42	2	6250	17	0.45640000000000003	0.5436	1.0	1590113698829260939	True	True	True
54	54	0.003162	14	6	114.81192779541016	49.34783172607422	216.36172485351562	43.693729400634766	13181.7802734375	13.262261390686035	7014380	71.92752838134766	39.89282989501953	2435.20849609375	2833.23828125	42.46703338623047	186846.25	34534.99609375	56.69204330444336	8886399.0	5933468.5	3.622725009918213	0.035009656101465225	213.0095977783203	43.60551452636719	68.57539367675781	39.80461502075195	0.46430718898773193	-1831960413689477244	0.008885696105957032	42	0	6250	86	0.45243999999999995	0.5474	0.99984	1590113491360165750	True	True	True
56	56	0.01	16	2	92.51409912109375	57.10552215576172	84.61178588867188	20.043699264526367	8558.859375	203.3177032470703	2102030	29.78377914428711	16.127412796020508	3261.040283203125	1389.916259765625	33.10539627075195	155830.15625	59386.3203125	72.81777954101562	2895564.0	2389837.5	7.185768127441406	0.04046096280217171	81.40436553955078	19.814598083496094	26.57636070251465	15.898311614990234	8.22642993927002	-2546047217668018735	0.009103320617675782	42	0	6250	26	0.3709	0.6291	1.0	1590113143192995566	True	True	True
57	57	0.00631	14	4	101.48734283447266	48.328556060791016	149.46343994140625	31.748594284057617	10299.68359375	32.08436965942383	4313080	49.215354919433594	27.892898559570312	2335.6494140625	2250.2587890625	30.706729888916016	150388.3125	34119.484375	58.396968841552734	5582565.0	3986923.25	3.54325270652771	0.04006349295377731	146.24615478515625	31.62485122680664	45.99806594848633	27.76915740966797	1.2854118347167969	-2289228439678869417	0.008989349060058594	42	3	6250	21	0.44318	0.5565	0.99968	1590113639658837410	True	True	True
58	58	0.01	8	3	71.16963958740234	39.37308120727539	106.51577758789062	25.325788497924805	5065.1171875	93.4552001953125	972830	36.593345642089844	21.829668045043945	1550.239501953125	1090.05859375	28.8971004486084	67765.125	20754.708984375	53.498775482177734	1247445.5	960655.3125	5.087309837341309	0.045537881553173065	103.42656707763672	25.171329498291016	33.50413513183594	21.675207138061523	4.255751609802246	-2959591463707652910	0.009397816009521484	42	2	6250	23	0.4446	0.5554	1.0	1590113132931365509	True	True	True
59	59	0.01	14	5	96.35748291015625	42.619354248046875	174.6182861328125	37.45682144165039	9284.765625	13.9633207321167	5663730	61.059288024902344	33.908103942871094	1816.4091796875	1602.244873046875	40.91438293457031	131613.828125	25764.748046875	56.69204330444336	7599412.0	5296712.5	7.4964680671691895	0.03670371696352959	171.31341552734375	37.353546142578125	57.75440979003906	33.80482482910156	0.5125057697296143	-5083040002587004113	0.009274148559570313	42	4	6250	45	0.44609999999999994	0.5523	0.9984	1590113804702155642	True	True	True
64	64	0.001	12	3	101.59981536865234	58.96229934692383	118.44288635253906	25.922143936157227	10322.521484375	768.6353149414062	2179230	39.193817138671875	21.95969009399414	3476.552734375	2410.77685546875	27.360889434814453	208237.875	70146.9296875	80.68451690673828	2651215.25	2059978.625	6.488552093505859	0.03148175776004791	114.98454284667969	25.74922752380371	35.735469818115234	21.786773681640625	24.19799041748047	5914637055047857437	0.009869129486083985	42	4	6250	37	0.509	0.491	1.0	1590114334967373330	True	True	True
65	65	0.00631	14	6	106.30716705322266	45.48741149902344	209.88433837890625	43.52327346801758	11301.2158203125	8.490260124206543	7014380	72.44390869140625	39.90641784667969	2069.1044921875	2060.50146484375	46.752281188964844	160192.984375	29346.19921875	56.69204330444336	8958345.0	5990294.5	3.818891763687134	0.03633040189743042	206.56924438476562	43.436031341552734	69.1288070678711	39.81917953491211	0.3084545433521271	-127866482121014666	0.00920924331665039	42	2	6250	93	0.44854000000000005	0.5505	0.99904	1590114176673564797	True	True	True
66	66	0.001	16	3	117.28980255126953	67.79926300048828	123.66386413574219	26.18319320678711	13756.8994140625	785.0479125976562	3865630	40.73091506958008	22.036544799804688	4596.740234375	3155.839599609375	28.780786514282227	320979.375	107266.28125	93.32289123535156	4665900.5	3608977.75	6.424468040466309	0.029974520206451416	120.15645599365234	26.007823944091797	37.223506927490234	21.861175537109375	23.531435012817383	-800326134437226231	0.009223201141357423	42	3	6250	32	0.4937	0.5063	1.0	1590114621049985483	True	True	True
67	67	0.00631	10	6	90.9845199584961	40.996124267578125	199.3021240234375	43.24479293823242	8278.18359375	9.412989616394043	3585280	68.68890380859375	39.80760192871094	1680.682373046875	1661.621337890625	43.852760314941406	110738.8828125	22499.341796875	53.498775482177734	4565561.5	3141237.0	3.677201271057129	0.038412224501371384	196.04273986816406	43.159019470214844	65.42952728271484	39.72182846069336	0.36157387495040894	-6474181212330827612	0.009783247833251954	42	2	6250	85	0.4488	0.5504	0.9992	1590167173212192266	True	True	True
69	69	0.001585	16	2	104.31559753417969	67.44381713867188	87.73052978515625	20.26646614074707	10881.7451171875	881.8161010742188	2102030	30.18585968017578	16.1561336517334	4548.66796875	2096.3505859375	34.3289909362793	219518.0	91772.71875	80.68451690673828	2691416.25	2234218.75	8.462809562683105	0.033688630908727646	84.33993530273438	20.024280548095703	26.795265197753906	15.913948059082031	29.707178115844727	-2851707175462957610	0.00989175033569336	42	3	6250	63	0.42279999999999995	0.5772	1.0	1590114330763368037	True	True	True
74	74	0.003162	8	3	77.6494140625	43.41096115112305	109.30030059814453	25.465015411376953	6029.431640625	316.95721435546875	972830	36.628543853759766	21.8314266204834	1884.511474609375	1424.673828125	25.816383361816406	96491.7265625	30173.005859375	64.0	1256559.125	974839.3125	6.2378106117248535	0.037986572831869125	106.02977752685547	25.301488876342773	33.3580207824707	21.66790008544922	12.040118217468262	-7355835387290159384	0.009879935607910156	42	3	6250	23	0.472	0.528	1.0	1590113567811935030	True	True	True
75	75	0.00631	8	2	72.38855743408203	49.7645378112793	78.101806640625	19.57870101928711	5240.103515625	521.0894165039062	531030	27.69921112060547	15.978515625	2476.50927734375	940.3238525390625	32.3746337890625	76522.3046875	36175.93359375	58.396968841552734	725153.5	626119.875	10.239999771118164	0.04039604216814041	74.89278411865234	19.349485397338867	24.490188598632812	15.749299049377441	21.049949645996094	3245632698784002773	0.009584696044921875	42	4	6250	41	0.3933	0.6067	1.0	1590113528761856088	True	True	True
76	76	0.01	8	6	79.88557434082031	39.874061584472656	189.7236328125	42.99272918701172	6381.705078125	8.509246826171875	2298230	66.6640853881836	39.75431823730469	1589.940673828125	1282.406982421875	45.06715393066406	80698.0625	20120.693359375	50.567901611328125	2935556.5	2140086.5	4.403117656707764	0.04184195399284363	186.54977416992188	42.909202575683594	63.490230560302734	39.67079544067383	0.3560435175895691	-5160728813457670496	0.0094918994140625	42	0	6250	83	0.46397999999999995	0.5349	0.99888	1590112977652382950	True	True	True
78	78	0.00631	10	2	78.68763732910156	52.02503967285156	80.50366973876953	19.750263214111328	6191.74462890625	439.4108581542969	826280	28.441356658935547	16.031524658203125	2706.60498046875	1103.740234375	33.161033630371094	99088.7265625	43326.49609375	64.0	1092816.375	922531.25	7.659430027008057	0.03778393939137459	77.22779846191406	19.516271591186523	25.165485382080078	15.797534942626953	16.60267448425293	5533540453786753983	0.00892838134765625	42	1	6250	37	0.38680000000000003	0.6132	1.0	1590113230027341043	True	True	True
79	79	0.001585	14	2	97.55359649658203	63.3624382019043	86.03036499023438	20.14502716064453	9516.701171875	872.5836791992188	1611780	29.65803337097168	16.118431091308594	4014.79931640625	1853.814697265625	32.53239059448242	179189.75	75606.609375	75.30709838867188	2074366.375	1727594.375	8.861005783081055	0.033728331327438354	82.64094543457031	19.902925491333008	26.26861572265625	15.87632942199707	29.430789947509766	-1571988516828905522	0.009701919555664063	42	0	6250	67	0.4181	0.5819	1.0	1590113684198263401	True	True	True
82	82	0.00631	10	3	82.29747772216797	44.59308624267578	111.51610565185547	25.5758056640625	6772.875	138.3271026611328	1516030	37.57432556152344	21.87871551513672	1988.5433349609375	1490.6787109375	27.62074851989746	108386.8203125	31837.513671875	64.0	1983082.75	1520155.5	5.178153038024902	0.04033264145255089	108.30551147460938	25.41527557373047	34.363731384277344	21.71818733215332	5.579097270965576	-2691622468533697284	0.009564711303710937	42	2	6250	18	0.44799999999999995	0.552	1.0	1590114074861547173	True	True	True
83	83	0.003162	8	6	87.79359436035156	40.914024353027344	197.8173828125	43.205718994140625	7707.71630859375	19.011417388916016	2298230	66.6292953491211	39.75340270996094	1673.957275390625	1793.735107421875	41.416542053222656	100225.6015625	21783.158203125	52.00238037109375	2931983.5	2057864.625	4.0	0.03821650147438049	194.5529022216797	43.11981201171875	63.36480712890625	39.66749572753906	0.7265498638153076	-1252705006775983989	0.009784301147460938	42	3	6250	116	0.47048	0.5292	0.99968	1590114433890763427	True	True	True
85	85	0.001585	16	5	121.52656555175781	55.68515396118164	190.10302734375	37.94071960449219	14768.708984375	48.32052993774414	7392830	61.70018005371094	33.928131103515625	3100.836181640625	3420.14892578125	34.50340270996094	243881.234375	51221.75	66.0478744506836	10526509.0	7649550.0	8.462809562683105	0.02762634865939617	186.5140380859375	37.82856369018555	58.1111946105957	33.815975189208984	1.334919810295105	-7042261061882196347	0.009948931427001952	42	3	6250	72	0.47409999999999997	0.5243	0.9984	1590114846807342294	True	True	True
93	93	0.001	16	3	117.13697814941406	67.71796417236328	123.66283416748047	26.183141708374023	13721.072265625	784.9923706054688	3865630	40.62425231933594	22.031211853027344	4585.72265625	3173.254638671875	28.482627868652344	320143.5	107009.234375	93.32289123535156	4639715.0	3582990.25	6.117855548858643	0.03066175989806652	120.17809295654297	26.0089054107666	37.1395149230957	21.856975555419922	24.069246292114258	-800326134437226231	0.009393616333007813	42	1	6250	32	0.5051	0.4949	1.0	1590114230375467615	True	True	True
95	95	0.003162	8	2	74.97976684570312	51.62813186645508	78.97544860839844	19.641103744506836	5621.96533203125	858.3530883789062	531030	27.79051971435547	15.985036849975586	2665.4638671875	1056.107177734375	32.33819580078125	87225.8046875	41366.09765625	62.04591751098633	703195.125	604581.875	9.62879753112793	0.03708627074956894	75.68093872070312	19.405780792236328	24.49601173400879	15.749714851379395	31.833114624023438	4533618513740012934	0.008582471160888672	42	1	6250	60	0.41069999999999995	0.5893	1.0	1590113459742462681	True	True	True
96	96	0.003162	10	6	97.86402130126953	44.0118408203125	205.40447998046875	43.40538024902344	9577.365234375	17.34290885925293	3585280	68.65113067626953	39.806610107421875	1937.042236328125	2182.94677734375	40.85818862915039	131854.875	26684.46875	55.06070327758789	4542812.5	3114923.5	3.761248826980591	0.03493685647845268	202.05026245117188	43.31711196899414	65.29692077636719	39.71834182739258	0.6059067249298096	1817495499038860681	0.009169658203125	42	4	6250	78	0.4638	0.5362	1.0	1590114928507426839	True	True	True
99	99	0.003162	10	5	90.77806854248047	41.46918487548828	172.85769653320312	37.40180206298828	8240.6591796875	25.791040420532227	2895530	57.78322219848633	33.80572509765625	1719.6932373046875	1864.70068359375	35.585472106933594	113454.8515625	23692.623046875	55.06070327758789	4148697.25	3018226.75	8.462809562683105	0.029700977727770805	169.34112548828125	37.291908264160156	54.26664733886719	33.695831298828125	0.7660191059112549	-7816096414355022837	0.0097751904296875	42	0	6250	68	0.4667	0.5317	0.9984	1590113328439802671	True	True	True
