	index	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	seed	train_dataset_size	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
10	10	49.2246208190918	6944.9326171875	1452.24755859375	0.03447559103369713	104.30469512939453	83.33626556396484	84.04656982421875	80.67906951904297	29.68374252319336	26.316238403320312	8.64238452911377	8.401848793029785	4.75932502746582	4.518788814544678	83.59183502197266	145156.5625	20.529720306396484	1195284.875	1287659.5	227380.34375	10879.47265625	826280	2678.115966796875	92.32962799072266	0.009498527221679688	42	148	4451108838596270159	0.4858	1.0	0.5142	0.001	2	10	2	12500	1590962420287646741	True	True	True
11	11	49.475887298583984	6664.9716796875	1431.1475830078125	0.035196464508771896	103.03330993652344	81.63927459716797	84.0749740600586	80.72816467285156	29.829761505126953	26.482952117919922	8.644412994384766	8.405355453491211	4.769754409790039	4.530696868896484	80.68451690673828	134461.625	20.897958755493164	1179677.625	1275472.0	214155.578125	10615.86328125	826280	2746.65185546875	96.67243957519531	0.009885196075439454	42	144	4451108838596270159	0.475	1.0	0.525	0.001	2	10	1	12500	1590962420368504340	True	True	True
12	12	48.86212921142578	7318.0263671875	1868.570068359375	0.034130413085222244	113.47798919677734	85.54547119140625	87.78697204589844	84.40940856933594	30.734333038330078	27.356765747070312	8.909555435180664	8.668301582336426	4.834366798400879	4.593111991882324	86.65917205810547	158565.234375	25.697872161865234	2324773.75	2551853.5	279004.6875	12877.255859375	1611780	2129.68408203125	72.68699645996094	0.00999489471435547	42	117	-8710934449815583502	0.5017	1.0	0.4983	0.001	2	14	2	12500	1590962420263884659	True	True	True
13	13	48.05046081542969	7776.111328125	2125.73779296875	0.033076923340559006	119.13827514648438	88.1822509765625	89.34547424316406	85.93655395507812	31.03119659423828	27.622276306152344	9.02087688446045	8.777382850646973	4.855571746826172	4.612077236175537	100.78585052490234	195952.1875	14.819605827331543	2786462.0	3101905.25	357658.53125	14193.9287109375	2102030	2038.3939208984375	67.42379760742188	0.009456898498535156	42	106	5437466427868488249	0.5055000000000001	1.0	0.4945	0.001	2	16	3	12500	1590962420581276565	True	True	True
14	14	48.293212890625	6793.05224609375	1652.026123046875	0.03429851308465004	107.59020233154297	82.41998291015625	86.04129028320312	82.66864013671875	30.280921936035156	26.908267974853516	8.78486442565918	8.543960571289062	4.801980495452881	4.561076641082764	83.59183502197266	141982.59375	21.664793014526367	1676303.0	1833906.375	241929.125	11575.6513671875	1186530	2293.98291015625	78.68020629882812	0.009890786590576172	42	126	1828930964881350117	0.4828	1.0	0.5172	0.001	2	12	3	12500	1590962420633386926	True	True	True
15	15	47.84303283691406	6706.5703125	1644.0418701171875	0.03336488455533981	107.07364654541016	81.8936538696289	86.00460815429688	82.60435485839844	30.284101486206055	26.88385009765625	8.782243728637695	8.539368629455566	4.802207946777344	4.559332370758057	86.65917205810547	145318.125	13.185654640197754	1555413.625	1713959.75	248403.453125	11464.7666015625	1186530	2263.42041015625	75.51876068115234	0.00950039566040039	42	129	1828930964881350117	0.48529999999999995	1.0	0.5147	0.001	2	12	4	12500	1590962420628159002	True	True	True
16	16	47.36431121826172	7108.68798828125	1861.18115234375	0.03433483466506004	112.59251403808594	84.31303405761719	87.76278686523438	84.39118957519531	30.748516082763672	27.376920700073242	8.907828330993652	8.666999816894531	4.8353800773620605	4.594552040100098	96.94674682617188	172312.75	16.0	2165340.5	2397787.25	307272.0	12677.07421875	1611780	2122.4326171875	72.87336730957031	0.009611956024169923	42	115	-8710934449815583502	0.491	1.0	0.509	0.001	2	14	0	12500	1590962420622958802	True	True	True
17	17	47.865562438964844	7273.50146484375	1886.716552734375	0.03426840901374817	113.34588623046875	85.28482818603516	87.79032897949219	84.41679382324219	30.651613235473633	27.2780818939209	8.909795761108398	8.668828964233398	4.828458786010742	4.587491989135742	100.78585052490234	183288.25	13.185654640197754	2115921.0	2344518.75	323728.0	12847.291015625	1611780	2098.895751953125	71.92581939697266	0.009801212768554687	42	116	-8710934449815583502	0.5003	1.0	0.4997	0.001	2	14	4	12500	1590962420720098928	True	True	True
18	18	47.85205078125	7045.4892578125	1879.761474609375	0.03435029089450836	112.36505126953125	83.93740844726562	87.71762084960938	84.34647369384766	30.65423583984375	27.283090591430664	8.90460205078125	8.663805961608887	4.828645706176758	4.5878496170043945	89.89849090576172	158366.390625	19.149974822998047	2214393.75	2448803.0	283784.125	12625.9072265625	1611780	2037.574462890625	69.99127960205078	0.009991846923828126	42	113	-8710934449815583502	0.4969	1.0	0.5031	0.001	2	14	3	12500	1590962420755921811	True	True	True
19	19	48.560508728027344	7811.86328125	2125.5908203125	0.03368290141224861	119.31416320800781	88.3847427368164	89.37541198730469	85.98464965820312	31.06534194946289	27.674577713012695	9.023015975952148	8.780817985534668	4.858010292053223	4.615813255310059	93.32289123535156	182278.109375	19.149974822998047	2894700.25	3209285.0	332154.8125	14235.8720703125	2102030	2075.842041015625	69.92037963867188	0.009881001586914063	42	106	5437466427868488249	0.49939999999999996	1.0	0.5006	0.001	2	16	4	12500	1590962421499235891	True	True	True
20	20	48.26560974121094	6737.4384765625	1640.214111328125	0.034700825810432434	107.1222915649414	82.08190155029297	85.99668884277344	82.63569641113281	30.295360565185547	26.934368133544922	8.781678199768066	8.541607856750488	4.803011894226074	4.562941074371338	89.89849090576172	151443.078125	14.819605827331543	1589929.125	1747386.0	257922.15625	11475.185546875	1186530	2238.17919921875	77.66666412353516	0.009949805297851562	42	130	1828930964881350117	0.4877	1.0	0.5123	0.001	2	12	2	12500	1590962421678808105	True	True	True
21	21	48.024253845214844	6779.2470703125	1658.7552490234375	0.03397752717137337	107.45147705078125	82.336181640625	86.04557800292969	82.66352081298828	30.24826431274414	26.866209030151367	8.785170555114746	8.543595314025879	4.799647808074951	4.558072566986084	86.65917205810547	146892.640625	16.7772159576416	1620105.875	1777548.125	250159.484375	11545.8203125	1186530	2335.575927734375	79.35709381103516	0.009809427947998047	42	126	1828930964881350117	0.48850000000000005	1.0	0.5115	0.001	2	12	1	12500	1590962421699007287	True	True	True
22	22	48.06324768066406	7494.3564453125	2070.6669921875	0.03292665258049965	117.65799713134766	86.5699462890625	89.24311828613281	85.82964324951172	31.146934509277344	27.733461380004883	9.013566017150879	8.769746780395508	4.863838195800781	4.62001895904541	96.94674682617188	181660.0625	21.276195526123047	2908351.25	3230029.75	335539.96875	13843.40625	2102030	1966.039794921875	64.735107421875	0.009820508728027344	42	106	5437466427868488249	0.4878	1.0	0.5122	0.001	2	16	2	12500	1590962422372507422	True	True	True
23	23	47.483909606933594	7639.95068359375	2113.763427734375	0.03383135423064232	118.38800048828125	87.40681457519531	89.2974853515625	85.91111755371094	31.01375389099121	27.62738609313965	9.017449378967285	8.775566101074219	4.854325294494629	4.6124420166015625	93.32289123535156	178267.28125	19.82185173034668	2893343.0	3211421.0	327018.53125	14015.720703125	2102030	1965.6966552734375	66.5021743774414	0.009833485717773437	42	106	5437466427868488249	0.4968	1.0	0.5032	0.001	2	16	1	12500	1590962423118703634	True	True	True
24	24	47.152549743652344	7538.6884765625	2121.1494140625	0.03434165567159653	117.96710205078125	86.82561492919922	89.28540802001953	85.91400909423828	30.999252319335938	27.62785530090332	9.016587257385254	8.775773048400879	4.853289604187012	4.612475872039795	89.89849090576172	169450.84375	16.252960205078125	2804814.75	3126153.25	312783.875	13916.2392578125	2102030	1969.01953125	67.61939239501953	0.009822503356933594	42	106	5437466427868488249	0.5069	1.0	0.4931	0.001	2	16	0	12500	1590962423118796066	True	True	True
25	25	48.51039505004883	7675.81982421875	1987.8153076171875	0.03242059051990509	117.8876953125	87.61176300048828	88.88615417480469	85.45719146728516	30.994617462158203	27.565656661987305	8.988068580627441	8.743143081665039	4.852958679199219	4.608033180236816	96.94674682617188	186058.1875	16.0	2896631.0	3207814.25	336851.28125	13897.509765625	2102030	1594.974853515625	51.710025787353516	0.009100956573486328	42	79	-6150905075397595816	0.4667	1.0	0.5333	0.001584893192461114	2	16	1	12500	1590962423473413834	True	True	True
26	26	51.257808685302734	6974.0546875	1173.33203125	0.037784453481435776	99.97695922851562	83.51079559326172	81.22252655029297	77.94667053222656	29.087566375732422	25.811708450317383	8.440667152404785	8.206677436828613	4.716740608215332	4.48275089263916	75.30709838867188	131320.515625	16.7772159576416	772967.875	820530.3125	188202.59375	9995.392578125	531030	2523.765380859375	95.35909271240234	0.009975303344726563	42	129	-43574698099295238	0.45430000000000004	1.0	0.5457	0.001584893192461114	2	8	1	12500	1590962423885122355	True	True	True
27	27	52.61664581298828	7195.3837890625	1163.7388916015625	0.037922073155641556	100.97283935546875	84.82560729980469	81.18991088867188	77.91768646240234	29.124858856201172	25.852636337280273	8.438337326049805	8.204607009887695	4.719404220581055	4.4856743812561035	75.30709838867188	135487.46875	29.04642677307129	840121.6875	886175.125	191970.25	10195.5126953125	531030	2857.878173828125	108.37666320800781	0.009857834014892578	42	118	-43574698099295238	0.4596	1.0	0.5404	0.001584893192461114	2	8	2	12500	1590962423952577490	True	True	True
28	28	52.24375915527344	6996.060546875	1070.109619140625	0.03815827518701553	99.14402770996094	83.6424560546875	80.4068603515625	77.1408462524414	29.102680206298828	25.836668014526367	8.382405281066895	8.149118423461914	4.717820167541504	4.484533786773682	72.81777954101562	127380.9765625	21.276195526123047	821841.9375	866777.0	178962.859375	9829.5390625	531030	1796.057373046875	68.5344467163086	0.009368907928466797	42	79	2397076014979614836	0.4163	1.0	0.5837	0.0031622776601683794	2	8	3	12500	1590962424107183874	True	True	True
29	29	54.95073699951172	7517.23974609375	1062.500244140625	0.03894354775547981	101.6480941772461	86.70201110839844	80.39938354492188	77.15373992919922	29.164417266845703	25.91877555847168	8.381871223449707	8.150038719177246	4.722229957580566	4.490398406982422	70.44988250732422	132418.703125	24.23668670654297	849427.0625	891459.625	181999.515625	10332.333984375	531030	1866.7110595703125	72.69635009765625	0.009572987365722657	42	81	2397076014979614836	0.4031	1.0	0.5969	0.0031622776601683794	2	8	4	12500	1590962424259811526	True	True	True
30	30	50.10311508178711	6762.662109375	1366.0704345703125	0.03705180063843727	102.95478057861328	82.23541259765625	83.62185668945312	80.326416015625	29.718059539794922	26.42262077331543	8.61204719543457	8.37665843963623	4.761775970458984	4.526387691497803	75.30709838867188	127340.7265625	20.897958755493164	1214790.5	1307276.5	199579.5	10599.6865234375	826280	2137.529541015625	79.1993179321289	0.009860401611328125	42	105	4441919152638656055	0.47040000000000004	1.0	0.5296	0.001584893192461114	2	10	3	12500	1590962424827003520	True	True	True
31	31	50.04393768310547	6609.16943359375	1349.8955078125	0.036406904458999634	102.22205352783203	81.29679870605469	83.60956573486328	80.29656982421875	29.810497283935547	26.497501373291016	8.611169815063477	8.374526977539062	4.768378734588623	4.531736373901367	80.68451690673828	133336.03125	66.0478744506836	1385880.125	1480150.875	210796.78125	10449.34765625	826280	2252.9951171875	82.02457427978516	0.009885151824951172	42	101	4441919152638656055	0.45699999999999996	1.0	0.543	0.001584893192461114	2	10	4	12500	1590962424875924546	True	True	True
32	32	51.63847351074219	6860.50732421875	1224.271484375	0.03750762343406677	102.2561264038086	82.82818603515625	82.81355285644531	79.53034210205078	29.762493133544922	26.47928237915039	8.554311752319336	8.319796562194824	4.764949798583984	4.530434608459473	75.30709838867188	129182.8359375	21.276195526123047	1257921.625	1344648.875	196880.28125	10456.3154296875	826280	1455.4613037109375	54.59089279174805	0.009134263916015625	42	70	5765126903900264070	0.4202	1.0	0.5798	0.0031622776601683794	2	10	3	12500	1590962424980082688	True	True	True
33	33	49.31536102294922	6814.01171875	1573.8970947265625	0.03466123342514038	107.12842559814453	82.5470199584961	85.66166687011719	82.29953002929688	30.244104385375977	26.88197135925293	8.7577486038208	8.517595291137695	4.799350738525391	4.559198379516602	80.68451690673828	137467.921875	21.276195526123047	1706727.25	1860876.125	231515.59375	11476.4990234375	1186530	1870.5068359375	64.83407592773438	0.009250848083496094	42	92	8400469564039115063	0.4688	1.0	0.5312	0.001584893192461114	2	12	3	12500	1590962425018488667	True	True	True
34	34	48.14604949951172	7562.7333984375	1990.651611328125	0.0328901968896389	117.41938781738281	86.96398162841797	88.85962677001953	85.4450454711914	30.980894088745117	27.566312789916992	8.986173629760742	8.74227523803711	4.851978302001953	4.60807991027832	86.65917205810547	163866.734375	16.0	2880580.0	3195370.0	298720.9375	13787.314453125	2102030	1588.3614501953125	52.241519927978516	0.008909854736328125	42	78	-6150905075397595816	0.45720000000000005	1.0	0.5428	0.001584893192461114	2	16	3	12500	1590962425180894892	True	True	True
35	35	49.50843048095703	6748.9736328125	1550.31494140625	0.03490820527076721	106.607177734375	82.15213775634766	85.57553100585938	82.22049713134766	30.25819206237793	26.90315818786621	8.751595497131348	8.511950492858887	4.800356864929199	4.560711860656738	86.65917205810547	146236.78125	13.185654640197754	1605234.75	1759335.25	246244.015625	11365.0908203125	1186530	1806.3890380859375	63.057796478271484	0.009974667358398437	42	93	8400469564039115063	0.45009999999999994	1.0	0.5499	0.001584893192461114	2	12	4	12500	1590962425039185664	True	True	True
36	36	51.16154479980469	6782.37109375	1221.17822265625	0.03727416321635246	101.78136444091797	82.35515594482422	82.72329711914062	79.43384552001953	29.69133758544922	26.40188217163086	8.54786491394043	8.31290340423584	4.7598676681518555	4.524906158447266	75.30709838867188	127711.7734375	16.252960205078125	1220635.125	1307804.5	195056.546875	10359.4453125	826280	1401.736572265625	52.248558044433594	0.009502236938476563	42	70	5765126903900264070	0.4105	1.0	0.5895	0.0031622776601683794	2	10	2	12500	1590962425137612829	True	True	True
37	37	48.015201568603516	7557.73291015625	1971.127685546875	0.0353880412876606	117.25194549560547	86.93522644042969	88.8415298461914	85.5001449584961	31.01577377319336	27.674392700195312	8.984881401062012	8.746211051940918	4.854470252990723	4.615799903869629	93.32289123535156	176349.09375	14.819605827331543	2855666.0	3169307.0	320772.90625	13748.021484375	2102030	1598.7938232421875	56.578182220458984	0.009927355499267577	42	77	-6150905075397595816	0.4767	1.0	0.5233	0.001584893192461114	2	16	2	12500	1590962425177177568	True	True	True
38	38	47.48046875	7023.04052734375	1761.468994140625	0.034723300486803055	111.49095916748047	83.80358123779297	87.3096923828125	83.94934844970703	30.650129318237305	27.289785385131836	8.87546443939209	8.6354398727417	4.828352451324463	4.588327884674072	93.32289123535156	163874.296875	19.82185173034668	2280399.5	2509814.5	290028.03125	12430.2353515625	1611780	1701.2647705078125	59.073524475097656	0.009926903839111328	42	83	-7133618860481456830	0.4638	1.0	0.5362	0.001584893192461114	2	14	0	12500	1590962425073999416	True	True	True
39	39	52.515750885009766	6892.1953125	1209.475341796875	0.03904277831315994	102.21381378173828	83.01924133300781	82.75131225585938	79.50821685791016	29.794340133666992	26.55124282836914	8.54986572265625	8.318216323852539	4.767224311828613	4.535574913024902	72.81777954101562	125490.1484375	28.44444465637207	1303602.125	1389210.625	190215.5	10447.6640625	826280	1574.7041015625	61.48081970214844	0.009791324615478516	42	67	5765126903900264070	0.4244	1.0	0.5756	0.0031622776601683794	2	10	1	12500	1590962425189180086	True	True	True
40	40	48.818206787109375	6706.19775390625	1558.3818359375	0.0358753465116024	106.30200958251953	81.8913803100586	85.54307556152344	82.21537017822266	30.183086395263672	26.85538101196289	8.749277114868164	8.511584281921387	4.794992446899414	4.5572991371154785	83.59183502197266	140167.5	13.966859817504883	1616924.25	1771209.5	236171.03125	11300.115234375	1186530	1903.636474609375	68.29361724853516	0.009998342895507812	42	91	8400469564039115063	0.45720000000000005	1.0	0.5428	0.001584893192461114	2	12	0	12500	1590962425162844261	True	True	True
41	41	49.102577209472656	6678.34423828125	1533.606689453125	0.03526730835437775	106.20073699951172	81.72113800048828	85.56101989746094	82.21622467041016	30.314823150634766	26.97002410888672	8.750558853149414	8.511645317077637	4.8044023513793945	4.565487861633301	83.59183502197266	139585.40625	12.641975402832031	1594141.125	1749093.25	235721.28125	11278.595703125	1186530	1831.7225341796875	64.59992218017578	0.00967205108642578	42	94	8400469564039115063	0.4506	1.0	0.5494	0.001584893192461114	2	12	2	12500	1590962425263451195	True	True	True
42	42	49.23931884765625	6785.3447265625	1553.048583984375	0.03397199884057045	106.83020782470703	82.37320709228516	85.62619018554688	82.24397277832031	30.28621482849121	26.903995513916016	8.755213737487793	8.513627052307129	4.802358627319336	4.560771465301514	86.65917205810547	147024.765625	30.309167861938477	1794546.125	1948292.625	247275.3125	11412.6943359375	1186530	1879.129638671875	63.83778762817383	0.00924888641357422	42	94	8400469564039115063	0.4507	1.0	0.5493	0.001584893192461114	2	12	1	12500	1590962425364217119	True	True	True
43	43	51.54076385498047	6551.02734375	1203.083251953125	0.038619451224803925	100.57330322265625	80.93842315673828	82.68617248535156	79.43217468261719	29.783164978027344	26.529165267944336	8.545212745666504	8.312784194946289	4.766426086425781	4.533998012542725	77.92627716064453	127645.921875	22.896671295166016	1260995.0	1350391.625	197077.46875	10114.990234375	826280	1343.6785888671875	51.89213180541992	0.009855765991210937	42	69	5765126903900264070	0.4061	1.0	0.5939	0.0031622776601683794	2	10	0	12500	1590962425534010185	True	True	True
44	44	49.01490783691406	7284.62890625	1759.031982421875	0.03430886194109917	112.67718505859375	85.35004425048828	87.3520278930664	83.97967529296875	30.675498962402344	27.303146362304688	8.878488540649414	8.637605667114258	4.830164909362793	4.589282035827637	86.65917205810547	157841.671875	15.752899169921875	2227918.75	2451146.25	275081.09375	12696.1494140625	1611780	1691.5272216796875	58.03437423706055	0.009889613647460938	42	85	-7133618860481456830	0.46109999999999995	1.0	0.5389	0.001584893192461114	2	14	2	12500	1590962425987198464	True	True	True
45	45	48.75172424316406	7115.599609375	1758.78857421875	0.03490588814020157	111.99005126953125	84.35401153564453	87.33477020263672	83.97966766357422	30.68795394897461	27.332855224609375	8.8772554397583	8.637605667114258	4.831054210662842	4.591404438018799	83.59183502197266	148723.140625	16.5119686126709	2235512.0	2463256.25	262119.0625	12541.771484375	1611780	1694.4708251953125	59.147010803222656	0.009793762359619141	42	83	-7133618860481456830	0.46540000000000004	1.0	0.5346	0.001584893192461114	2	14	1	12500	1590962425988744883	True	True	True
46	46	48.11918640136719	7017.04296875	1751.662841796875	0.034649308770895004	111.66996002197266	83.7677993774414	87.31187438964844	83.94939422607422	30.68524169921875	27.322763442993164	8.875619888305664	8.635442733764648	4.830860137939453	4.590683460235596	83.59183502197266	146663.546875	13.966859817504883	2177150.5	2408198.75	260622.9375	12470.1796875	1611780	1743.0263671875	60.394657135009766	0.009663740234375	42	82	-7133618860481456830	0.46919999999999995	1.0	0.5308	0.001584893192461114	2	14	3	12500	1590962426498322450	True	True	True
47	47	48.07707977294922	7033.09716796875	1775.2850341796875	0.03456147760152817	111.56624603271484	83.86356353759766	87.30839538574219	83.9433822631836	30.605819702148438	27.24080467224121	8.875371932983398	8.635013580322266	4.825187683105469	4.584829330444336	86.65917205810547	152392.265625	12.641975402832031	2144615.5	2373999.25	269683.9375	12447.02734375	1611780	1677.640869140625	57.98175048828125	0.009890256500244141	42	84	-7133618860481456830	0.45520000000000005	1.0	0.5448	0.001584893192461114	2	14	4	12500	1590962426499338060	True	True	True
48	48	47.72901916503906	7520.591796875	1985.4561767578125	0.034260109066963196	117.25732421875	86.72134399414062	88.86735534667969	85.49358367919922	30.989408493041992	27.61563491821289	8.986725807189941	8.745741844177246	4.85258674621582	4.611602783203125	86.65917205810547	162953.71875	15.752899169921875	2876668.0	3192939.25	297896.96875	13749.283203125	2102030	1603.8902587890625	54.94945526123047	0.009594784698486328	42	77	-6150905075397595816	0.4677	1.0	0.5323	0.001584893192461114	2	16	0	12500	1590962426507407589	True	True	True
49	49	53.18156814575195	7154.98779296875	1059.5185546875	0.03950890153646469	99.7956314086914	84.587158203125	80.32083129882812	77.089599609375	29.09604263305664	25.86481285095215	8.376259803771973	8.14545726776123	4.71734619140625	4.486544132232666	72.81777954101562	130274.1484375	22.896671295166016	834307.375	878005.4375	181322.703125	9959.169921875	531030	1786.9278564453125	70.59955596923828	0.009780765075683593	42	81	2397076014979614836	0.4163	1.0	0.5837	0.0031622776601683794	2	8	0	12500	1590962426428602956	True	True	True
50	50	54.45405578613281	7813.85205078125	1071.184814453125	0.0395912304520607	103.06067657470703	88.39599609375	80.44558715820312	77.21643829345703	29.12432289123535	25.89517593383789	8.385170936584473	8.15451717376709	4.719366073608398	4.488712787628174	75.30709838867188	147131.21875	15.752899169921875	807166.75	847733.0625	199990.234375	10621.5048828125	531030	1962.8282470703125	77.7107925415039	0.009904788513183594	42	80	2397076014979614836	0.4233	1.0	0.5767	0.0031622776601683794	2	8	1	12500	1590962426517381276	True	True	True
51	51	47.80836486816406	7436.2255859375	1970.57470703125	0.03488168492913246	116.80989837646484	86.23355865478516	88.82117462158203	85.46537780761719	31.011533737182617	27.65574073791504	8.983427047729492	8.743727684020996	4.8541669845581055	4.614467620849609	93.32289123535156	173514.25	16.0	2877402.25	3195578.25	318358.96875	13644.552734375	2102030	1661.4056396484375	57.9526252746582	0.009602765045166016	42	77	-6150905075397595816	0.4645	1.0	0.5355	0.001584893192461114	2	16	4	12500	1590962426571803772	True	True	True
