	index	hp.lr	hp.model_width	hp.model_depth	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_sum_of_fro	complexity.param_norm	complexity.path_norm	complexity.params	complexity.log_prod_of_spec	complexity.log_sum_of_spec	complexity.fro_dist	complexity.fro_over_spec	complexity.dist_spec_init	complexity.pacbayes_orig	complexity.pacbayes_init	complexity.pacbayes_flatness	complexity.pacbayes_mag_orig	complexity.pacbayes_mag_init	complexity.pacbayes_mag_flatness	complexity.inverse_margin	complexity.log_prod_of_fro_over_margin	complexity.log_sum_of_fro_over_margin	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_spec_over_margin	complexity.path_norm_over_margin	experiment_id	cross_entropy	data_seed	seed	train_dataset_size	epoch	gen.gap	gen.val_acc	gen.train_acc	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
21	21	0.00631	14	6	106.807	45.1961	210.369	9.17362	11407.7	8.91207	7014380	72.1729	5.53687	2042.69	2128.29	45.446	171649	30753	60.18	9.01241e+06	6.00557e+06	4.03143	0.0395891	207.14	9.08864	68.9436	5.45189	0.352821	-127866482121014666	0.00898038	42	4	6250	77	0.4511	0.5481	0.9992	1590114999786474398	True	True	True
22	22	0.00631	8	2	72.3009	49.5647	78.0888	8.21683	5227.42	510.634	531030	27.7414	4.62058	2456.66	935.179	32.8229	71977.1	33837.1	55.0607	707272	607496	8.75886	0.0408849	74.8918	7.98847	24.5444	4.39223	20.8772	3245632698784002773	0.00976662	42	3	6250	41	0.3979	0.6021	1	1590113428186189924	True	True	True
23	23	0.001	12	2	92.5029	61.4337	84.5657	8.67946	8556.79	1068.08	1186530	29.312	4.73277	3774.09	1664.98	33.0061	185402	81785.9	86.6592	1.54162e+06	1.29959e+06	10.3692	0.0331133	81.1579	8.43605	25.9042	4.48936	35.3676	6884079626664233470	0.00962851	42	0	6250	106	0.4251	0.5749	1	1590113849534355266	True	True	True
24	24	0.001	10	5	98.9803	47.779	178.167	9.03346	9797.11	113.392	2895530	58.0982	5.2813	2282.83	2426.12	33.0073	151988	35430.9	62.0459	4.04085e+06	2.98974e+06	7.11111	0.023838	174.431	8.9167	54.3617	5.16454	2.70304	4108024635023438784	0.00964807	42	1	6250	130	0.48602	0.5119	0.99792	1590114153814073327	True	True	True
26	26	0.003162	10	3	87.0258	48.5907	113.273	8.65937	7573.49	308.791	1516030	37.8181	4.88664	2361.05	1739.58	27.0516	121197	37797.6	64	1.97712e+06	1.53683e+06	6.1774	0.0374558	109.988	8.49514	34.5335	4.72241	11.566	-960831693199451593	0.00967536	42	0	6250	22	0.4707	0.5293	1	1590113328440067677	True	True	True
27	27	0.01	16	4	102.82	46.8502	149.496	9.00793	10572	13.0764	5629230	49.7731	5.17245	2194.94	2092.42	31.2992	164008	34067.6	62.0459	7.222e+06	5.01561e+06	3.31992	0.0415093	146.314	8.88555	46.5912	5.05007	0.542792	-5507333751871766013	0.00954844	42	4	6250	19	0.43224	0.5676	0.99984	1590113728229959619	True	True	True
28	28	0.001585	14	6	122.8	55.9415	221.468	9.46568	15079.9	34.4802	7014380	72.1595	5.53652	3129.45	3523.74	40.6601	241299	50092.1	64	8.92881e+06	6.17875e+06	4.16095	0.0302309	217.969	9.37361	68.6606	5.44444	1.04237	-1144163114263428380	0.00968849	42	0	6250	121	0.47256	0.5268	0.99936	1590113684196251295	True	True	True
29	29	0.01	14	3	92.3761	47.777	115.482	8.76983	8533.35	54.84	2962430	38.9548	4.94347	2282.65	1706.55	28.4599	136554	36543.1	64	3.90098e+06	2.92704e+06	4.55111	0.0439914	112.358	8.61364	35.831	4.78728	2.41249	-5125843615822465566	0.00937545	42	0	6250	17	0.4273	0.5727	1	1590112977634594590	True	True	True
30	30	0.00631	14	3	97.8049	52.5802	117.42	8.86673	9565.8	125.087	2962430	39.0897	4.95022	2764.67	2032.26	27.9343	153074	44255.6	64	3.91739e+06	3.00052e+06	5.04278	0.0422437	114.256	8.70851	35.9254	4.792	5.28414	3525081532476637291	0.00999529	42	4	6250	18	0.4389	0.5611	1	1590113659183786173	True	True	True
33	33	0.003162	12	6	107.436	47.3331	211.672	9.20791	11542.6	14.9541	5157330	70.3365	5.48855	2240.42	2554.58	41.3467	168534	32729.2	58.397	6.52871e+06	4.4213e+06	3.51734	0.0311414	208.203	9.11662	66.8673	5.39725	0.465692	-5887905545788027288	0.00869963	42	3	6250	80	0.45186	0.5475	0.99936	1590114688343408520	True	True	True
35	35	0.01	14	6	101.046	46.4439	205.174	9.0369	10210.3	7.39283	7014380	72.5984	5.54807	2157.04	1655.7	49.0392	136580	28870.5	53.4988	8.58992e+06	5.87203e+06	3.34367	inf	inf	inf	inf	inf	inf	8862306381679044440	0.247502	42	4	6250	300	0.40728	0.4868	0.89408	1590114210779756738	True	False	False
42	42	0.001	10	6	107.744	51.685	212.156	9.22064	11608.8	91.0369	3585280	69.2358	5.45958	2671.34	2886.3	39.3613	174675	40211.1	60.18	4.56592e+06	3.25313e+06	4.74684	0.0315699	208.701	9.1297	65.7803	5.36865	2.87402	-4508936653500366188	0.0099791	42	1	6250	143	0.48678	0.5129	0.99968	1590114382167737976	True	True	True
44	44	0.01	10	6	87.882	41.9678	196.225	8.80141	7723.24	7.72292	3585280	69.2956	5.46116	1761.29	1435.32	47.0216	103317	23577.5	53.4988	4.49633e+06	3.17586e+06	3.87787	0.0412657	193.038	8.71752	66.1079	5.37727	0.318692	-8999065712151771232	0.0093801	42	1	6250	66	0.45776	0.5416	0.99936	1590113856497456223	True	True	True
45	45	0.003162	16	6	123.5	52.9014	221.042	9.45449	15252.3	12.418	9156430	73.3226	5.56713	2798.56	3189.94	42.8302	236606	43430.6	62.0459	1.14792e+07	7.60844e+06	3.16049	0.0331443	217.635	9.36484	69.9157	5.47747	0.411585	8269298200742140557	0.00972402	42	4	6250	67	0.45078	0.5489	0.99968	1590115860703680740	True	True	True
46	46	0.001	10	2	86.0062	58.3362	82.512	8.53277	7397.07	1178.87	826280	28.7724	4.69423	3403.11	1416.49	33.1468	149228	68665.5	80.6845	1.08569e+06	925924	10.9113	0.0352407	79.1664	8.2938	25.4268	4.45526	41.5442	-5818915736647638061	0.00993479	42	3	6250	116	0.4386	0.5614	1	1590114520358810091	True	True	True
47	47	0.003162	10	6	97.0856	43.4372	204.823	9.02767	9425.62	16.1634	3585280	68.841	5.44919	1886.79	2101.08	41.6239	129766	25992.8	55.0607	4.59125e+06	3.15419e+06	4	0.0380688	201.555	8.94166	65.5726	5.36318	0.615321	1817495499038860681	0.00973543	42	3	6250	107	0.46088	0.5388	0.99968	1590114527108615259	True	True	True
49	49	0.003162	8	4	81.7074	41.5307	139.544	8.62517	6676.1	140.369	1414630	45.9082	5.0238	1724.8	1676.94	27.7137	94641.2	24466.4	56.692	1.81981e+06	1.34297e+06	4.26223	0.0400366	136.326	8.5014	42.6903	4.90003	5.61991	6667259706609207292	0.00971262	42	1	6250	26	0.46718	0.5325	0.99968	1590113446489380345	True	True	True
50	50	0.01	14	3	92.3807	47.8711	115.435	8.76748	8534.2	53.125	2962430	39.018	4.94663	2291.65	1696.85	29.1116	128418	34498.6	60.18	3.89638e+06	2.92526e+06	4.43943	0.0446015	112.325	8.61198	35.908	4.79113	2.36945	-5125843615822465566	0.00978402	42	2	6250	17	0.4158	0.5842	1	1590113143476431417	True	True	True
51	51	0.003162	10	2	82.0297	54.652	81.4996	8.46046	6728.87	694.613	826280	28.5486	4.67825	2986.84	1260.17	32.9814	107683	47810.3	64	1.08786e+06	920729	8.65847	0.0371937	78.208	8.22534	25.257	4.44313	25.8352	-9142362719294473386	0.00997373	42	2	6250	49	0.4024	0.5976	1	1590113555208558148	True	True	True
53	53	0.003162	16	3	110.29	60.8943	121.61	9.07625	12164	288.524	3865630	40.0458	4.99802	3708.12	2711.31	28.1204	221459	67525.1	72.8178	4.93323e+06	3.78791e+06	5.22449	0.036021	118.287	8.91007	36.7222	4.83184	10.3929	-8900944018555765171	0.00986553	42	2	6250	17	0.4564	0.5436	1	1590113698829260939	True	True	True
54	54	0.003162	14	6	114.812	49.3478	216.362	9.33132	13181.8	13.2623	7014380	71.9275	5.53042	2435.21	2833.24	42.467	186846	34535	56.692	8.8864e+06	5.93347e+06	3.62273	0.0350097	213.01	9.2431	68.5754	5.4422	0.464307	-1831960413689477244	0.0088857	42	0	6250	86	0.45244	0.5474	0.99984	1590113491360165750	True	True	True
56	56	0.01	16	2	92.5141	57.1055	84.6118	8.68276	8558.86	203.318	2102030	29.7838	4.76647	3261.04	1389.92	33.1054	155830	59386.3	72.8178	2.89556e+06	2.38984e+06	7.18577	0.040461	81.4044	8.45366	26.5764	4.53737	8.22643	-2546047217668018735	0.00910332	42	0	6250	26	0.3709	0.6291	1	1590113143192995566	True	True	True
57	57	0.00631	14	4	101.487	48.3286	149.463	9.00669	10299.7	32.0844	4313080	49.2154	5.151	2335.65	2250.26	30.7067	150388	34119.5	58.397	5.58256e+06	3.98692e+06	3.54325	0.0400635	146.246	8.88295	45.9981	5.02725	1.28541	-2289228439678869417	0.00898935	42	3	6250	21	0.44318	0.5565	0.99968	1590113639658837410	True	True	True
58	58	0.01	8	3	71.1696	39.3731	106.516	8.32152	5065.12	93.4552	972830	36.5933	4.8254	1550.24	1090.06	28.8971	67765.1	20754.7	53.4988	1.24745e+06	960655	5.08731	0.0455379	103.427	8.16706	33.5041	4.67094	4.25575	-2959591463707652910	0.00939782	42	2	6250	23	0.4446	0.5554	1	1590113132931365509	True	True	True
59	59	0.01	14	5	96.3575	42.6194	174.618	8.92256	9284.77	13.9633	5663730	61.0593	5.37384	1816.41	1602.24	40.9144	131614	25764.7	56.692	7.59941e+06	5.29671e+06	7.49647	0.0367037	171.313	8.81928	57.7544	5.27056	0.512506	-5083040002587004113	0.00927415	42	4	6250	45	0.4461	0.5523	0.9984	1590113804702155642	True	True	True
64	64	0.001	12	3	101.6	58.9623	118.443	8.91788	10322.5	768.635	2179230	39.1938	4.95542	3476.55	2410.78	27.3609	208238	70146.9	80.6845	2.65122e+06	2.05998e+06	6.48855	0.0314818	114.985	8.74496	35.7355	4.78251	24.198	5914637055047857437	0.00986913	42	4	6250	37	0.509	0.491	1	1590114334967373330	True	True	True
65	65	0.00631	14	6	106.307	45.4874	209.884	9.16086	11301.2	8.49026	7014380	72.4439	5.544	2069.1	2060.5	46.7523	160193	29346.2	56.692	8.95834e+06	5.99029e+06	3.81889	0.0363304	206.569	9.07362	69.1288	5.45677	0.308455	-127866482121014666	0.00920924	42	2	6250	93	0.44854	0.5505	0.99904	1590114176673564797	True	True	True
66	66	0.001	16	3	117.29	67.7993	123.664	9.17893	13756.9	785.048	3865630	40.7309	5.03228	4596.74	3155.84	28.7808	320979	107266	93.3229	4.6659e+06	3.60898e+06	6.42447	0.0299745	120.156	9.00356	37.2235	4.85691	23.5314	-800326134437226231	0.0092232	42	3	6250	32	0.4937	0.5063	1	1590114621049985483	True	True	True
67	67	0.00631	10	6	90.9845	40.9961	199.302	8.88238	8278.18	9.41299	3585280	68.6889	5.44519	1680.68	1661.62	43.8528	110739	22499.3	53.4988	4.56556e+06	3.14124e+06	3.6772	0.0384122	196.043	8.79661	65.4295	5.35941	0.361574	-6474181212330827612	0.00978325	42	2	6250	85	0.4488	0.5504	0.9992	1590167173212192266	True	True	True
69	69	0.001585	16	2	104.316	67.4438	87.7305	8.90552	10881.7	881.816	2102030	30.1859	4.79519	4548.67	2096.35	34.329	219518	91772.7	80.6845	2.69142e+06	2.23422e+06	8.46281	0.0336886	84.3399	8.66334	26.7953	4.55301	29.7072	-2851707175462957610	0.00989175	42	3	6250	63	0.4228	0.5772	1	1590114330763368037	True	True	True
74	74	0.003162	8	3	77.6494	43.411	109.3	8.46075	6029.43	316.957	972830	36.6285	4.82716	1884.51	1424.67	25.8164	96491.7	30173	64	1.25656e+06	974839	6.23781	0.0379866	106.03	8.29722	33.358	4.66363	12.0401	-7355835387290159384	0.00987994	42	3	6250	23	0.472	0.528	1	1590113567811935030	True	True	True
75	75	0.00631	8	2	72.3886	49.7645	78.1018	8.21776	5240.1	521.089	531030	27.6992	4.61757	2476.51	940.324	32.3746	76522.3	36175.9	58.397	725154	626120	10.24	0.040396	74.8928	7.98854	24.4902	4.38836	21.0499	3245632698784002773	0.0095847	42	4	6250	41	0.3933	0.6067	1	1590113528761856088	True	True	True
76	76	0.01	8	6	79.8856	39.8741	189.724	8.63032	6381.71	8.50925	2298230	66.6641	5.3919	1589.94	1282.41	45.0672	80698.1	20120.7	50.5679	2.93556e+06	2.14009e+06	4.40312	0.041842	186.55	8.54679	63.4902	5.30838	0.356044	-5160728813457670496	0.0094919	42	0	6250	83	0.46398	0.5349	0.99888	1590112977652382950	True	True	True
78	78	0.00631	10	2	78.6876	52.025	80.5037	8.38932	6191.74	439.411	826280	28.4414	4.67058	2706.6	1103.74	33.161	99088.7	43326.5	64	1.09282e+06	922531	7.65943	0.0377839	77.2278	8.15533	25.1655	4.43659	16.6027	5533540453786753983	0.00892838	42	1	6250	37	0.3868	0.6132	1	1590113230027341043	True	True	True
79	79	0.001585	14	2	97.5536	63.3624	86.0304	8.78408	9516.7	872.584	1611780	29.658	4.75749	4014.8	1853.81	32.5324	179190	75606.6	75.3071	2.07437e+06	1.72759e+06	8.86101	0.0337283	82.6409	8.54198	26.2686	4.51539	29.4308	-1571988516828905522	0.00970192	42	0	6250	67	0.4181	0.5819	1	1590113684198263401	True	True	True
82	82	0.00631	10	3	82.2975	44.5931	111.516	8.57154	6772.88	138.327	1516030	37.5743	4.87445	1988.54	1490.68	27.6207	108387	31837.5	64	1.98308e+06	1.52016e+06	5.17815	0.0403326	108.306	8.41101	34.3637	4.71392	5.5791	-2691622468533697284	0.00956471	42	2	6250	18	0.448	0.552	1	1590114074861547173	True	True	True
83	83	0.003162	8	6	87.7936	40.914	197.817	8.84331	7707.72	19.0114	2298230	66.6293	5.39099	1673.96	1793.74	41.4165	100226	21783.2	52.0024	2.93198e+06	2.05786e+06	4	0.0382165	194.553	8.7574	63.3648	5.30508	0.72655	-1252705006775983989	0.0097843	42	3	6250	116	0.47048	0.5292	0.99968	1590114433890763427	True	True	True
85	85	0.001585	16	5	121.527	55.6852	190.103	9.40646	14768.7	48.3205	7392830	61.7002	5.39387	3100.84	3420.15	34.5034	243881	51221.8	66.0479	1.05265e+07	7.64955e+06	8.46281	0.0276263	186.514	9.2943	58.1112	5.28171	1.33492	-7042261061882196347	0.00994893	42	3	6250	72	0.4741	0.5243	0.9984	1590114846807342294	True	True	True
93	93	0.001	16	3	117.137	67.718	123.663	9.17887	13721.1	784.992	3865630	40.6243	5.02694	4585.72	3173.25	28.4826	320144	107009	93.3229	4.63972e+06	3.58299e+06	6.11786	0.0306618	120.178	9.00464	37.1395	4.85271	24.0692	-800326134437226231	0.00939362	42	1	6250	32	0.5051	0.4949	1	1590114230375467615	True	True	True
95	95	0.003162	8	2	74.9798	51.6281	78.9754	8.28016	5621.97	858.353	531030	27.7905	4.62409	2665.46	1056.11	32.3382	87225.8	41366.1	62.0459	703195	604582	9.6288	0.0370863	75.6809	8.04484	24.496	4.38877	31.8331	4533618513740012934	0.00858247	42	1	6250	60	0.4107	0.5893	1	1590113459742462681	True	True	True
96	96	0.003162	10	6	97.864	44.0118	205.404	9.04297	9577.37	17.3429	3585280	68.6511	5.4442	1937.04	2182.95	40.8582	131855	26684.5	55.0607	4.54281e+06	3.11492e+06	3.76125	0.0349369	202.05	8.9547	65.2969	5.35593	0.605907	1817495499038860681	0.00916966	42	4	6250	78	0.4638	0.5362	1	1590114928507426839	True	True	True
99	99	0.003162	10	5	90.7781	41.4692	172.858	8.86754	8240.66	25.791	2895530	57.7832	5.27146	1719.69	1864.7	35.5855	113455	23692.6	55.0607	4.1487e+06	3.01823e+06	8.46281	0.029701	169.341	8.75764	54.2666	5.16157	0.766019	-7816096414355022837	0.00977519	42	0	6250	68	0.4667	0.5317	0.9984	1590113328439802671	True	True	True
100	100	0.001585	12	6	113.203	51.9283	215.759	9.31546	12815	33.8916	5157330	70.5202	5.49338	2696.55	3042.87	39.9855	192823	40590.3	60.18	6.48497e+06	4.48113e+06	4	0.0298921	212.249	9.22309	67.01	5.40101	1.01309	-661802221272114476	0.00985632	42	0	6250	156	0.46402	0.5347	0.99872	1590113684195892604	True	True	True
101	101	0.001585	14	4	114.73	60.0375	155.074	9.2225	13163	360.191	4313080	50.0621	5.18356	3604.5	3198.2	29.0536	239647	65638.8	72.8178	5.47881e+06	4.08569e+06	4.43943	0.0357205	151.742	9.09434	46.7301	5.05541	12.8662	8073524614828840347	0.00901738	42	4	6250	27	0.4901	0.5099	1	1590114239576389550	True	True	True
104	104	0.001585	16	4	122.672	64.0354	158.22	9.34349	15048.5	348.682	5629230	50.997	5.21952	4100.53	3625.22	29.5573	293189	79905.6	77.9263	7.17562e+06	5.35018e+06	4.55111	0.0347695	154.861	9.2143	47.638	5.09033	12.1235	-4279180479798122718	0.00942248	42	0	6250	25	0.4865	0.5135	1	1590113683882104417	True	True	True
105	105	0.001585	10	3	90.4416	51.7047	114.399	8.71569	8179.68	538.003	1516030	38.1678	4.90412	2673.38	1901.96	27.4803	154018	50352	75.3071	1.91501e+06	1.49255e+06	6.48855	0.0326337	110.977	8.54457	34.7454	4.733	17.557	981211836129003067	0.00860853	42	2	6250	30	0.4859	0.5141	1	1590113880445384086	True	True	True
107	107	0.001585	12	2	91.3349	60.2992	84.2899	8.65977	8342.06	940.225	1186530	29.26	4.72906	3635.99	1603	33.0555	157075	68474.9	75.3071	1.52393e+06	1.2784e+06	8.75886	0.0361366	80.9695	8.42259	25.9396	4.49189	33.9766	-10688740159849512	0.00973466	42	0	6250	75	0.4244	0.5756	1	1590113669701892715	True	True	True
109	109	0.001585	10	2	84.2923	56.5619	82.111	8.50413	7105.2	984.74	826280	28.6058	4.68233	3199.24	1376.51	32.3808	117342	52846.7	66.0479	1.08539e+06	921198	10.24	0.035896	78.7839	8.26648	25.2787	4.44468	35.3482	426248914965896853	0.00988276	42	0	6250	79	0.4243	0.5757	1	1590113671809639580	True	True	True
111	111	0.00631	12	4	93.87	44.7712	145.875	8.86869	8811.57	33.7065	3171930	48.1246	5.10904	2004.46	1981.18	29.2626	124907	28430	56.692	4.14474e+06	2.97403e+06	4.03143	0.043509	142.741	8.74812	44.9899	4.98848	1.46654	8799905969568142923	0.00982461	42	3	6250	20	0.445	0.555	1	1590114654207596983	True	True	True
114	114	0.003162	8	4	81.9037	41.8255	139.625	8.62829	6708.21	146.943	1414630	46.0766	5.03027	1749.37	1668.17	28.3278	97955.6	25560.3	58.397	1.8419e+06	1.36835e+06	4.55111	0.0413304	136.439	8.50574	42.8904	4.90773	6.0732	6667259706609207292	0.00959059	42	2	6250	26	0.4722	0.5278	1	1590113532281726102	True	True	True
115	115	0.003162	8	5	81.3842	38.5194	166.516	8.66936	6623.39	30.7955	1856430	56.2049	5.22214	1483.75	1537.54	36.0384	83753.4	18778.2	50.5679	2.69547e+06	2.00381e+06	10.24	0.0316895	163.064	8.56149	52.7531	5.11427	0.975893	9093518227723985452	0.00965693	42	4	6250	77	0.46674	0.5315	0.99824	1590114167151393163	True	True	True
116	116	0.001585	10	4	96.6857	50.757	147.007	8.91223	9348.12	362.127	2205780	47.9384	5.10188	2576.27	2325.06	28.4497	159396	43943.4	68.1956	2.86391e+06	2.15542e+06	5.13243	0.0377141	143.73	8.78616	44.6607	4.97581	13.6573	828852094380295083	0.00989494	42	3	6250	32	0.49624	0.5036	0.99984	1590114036632219517	True	True	True
117	117	0.003162	12	6	106.319	46.6006	211.075	9.19218	11303.7	15.1037	5157330	70.3859	5.48985	2171.62	2477.82	41.9269	165047	31724.8	58.397	6.54458e+06	4.42401e+06	3.62273	0.0339402	207.691	9.10315	67.0028	5.40082	0.512621	-5887905545788027288	0.00924763	42	1	6250	93	0.46712	0.5324	0.99952	1590113878078872826	True	True	True
118	118	0.00631	14	4	101.19	47.6088	149.303	9.00052	10239.3	30.0934	4313080	48.9981	5.14264	2266.6	2276.66	29.6209	145143	32145.2	56.692	5.69088e+06	4.06934e+06	4.03143	0.0409962	146.109	8.87767	45.8038	5.01978	1.23372	-2289228439678869417	0.00983309	42	0	6250	18	0.43202	0.5675	0.99952	1590113328748308498	True	True	True
120	120	0.001	14	4	118.159	63.5544	156.116	9.26256	13961.6	587.961	4313080	50.3545	5.19481	4039.17	3418.15	29.9431	281642	81495.5	80.6845	5.34614e+06	4.01208e+06	4.91265	0.034797	152.758	9.13339	46.9962	5.06565	20.4593	1754727041327055591	0.00990351	42	4	6250	36	0.5126	0.4874	1	1590114521571478532	True	True	True
122	122	0.01	10	5	82.2424	38.0106	165.774	8.64617	6763.82	14.3684	2895530	57.861	5.27389	1444.81	1291.87	38.7743	85528.7	18285.9	50.5679	3.71571e+06	2.60217e+06	5.17815	0.040691	162.572	8.54612	54.6593	5.17384	0.584666	4549684729478210883	0.00935515	42	0	6250	42	0.4474	0.5518	0.9992	1590112977664269682	True	True	True
126	126	0.01	14	5	95.7913	41.4579	174.074	8.90554	9175.98	14.6165	5663730	60.3613	5.35203	1718.76	1618.35	39.0942	122747	23008.6	53.4988	7.31603e+06	4.95194e+06	5.22449	0.0389219	170.827	8.80409	57.1151	5.25058	0.568902	-5083040002587004113	0.00995062	42	1	6250	44	0.44788	0.551	0.99888	1590113195992067621	True	True	True
127	127	0.01	12	6	95.2916	42.9181	201.621	8.94339	9080.48	6.18202	5157330	71.026	5.50669	1841.97	1596.32	47.603	118072	23967.4	52.0024	6.50391e+06	4.45364e+06	3.81889	0.040854	198.423	8.85924	67.8283	5.42254	0.25256	-2784644901043528648	0.00831004	42	3	6250	67	0.43004	0.5698	0.99984	1590113916350863572	True	True	True
129	129	0.001585	8	3	80.9964	46.6257	110.496	8.52052	6560.41	565.769	972830	37.0509	4.84828	2173.95	1561.05	26.6319	108346	35917.1	66.0479	1.23357e+06	966006	6.82382	0.0356126	107.161	8.35377	33.7159	4.68153	20.1485	4444852121170596404	0.00993744	42	4	6250	33	0.50644	0.4934	0.99984	1590113852246009283	True	True	True
132	132	0.01	8	6	80.0243	39.7942	190.077	8.63962	6403.89	8.57763	2298230	66.7355	5.39379	1583.58	1293.73	44.8896	85670.8	21200.6	53.4988	2.95002e+06	2.15027e+06	4.55111	0.0422802	186.914	8.55637	63.5721	5.31054	0.362664	-5160728813457670496	0.00981934	42	3	6250	65	0.4695	0.5297	0.9992	1590113656701118820	True	True	True
134	134	0.01	10	6	87.9934	41.7585	196.287	8.80303	7742.83	7.7316	3585280	69.3572	5.46278	1743.78	1430.01	47.0897	100682	22690.8	52.0024	4.54978e+06	3.21812e+06	4.03143	0.0414325	193.103	8.71925	66.1736	5.379	0.32034	-8999065712151771232	0.0092987	42	4	6250	76	0.45492	0.5446	0.99952	1590114563390275071	True	True	True
135	135	0.001585	16	3	114.978	65.5166	122.98	9.14474	13219.8	562.398	3865630	40.4197	5.01672	4292.43	3014.07	28.1385	266680	86604	80.6845	4.73631e+06	3.65176e+06	5.61866	0.0338181	119.593	8.9754	37.0329	4.84738	19.0192	-7410018531192978725	0.00988602	42	1	6250	26	0.4821	0.5179	1	1590113827164572689	True	True	True
