	index	hp.lr	hp.model_width	hp.model_depth	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_sum_of_fro	complexity.param_norm	complexity.path_norm	complexity.params	complexity.log_prod_of_spec	complexity.log_sum_of_spec	complexity.fro_dist	complexity.fro_over_spec	complexity.dist_spec_init	complexity.pacbayes_orig	complexity.pacbayes_init	complexity.pacbayes_flatness	complexity.pacbayes_mag_orig	complexity.pacbayes_mag_init	complexity.pacbayes_mag_flatness	complexity.inverse_margin	complexity.log_prod_of_fro_over_margin	complexity.log_sum_of_fro_over_margin	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_spec_over_margin	complexity.path_norm_over_margin	experiment_id	cross_entropy	data_seed	seed	train_dataset_size	epoch	gen.gap	gen.val_acc	gen.train_acc	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
285	285	0.003162	14	5	108.092	48.0552	182.635	9.17309	11683.9	22.3032	5663730	60.2576	5.34878	2309.3	2576.13	35.2867	170597	33734.8	58.397	8.13755e+06	5.8487e+06	8.86101	0.0313014	179.171	9.06483	56.7935	5.24053	0.698123	7217791444773154338	0.00940727	42	3	6250	49	0.45698	0.5419	0.99888	1590114321974462990	True	True	True
286	286	0.003162	10	2	82.0785	54.6235	81.5358	8.46304	6736.89	708.869	826280	28.5248	4.67654	2983.73	1272.47	32.592	104520	46302.8	62.0459	1.08638e+06	918792	8.96495	0.0377817	78.2599	8.22905	25.2489	4.44255	26.7823	-9142362719294473386	0.00982332	42	1	6250	50	0.4032	0.5968	1	1590113447440651879	True	True	True
290	290	0.001	14	4	117.753	62.9713	156.013	9.25858	13865.8	565.19	4313080	50.3893	5.19615	3965.39	3399.39	29.4565	270149	77272.8	77.9263	5.3874e+06	4.04093e+06	5.08731	0.0336911	152.622	9.12818	46.9988	5.06574	19.0419	1754727041327055591	0.00936035	42	2	6250	31	0.5024	0.4976	1	1590114218306704922	True	True	True
293	293	0.003162	10	6	96.6745	43.2289	204.398	9.01647	9345.97	14.7918	3585280	68.4456	5.43879	1868.74	2093.38	41.2417	128670	25744.2	55.0607	4.58206e+06	3.14399e+06	3.90787	0.0343588	201.027	8.92776	65.0747	5.35008	0.508228	1817495499038860681	0.00997678	42	2	6250	114	0.45878	0.5401	0.99888	1590114092599979846	True	True	True
294	294	0.001585	16	2	103.856	66.8739	87.6586	8.90038	10786.1	858.202	2102030	30.0287	4.78396	4472.12	2115.72	32.492	217589	90228.8	80.6845	2.65409e+06	2.19262e+06	7.74291	0.0341321	84.281	8.65913	26.6511	4.54271	29.2922	-2851707175462957610	0.0097655	42	0	6250	62	0.419	0.581	1	1590113683879736448	True	True	True
295	295	0.001585	12	5	105.101	48.878	181.654	9.14244	11046.2	52.1669	4164630	59.2388	5.31695	2389.06	2646.51	33.6517	171364	37078.7	62.0459	5.87031e+06	4.28081e+06	7.65943	0.0287835	178.106	9.03156	55.6908	5.20607	1.50155	-6638578279246172353	0.0097556	42	1	6250	87	0.4804	0.518	0.9984	1590113989530937768	True	True	True
298	298	0.001585	14	6	122.431	55.4789	221.193	9.45844	14989.4	31.0391	7014380	72.1925	5.53739	3077.91	3484.48	40.7114	239851	49267.3	64	8.82896e+06	6.06036e+06	3.76125	0.0327763	217.775	9.3685	68.7744	5.44744	1.01735	-1144163114263428380	0.00987211	42	1	6250	115	0.47138	0.5283	0.99968	1590114315691805081	True	True	True
300	300	0.001	14	6	126.787	59.6639	223.742	9.52554	16074.9	70.1859	7014380	72.7023	5.55081	3559.78	3826.04	41.2081	274081	60711.2	68.1956	8.77031e+06	6.13356e+06	4	0.0273693	220.144	9.43084	69.104	5.45611	1.92094	-8848986184548619366	0.00994561	42	0	6250	179	0.47718	0.5217	0.99888	1590167158507190458	True	True	True
302	302	0.001	10	2	85.4855	57.7947	82.4205	8.52624	7307.78	1098.84	826280	28.7856	4.69517	3340.22	1412.16	33.5506	152739	69824.8	83.5918	1.07615e+06	915044	10.5009	0.0348381	79.0634	8.28645	25.4286	4.45538	38.2817	-5818915736647638061	0.00994444	42	2	6250	114	0.4215	0.5785	1	1590114303729616083	True	True	True
303	303	0.01	12	2	81.6599	52.1702	81.4849	8.45941	6668.34	241.227	1186530	28.8882	4.7025	2721.73	1117.62	32.455	117467	47957.2	70.4499	1.60931e+06	1.34438e+06	7.49647	0.041105	78.2933	8.23143	25.6966	4.47453	9.91562	-2775294095317312987	0.00899355	42	3	6250	29	0.3854	0.6146	1	1590113230420593418	True	True	True
304	304	0.001585	16	2	104.163	67.1874	87.67	8.9012	10849.9	870.697	2102030	30.0607	4.78625	4514.14	2112.52	32.8638	218876	91076.2	80.6845	2.67313e+06	2.21348e+06	8.09086	0.0340143	84.289	8.6597	26.6797	4.54475	29.6161	-2851707175462957610	0.0099408	42	4	6250	61	0.415	0.585	1	1590114544304069776	True	True	True
305	305	0.001	8	4	89.0137	48.06	142.835	8.75176	7923.44	649.56	1414630	46.9985	5.06573	2309.77	2007.75	29.2602	130852	38159.7	66.0479	1.80433e+06	1.37e+06	5.67104	0.0352708	139.49	8.62311	43.6538	4.93709	22.9105	217228522785232791	0.00940828	42	2	6250	37	0.5206	0.4794	1	1590114094003573872	True	True	True
306	306	0.001	16	4	126.184	67.745	159.272	9.38394	15922.4	580.147	5629230	51.3293	5.2323	4589.38	3843.32	30.18	344976	99449	86.6592	7.01396e+06	5.2673e+06	4.87039	0.0337161	155.882	9.25356	47.9395	5.10192	19.5603	5812349128615729751	0.00920715	42	4	6250	34	0.5115	0.4885	1	1590114840896116149	True	True	True
308	308	0.001585	12	6	114.076	52.4127	216.386	9.33195	13013.4	40.1037	5157330	70.9326	5.50423	2747.09	3069.39	40.734	190007	40126.3	58.397	6.51822e+06	4.51848e+06	4.09542	0.0319042	212.941	9.24129	67.4875	5.41358	1.27948	-661802221272114476	0.00966605	42	2	6250	119	0.46824	0.5316	0.99984	1590114984909342778	True	True	True
315	315	0.00631	8	6	82.9497	39.1931	193.367	8.72619	6880.66	11.1732	2298230	66.526	5.38827	1536.1	1490.69	43.1076	87005.8	19440	50.5679	2.92248e+06	2.06419e+06	4.09542	0.0390683	190.124	8.64086	63.2836	5.30294	0.436519	1763337119348467370	0.00987355	42	3	6250	69	0.44576	0.5536	0.99936	1590114176994459332	True	True	True
317	317	0.01	12	2	81.8017	52.3917	81.5279	8.46248	6691.51	249.647	1186530	28.9038	4.70361	2744.89	1114.44	32.5567	110511	45344.3	66.0479	1.65926e+06	1.3958e+06	9.39955	0.0426253	78.3726	8.2371	25.7485	4.47823	10.6413	-2775294095317312987	0.00993994	42	1	6250	28	0.3747	0.6253	1	1590113068346013704	True	True	True
319	319	0.01	10	6	88.1239	41.4854	196.558	8.81017	7765.83	7.82535	3585280	68.9494	5.45204	1721.04	1464.54	45.8486	103886	23039.1	53.4988	4.539e+06	3.19297e+06	4	0.040281	193.346	8.72565	65.7375	5.36752	0.315213	-8999065712151771232	0.00905277	42	2	6250	68	0.4582	0.541	0.9992	1590114085759443219	True	True	True
320	320	0.01	8	2	69.7286	47.703	77.2414	8.1563	4862.07	333.387	531030	27.7579	4.62177	2275.57	833.203	33.0573	77814	36430	64	694512	594192	7.03761	0.0432634	74.1009	7.93198	24.6175	4.39745	14.4235	-5783648748449743143	0.00963332	42	1	6250	34	0.3894	0.6106	1	1590113079532146759	True	True	True
321	321	0.001	8	5	89.2631	43.9871	171.976	8.83997	7967.9	144.719	1856430	56.4462	5.22968	1934.87	2024.9	33.4189	112950	27443.6	56.692	2.63086e+06	1.9764e+06	8.86101	0.0270099	168.364	8.72711	52.8346	5.11682	3.90885	5529611871160931686	0.00965842	42	3	6250	109	0.48506	0.5135	0.99856	1590114687537666587	True	True	True
322	322	0.003162	12	4	100.427	50.2034	149.116	8.99334	10085.6	125.55	3171930	48.5466	5.12527	2520.38	2425.33	28.5402	161391	40347	64	4.16723e+06	3.0707e+06	4.26223	0.0377913	145.841	8.86736	45.2709	4.99928	4.74469	-6747634100443282140	0.00830118	42	1	6250	22	0.4606	0.5394	1	1590113578305664118	True	True	True
324	324	0.001	12	2	92.016	60.8383	84.4678	8.67247	8466.94	1022.69	1186530	29.3493	4.73544	3701.3	1650.33	33.4206	176963	77370.6	83.5918	1.5337e+06	1.28904e+06	10.24	0.0344166	81.0986	8.43181	25.9801	4.49478	35.1976	6884079626664233470	0.00984723	42	2	6250	106	0.4286	0.5714	1	1590114363665462411	True	True	True
326	326	0.003162	12	2	88.671	57.7282	83.5816	8.60917	7862.56	654.196	1186530	28.9704	4.70837	3332.54	1494.46	31.6771	129847	55047.6	66.0479	1.52839e+06	1.2746e+06	7.41693	0.0352577	80.2365	8.37024	25.6253	4.46944	23.0654	-1575375827339164790	0.00914455	42	4	6250	46	0.4022	0.5978	1	1590114032551590011	True	True	True
327	327	0.003162	8	4	81.4552	41.4173	139.369	8.61846	6634.96	130.261	1414630	45.9348	5.02482	1715.39	1648.64	27.7273	99843.7	25828.9	60.18	1.82759e+06	1.351e+06	4.40312	0.0405868	136.165	8.49521	42.7305	4.90158	5.28686	6667259706609207292	0.0088114	42	0	6250	30	0.47774	0.5221	0.99984	1590113329191716983	True	True	True
328	328	0.00631	12	5	93.224	41.2547	173.426	8.88531	8690.72	18.3112	4164630	59.3114	5.31922	1701.95	1715.93	37.7535	116256	22783.8	53.4988	5.80942e+06	4.11733e+06	8.18152	0.0361712	170.107	8.78158	55.9919	5.21548	0.662338	-8815328846251384062	0.00988455	42	4	6250	51	0.45358	0.5453	0.99888	1590167172838028852	True	True	True
329	329	0.00631	8	6	82.2691	38.8357	192.468	8.70254	6768.21	10.5492	2298230	66.3742	5.38428	1508.21	1444.06	42.4016	85584.2	19087.5	50.5679	2.94468e+06	2.08535e+06	4.26223	0.0398245	189.245	8.61771	63.151	5.29946	0.420117	1763337119348467370	0.00973029	42	2	6250	81	0.45624	0.5428	0.99904	1590113839766183840	True	True	True
330	330	0.001	16	3	117.446	68.0651	123.609	9.17617	13793.6	765.48	3865630	40.6782	5.02964	4632.85	3146.29	28.5523	310026	104143	89.8985	4.70228e+06	3.65034e+06	6.61963	0.0313984	120.148	9.00312	37.2172	4.85659	24.0348	-800326134437226231	0.00978875	42	4	6250	34	0.4945	0.5055	1	1590114806502505816	True	True	True
331	331	0.00631	12	5	93.2929	40.9792	173.519	8.8882	8703.57	16.0226	4164630	59.2048	5.31589	1679.3	1730.42	37.3841	116428	22480.8	53.4988	5.73696e+06	4.02942e+06	7.18577	0.0328049	170.102	8.78141	55.7876	5.2091	0.525619	-8815328846251384062	0.00963648	42	3	6250	44	0.44	0.5584	0.9984	1590167331298228259	True	True	True
335	335	0.001585	12	5	105.68	49.4372	181.788	9.1466	11168.2	54.4916	4164630	59.3314	5.31984	2444.04	2667.27	33.6961	168046	36791.3	60.18	5.9956e+06	4.41832e+06	9.39955	0.030654	178.303	9.03769	55.8464	5.21094	1.67038	-6638578279246172353	0.00965266	42	0	6250	70	0.47596	0.5234	0.99936	1590113684194421496	True	True	True
340	340	0.001	14	2	98.9637	64.8325	86.3573	8.80744	9793.81	1006.99	1611780	29.7494	4.76401	4203.25	1917.01	32.9093	197573	84805.2	80.6845	2.03532e+06	1.69545e+06	8.46281	0.0330511	82.9476	8.56389	26.3397	4.52046	33.2821	3578242393471216772	0.00962451	42	1	6250	98	0.4321	0.5679	1	1590114123531767023	True	True	True
342	342	0.01	10	4	81.4147	38.9334	139.191	8.61159	6628.35	19.7007	2205780	46.8843	5.06134	1515.81	1425.65	30.3555	91261.2	20886.2	55.0607	2.7843e+06	1.9734e+06	3.84821	0.044108	136.07	8.49155	43.7632	4.9413	0.868959	8705854758196026119	0.00948829	42	4	6250	24	0.44696	0.5524	0.99936	1590113306794846745	True	True	True
343	343	0.001	8	4	88.4912	47.4581	142.607	8.743	7830.69	577.512	1414630	46.799	5.05806	2252.27	2001.53	28.3341	129321	37210.3	66.0479	1.80444e+06	1.36538e+06	5.56699	0.0354626	139.268	8.61457	43.4598	4.92963	20.48	217228522785232791	0.009487	42	0	6250	39	0.5184	0.4816	1	1590113851912600342	True	True	True
344	344	0.00631	8	4	76.7021	37.8901	136.581	8.51122	5883.21	43.722	1414630	45.5716	5.01085	1435.66	1398.33	28.6201	78706.8	19222.2	53.4988	1.79431e+06	1.2974e+06	4	0.0425473	133.424	8.3898	42.4144	4.88942	1.86025	2525459758273194316	0.00977759	42	3	6250	24	0.44418	0.5555	0.99968	1590113410364791217	True	True	True
345	345	0.01	12	3	85.8943	45.0332	112.882	8.63982	7377.82	59.0412	2179230	38.2393	4.9077	2027.99	1504.34	28.1829	107731	29627.8	58.397	2.87344e+06	2.17196e+06	4.91265	0.0413592	109.696	8.48055	35.0538	4.74842	2.44189	4237752798273886085	0.00833208	42	4	6250	17	0.4309	0.5691	1	1590113269721570554	True	True	True
346	346	0.001585	14	5	114.919	53.7203	186.588	9.29662	13206.3	55.4031	5663730	60.6111	5.35983	2885.87	3109.9	34.2369	211322	46194.7	64	8.12871e+06	5.98121e+06	8.96495	0.0311121	183.118	9.18818	57.141	5.25139	1.7237	3338273222842280724	0.00987729	42	3	6250	61	0.47056	0.5288	0.99936	1590115046347991308	True	True	True
347	347	0.00631	10	3	82.4227	44.8075	111.612	8.57635	6793.5	143.534	1516030	37.5874	4.8751	2007.71	1498.26	27.505	99200.7	29331.8	58.397	1.98405e+06	1.5236e+06	5.22449	0.0405161	108.406	8.41604	34.3814	4.7148	5.81542	-2691622468533697284	0.00914724	42	0	6250	20	0.4448	0.5552	1	1590113488773934998	True	True	True
349	349	0.001	10	4	99.4256	53.4862	147.977	8.94952	9885.45	577.708	2205780	48.2432	5.11361	2860.77	2466.35	29.0121	179980	52099.7	72.8178	2.79434e+06	2.11268e+06	5.22449	0.0336322	144.585	8.81904	44.8509	4.98313	19.4296	2885509863050597092	0.00970065	42	4	6250	38	0.51488	0.4848	0.99968	1590114339261505962	True	True	True
351	351	0.003162	14	3	102.969	56.873	119.289	8.96019	10602.6	302.176	2962430	39.3789	4.96468	3234.53	2396.56	27.476	186758	56989	70.4499	3.81213e+06	2.93515e+06	5.56699	0.0368255	115.987	8.79511	36.0774	4.7996	11.1278	-1532375267845160861	0.00962962	42	2	6250	20	0.4672	0.5328	1	1590113666553845368	True	True	True
355	355	0.003162	16	6	122.261	51.6725	220.635	9.44376	14947.6	13.3822	9156430	73.3783	5.56859	2670.05	3110.63	43.0242	224908	40191.6	60.18	1.15798e+07	7.6481e+06	3.54325	0.0321077	217.196	9.35327	69.9397	5.47811	0.429671	8269298200742140557	0.00929737	42	0	6250	90	0.45364	0.5454	0.99904	1590113508743044118	True	True	True
357	357	0.001	10	2	85.3383	57.5663	82.3776	8.52317	7282.62	1109.03	826280	28.7281	4.69106	3313.88	1414.38	32.7713	137129	62410.6	75.3071	1.07541e+06	913378	10.6351	0.034577	79.0131	8.28285	25.3635	4.45074	38.347	-5818915736647638061	0.00994328	42	0	6250	116	0.4261	0.5739	1	1590113851023757512	True	True	True
358	358	0.001	16	3	117.079	67.5953	123.522	9.17184	13707.6	732.197	3865630	40.6385	5.02766	4569.12	3162.03	28.2844	296993	99010	86.6592	4.67874e+06	3.61947e+06	6.61963	0.0305132	120.032	8.99736	37.1489	4.85318	22.3417	-800326134437226231	0.00974382	42	2	6250	34	0.4941	0.5059	1	1590114419353739417	True	True	True
359	359	0.001585	16	3	114.823	65.2796	122.905	9.14097	13184.3	542.784	3865630	40.3855	5.01501	4261.43	3019.65	28.0414	285656	92343.9	86.6592	4.80851e+06	3.71957e+06	6.42447	0.032345	119.473	8.96941	36.9542	4.84344	17.5563	-7410018531192978725	0.00957973	42	2	6250	26	0.4824	0.5176	1	1590113960717240959	True	True	True
360	360	0.01	12	5	89.5689	40.2083	170.525	8.79464	8022.58	16.0838	4164630	59.4147	5.32245	1616.7	1465.53	39.2486	107320	21643.7	53.4988	5.3335e+06	3.6711e+06	5.17815	0.0357994	167.195	8.69058	56.0849	5.21839	0.57579	-9155870155226613232	0.00859587	42	1	6250	45	0.45534	0.5437	0.99904	1590113149785275428	True	True	True
361	361	0.001	10	3	92.2991	53.5384	114.992	8.74535	8519.13	713.961	1516030	38.3864	4.91505	2866.36	1987.93	27.6009	160409	53985.2	75.3071	1.89533e+06	1.48384e+06	7.41693	0.0323945	111.562	8.57386	34.9566	4.74356	23.1284	6568558403331794652	0.00939989	42	2	6250	38	0.5085	0.4915	1	1590114076881731572	True	True	True
362	362	0.001585	16	6	130.932	58.8479	226.057	9.58645	17143.1	32.4018	9156430	73.2429	5.56503	3463.08	3996.55	40.0481	274310	55430.1	64	1.15517e+07	7.90002e+06	4.09542	0.0314986	222.599	9.49545	69.7851	5.47403	1.02061	-8481762122677257250	0.0099348	42	3	6250	99	0.47262	0.5269	0.99952	1590115781563008779	True	True	True
363	363	0.001	12	3	100.956	58.2417	118.272	8.90934	10192.2	710.866	2179230	39.3169	4.96158	3392.1	2363.77	27.9712	205608	68443.4	80.6845	2.67344e+06	2.07575e+06	6.75472	0.031652	114.819	8.7367	35.864	4.78893	22.5004	5914637055047857437	0.0095561	42	2	6250	35	0.5116	0.4884	1	1590114091544922031	True	True	True
366	366	0.001585	14	6	122.367	55.222	221.242	9.45975	14973.6	33.941	7014380	72.1822	5.53712	3049.47	3490.6	40.4878	232283	47322.5	62.0459	8.74059e+06	5.95758e+06	3.54325	0.0308206	217.763	9.36818	68.7026	5.44555	1.04608	-1144163114263428380	0.00976246	42	2	6250	112	0.46192	0.5376	0.99952	1590114896313754580	True	True	True
367	367	0.00631	14	6	106.289	45.1137	209.84	9.15969	11297.3	8.17218	7014380	72.2079	5.53779	2035.24	2084.05	46.109	160138	28866.3	56.692	8.85609e+06	5.85979e+06	3.62273	0.0359662	206.515	9.07218	68.8828	5.45029	0.293922	-127866482121014666	0.00934151	42	0	6250	83	0.44804	0.551	0.99904	1590113328746050973	True	True	True
369	369	0.001585	10	5	96.8128	46.0951	176.636	8.98562	9372.72	63.8682	2895530	57.9568	5.27689	2124.76	2278.65	33.974	136855	31040.6	58.397	4.26972e+06	3.19886e+06	11.3463	0.0302629	173.138	8.87631	54.459	5.16758	1.93284	3479100151182935276	0.00993909	42	2	6250	74	0.49134	0.5077	0.99904	1590114262613378512	True	True	True
371	371	0.00631	16	6	113.551	46.8659	214.156	9.27327	12893.8	7.3861	9156430	73.5874	5.57409	2196.41	2322.91	46.2782	194007	33065.8	60.18	1.15964e+07	7.55741e+06	3.51734	0.0383501	210.895	9.18745	70.3264	5.48828	0.283257	-3434481787209509561	0.00995127	42	0	6250	64	0.44618	0.5535	0.99968	1590113329192857263	True	True	True
377	377	0.001585	10	3	90.2218	51.3267	114.344	8.71293	8139.97	520.922	1516030	38.1221	4.90184	2634.43	1901.94	26.6482	143386	46419.7	70.4499	1.88288e+06	1.45672e+06	6.05917	0.0344394	110.975	8.54451	34.7536	4.73341	17.9403	981211836129003067	0.00975129	42	1	6250	31	0.4983	0.5017	1	1590113775771323788	True	True	True
379	379	0.00631	14	3	97.625	52.1337	117.323	8.86189	9530.63	118.625	2962430	39.0703	4.94925	2717.92	2031.32	27.8951	173521	49499.1	72.8178	3.9264e+06	2.99967e+06	5.22449	0.0394128	114.09	8.70021	35.8366	4.78756	4.67533	3525081532476637291	0.00922204	42	3	6250	16	0.427	0.573	1	1590113588172937925	True	True	True
384	384	0.003162	16	5	114.636	50.3593	186.025	9.279	13141.3	22.6422	7392830	61.3064	5.38156	2536.06	2819.4	35.7945	191874	37045.3	58.397	1.07514e+07	7.71968e+06	9.74658	0.0294999	182.501	9.1689	57.7831	5.27146	0.667941	-5508358605167037948	0.00971678	42	4	6250	62	0.45094	0.5473	0.99824	1590114883434046117	True	True	True
386	386	0.003162	12	3	95.5365	53.1029	116.562	8.82381	9127.22	308.19	2179230	38.6156	4.92651	2819.92	2072.37	27.1474	150729	46583.3	66.0479	2.82374e+06	2.18567e+06	5.77804	0.0371894	113.27	8.65922	35.3239	4.76193	11.4614	8552722761693282105	0.00984231	42	3	6250	20	0.4548	0.5452	1	1590113785828981229	True	True	True
387	387	0.00631	10	6	89.9749	41.8487	198.533	8.86215	8095.49	9.5166	3585280	68.9261	5.45143	1751.31	1590.04	45.0353	99578.9	21558.3	49.192	4.5437e+06	3.17609e+06	4	inf	inf	inf	inf	inf	inf	-6474181212330827612	0.253407	42	3	6250	300	0.41256	0.4812	0.89376	1590167457205874838	True	False	False
389	389	0.001	12	6	118.079	56.1763	218.746	9.39405	13942.7	83.8679	5157330	70.9557	5.50484	3155.78	3419.33	39.5541	223103	50513.3	64	6.49058e+06	4.58033e+06	4.29681	0.0305772	215.258	9.30227	67.4682	5.41306	2.56445	-7302108551056743762	0.0094533	42	3	6250	159	0.46634	0.5335	0.99984	1590115775329919372	True	True	True
392	392	0.003162	14	5	107.311	47.4177	182.413	9.16614	11515.6	23.8617	5663730	60.2674	5.34909	2248.44	2532.85	35.1847	168139	32846.3	58.397	8.24591e+06	5.93994e+06	10.1132	0.0310937	178.942	9.05768	56.7966	5.24063	0.741948	7217791444773154338	0.00942629	42	1	6250	58	0.4524	0.546	0.9984	1590113790289666630	True	True	True
393	393	0.001585	16	2	103.901	67.0026	87.655	8.90013	10795.4	857.104	2102030	30.091	4.78841	4489.35	2099.83	33.1751	217776	90576.3	80.6845	2.70078e+06	2.24088e+06	8.86101	0.0336354	84.2628	8.65783	26.6988	4.54612	28.829	-2851707175462957610	0.00963832	42	2	6250	64	0.4248	0.5752	1	1590114108551874343	True	True	True
398	398	0.01	10	2	76.1142	50.256	79.6013	8.32487	5793.36	284.723	826280	28.4598	4.6719	2525.67	968.864	33.4164	89884.4	39197.7	62.0459	1.09777e+06	926932	7.03761	0.0413854	76.4165	8.09738	25.2749	4.44441	11.7834	159914500585748848	0.00875748	42	2	6250	32	0.3846	0.6154	1	1590113145898658655	True	True	True
399	399	0.00631	14	3	97.0923	51.8071	117.254	8.85842	9426.91	116.023	2962430	39.0689	4.94918	2683.98	2009.37	28.1352	155678	44338.6	66.0479	3.90593e+06	2.97799e+06	4.87039	0.0417441	114.078	8.69961	35.8927	4.79037	4.84327	3525081532476637291	0.00954546	42	2	6250	18	0.4326	0.5674	1	1590113504357633713	True	True	True
400	400	0.01	12	5	88.9143	40.0057	170.078	8.78068	7905.76	15.6427	4164630	59.4277	5.32285	1600.46	1420.17	39.4827	112069	22704.1	56.692	5.42219e+06	3.76459e+06	5.94431	0.0409087	166.882	8.6808	56.2313	5.22296	0.639923	-9155870155226613232	0.00999896	42	2	6250	50	0.4513	0.5479	0.9992	1590113333105155455	True	True	True
401	401	0.001	10	6	108.213	52.1776	212.629	9.23309	11710	106.261	3585280	69.3714	5.46315	2722.51	2917.39	39.8841	176197	40980.9	60.18	4.59919e+06	3.29561e+06	5.22449	0.0318694	209.183	9.1424	65.9253	5.37246	3.38648	-4508936653500366188	0.00984738	42	3	6250	154	0.4898	0.5102	1	1590115476936208935	True	True	True
405	405	0.003162	12	4	100.54	50.4869	149.138	8.99416	10108.3	125.628	3171930	48.5776	5.12647	2548.93	2415.98	29.0693	156816	39558.4	62.0459	4.12087e+06	3.03147e+06	4.03143	0.03937	145.903	8.86974	45.3428	5.00205	4.94598	-6747634100443282140	0.00971495	42	3	6250	23	0.46484	0.535	0.99984	1590113753625484767	True	True	True
408	408	0.003162	12	6	106.491	46.4138	211.213	9.19583	11340.2	15.2064	5157330	70.4641	5.49191	2154.24	2492.8	41.6854	160746	30552.8	56.692	6.59444e+06	4.45945e+06	4	0.0366792	207.908	9.10884	67.1586	5.40492	0.55776	-5887905545788027288	0.00976384	42	0	6250	88	0.4707	0.5293	1	1590113496452300150	True	True	True
410	410	0.00631	8	5	77.0239	36.8983	162.787	8.55282	5932.67	24.8189	1856430	56.1484	5.22037	1361.48	1284.53	37.3093	75021.4	17232.5	50.5679	2.5095e+06	1.82902e+06	7.03761	0.0337413	159.398	8.44691	52.7594	5.11447	0.83742	7918459511017349215	0.0095945	42	2	6250	56	0.4664	0.532	0.9984	1590113547165318670	True	True	True
411	411	0.01	14	2	87.6516	55.2875	83.1958	8.58162	7682.81	223.387	1611780	29.4311	4.74128	3056.7	1245.8	33.0142	131004	52134.3	68.1956	2.25002e+06	1.87973e+06	8.46281	0.0406298	79.9926	8.35281	26.2279	4.51248	9.07618	871334127900106982	0.00917568	42	2	6250	27	0.3744	0.6256	1	1590113166276298220	True	True	True
412	412	0.01	10	3	78.6807	41.9437	109.98	8.49471	6190.66	70.1204	1516030	37.4402	4.86774	1759.28	1300.42	28.2419	90399.7	25704.9	58.397	1.96921e+06	1.49398e+06	4.87039	0.0454481	106.888	8.34015	34.349	4.71318	3.18684	-4585854124910700937	0.00972661	42	1	6250	19	0.4283	0.5717	1	1590113054274242603	True	True	True
416	416	0.001	12	5	109.231	52.5079	183.971	9.21484	11931.4	127.051	4164630	59.5921	5.32799	2757.08	2935.83	33.1824	190923	44134.2	64	5.9729e+06	4.452e+06	9.74658	0.0293531	180.443	9.10458	56.0637	5.21773	3.72935	3409056197794613212	0.0095542	42	4	6250	85	0.48386	0.5155	0.99936	1590115163741561958	True	True	True
417	417	0.001	14	5	118.249	56.5355	188.535	9.35747	13982.8	123.395	5663730	61.0071	5.37221	3196.26	3377.08	33.8677	238413	54513.6	68.1956	7.82314e+06	5.73902e+06	7.18577	0.0279583	184.958	9.24568	57.43	5.26043	3.44991	-6052492033030106880	0.00994606	42	2	6250	85	0.47794	0.5211	0.99904	1590114700209789496	True	True	True
420	420	0.003162	10	2	82.2401	54.7528	81.5166	8.46167	6763.43	708.456	826280	28.4816	4.67346	2997.87	1274.68	32.3545	115330	51131.2	68.1956	1.09334e+06	925913	8.75886	0.0375489	78.2345	8.22723	25.1995	4.43902	26.6017	-9142362719294473386	0.00992874	42	4	6250	48	0.4087	0.5913	1	1590113756098641355	True	True	True
421	421	0.01	14	2	87.0881	54.491	83.1368	8.5774	7584.35	218.467	1611780	29.3044	4.73223	2969.26	1254.19	31.9831	125253	49049.2	66.0479	2.17378e+06	1.79702e+06	6.5536	0.041302	79.95	8.34977	26.1176	4.5046	9.02312	871334127900106982	0.00958621	42	1	6250	26	0.3766	0.6234	1	1590113083035439510	True	True	True
424	424	0.00631	10	2	79.0308	52.2879	80.5827	8.39496	6245.88	448.841	826280	28.4164	4.6688	2734.03	1118.21	32.5978	99954.8	43765.3	64	1.1054e+06	935398	8.00171	0.0412689	77.395	8.16727	25.2287	4.44111	18.5232	5533540453786753983	0.00972167	42	4	6250	36	0.4011	0.5989	1	1590113516456256449	True	True	True
426	426	0.00631	14	2	90.7997	57.5194	84.2329	8.65569	8244.58	367.516	1611780	29.4595	4.74331	3308.48	1436.97	32.6343	136155	54650.4	66.0479	2.23379e+06	1.86694e+06	9.39955	0.0384627	80.9748	8.42297	26.2015	4.51059	14.1357	3429072442328821228	0.00884439	42	2	6250	31	0.3796	0.6204	1	1590113509259149556	True	True	True
427	427	0.01	16	6	108.336	46.3429	209.831	9.15946	11736.6	5.98701	9156430	74.3335	5.59373	2147.67	1849.01	50.9196	166364	30459.7	56.692	1.15433e+07	7.66811e+06	4	0.0452742	206.736	9.07801	71.2385	5.51228	0.271057	-6151867090777313790	0.00992297	42	0	6250	71	0.44772	0.5518	0.99952	1590113135214189091	True	True	True
432	432	0.001585	14	6	122.926	56.1903	221.436	9.46484	15110.9	33.1507	7014380	72.1245	5.5356	3157.35	3520.98	41.0989	241795	50538.3	64	8.84004e+06	6.10186e+06	3.96893	0.0317623	217.986	9.37406	68.675	5.44483	1.05294	-1144163114263428380	0.00963289	42	3	6250	119	0.46936	0.53	0.99936	1590115485978576080	True	True	True
