	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size	complexity.dist_spec_init_adjusted1	complexity.fro_dist_adjusted1	complexity.fro_over_spec_adjusted1	complexity.l2_adjusted1	complexity.l2_dist_adjusted1	complexity.log_prod_of_fro_adjusted1	complexity.log_prod_of_fro_over_margin_adjusted1	complexity.log_prod_of_spec_adjusted1	complexity.log_prod_of_spec_over_margin_adjusted1	complexity.log_sum_of_fro_adjusted1	complexity.log_sum_of_fro_over_margin_adjusted1	complexity.log_sum_of_spec_adjusted1	complexity.log_sum_of_spec_over_margin_adjusted1	complexity.pacbayes_flatness_adjusted1	complexity.pacbayes_init_adjusted1	complexity.pacbayes_mag_flatness_adjusted1	complexity.pacbayes_mag_init_adjusted1	complexity.pacbayes_mag_orig_adjusted1	complexity.pacbayes_orig_adjusted1	complexity.param_norm_adjusted1	complexity.path_norm_adjusted1	complexity.path_norm_over_margin_adjusted1	complexity.path_norm_adjusted2	complexity.path_norm_over_margin_adjusted2
47	41.6239	1886.79	2101.08	0.0380688	97.0856	43.4372	204.823	201.555	68.841	65.5726	9.02767	8.94166	5.44919	5.36318	55.0607	25992.8	4	3.15419e+06	4.59125e+06	129766	9425.62	3585280	16.1634	0.615321	0.00973543	42	107	1817495499038860681	0.46088	0.99968	0.5388	0.003162	6	10	47	True	True	True	1590114527108615259	3	6250	0.0816077	0.549442	0.579804	0.124634	0.0833664	0.18103	0.17958	0.10495	0.102429	0.0380056	0.0378241	0.0295275	0.0292935	0.0938601	2.03933	0.0252982	22.4649	27.1035	4.5566	1.22805	0.0508541	0.00992227	1.02427e+14	1.18042e-40
49	27.7137	1724.8	1676.94	0.0400366	81.7074	41.5307	139.544	136.326	45.9082	42.6903	8.62517	8.5014	5.0238	4.90003	56.692	24466.4	4.26223	1.34297e+06	1.81981e+06	94641.2	6676.1	1414630	140.369	5.61991	0.00971262	42	26	6667259706609207292	0.46718	0.99968	0.5325	0.003162	4	8	49	True	True	True	1590113446489380345	1	6250	0.0665897	0.525327	0.517987	0.114338	0.0815163	0.149422	0.147689	0.0857048	0.0826465	0.0371487	0.0368812	0.0283515	0.0280001	0.0952403	1.97854	0.0261143	14.6586	17.0637	3.89135	1.03353	0.149863	0.0299864	3.4392e+35	0.158624
50	29.1116	2291.65	1696.85	0.0446015	92.3807	47.8711	115.435	112.325	39.018	35.908	8.76748	8.61198	4.94663	4.79113	60.18	34498.6	4.43943	2.92526e+06	3.89638e+06	128418	8534.2	2962430	53.125	2.36945	0.00978402	42	17	-5125843615822465566	0.4158	1	0.5842	0.01	3	14	50	True	True	True	1590113143476431417	2	6250	0.0682485	0.605528	0.521053	0.121577	0.0875179	0.135903	0.13406	0.0790119	0.0757976	0.0374539	0.0371203	0.0281329	0.0276872	0.0981264	2.34942	0.0266516	21.6343	24.9684	4.53287	1.16853	0.0921954	0.0194708	3.9604e+19	3.84336e-08
51	32.9814	2986.84	1260.17	0.0371937	82.0297	54.652	81.4996	78.208	28.5486	25.257	8.46046	8.22534	4.67825	4.44313	64	47810.3	8.65847	920729	1.08786e+06	107683	6728.87	826280	694.613	25.8352	0.00997373	42	49	-9142362719294473386	0.4024	1	0.5976	0.003162	2	10	51	True	True	True	1590113555208558148	2	6250	0.0726431	0.691299	0.449029	0.114563	0.0935111	0.114193	0.111863	0.0675853	0.0635698	0.0367923	0.0362775	0.0273591	0.0266627	0.101193	2.7658	0.0372204	12.1374	13.1931	4.15082	1.0376	0.333374	0.0642933	7.30406e+29	7.08157e+09
53	28.1204	3708.12	2711.31	0.036021	110.29	60.8943	121.61	118.287	40.0458	36.7222	9.07625	8.91007	4.99802	4.83184	72.8178	67525.1	5.22449	3.78791e+06	4.93323e+06	221459	12164	3865630	288.524	10.3929	0.00986553	42	17	-8900944018555765171	0.4564	1	0.5436	0.003162	3	16	53	True	True	True	1590113698829260939	2	6250	0.0670766	0.770259	0.658642	0.13284	0.0987071	0.139491	0.137572	0.0800458	0.0766521	0.0381077	0.0377573	0.0282787	0.0278046	0.107939	3.28695	0.0289123	24.6184	28.0948	5.9526	1.39508	0.214858	0.0407782	1.97424e+34	266990
54	42.467	2435.21	2833.24	0.0350097	114.812	49.3478	216.362	213.01	71.9275	68.5754	9.33132	9.2431	5.53042	5.4422	56.692	34535	3.62273	5.93347e+06	8.8864e+06	186846	13181.8	7014380	13.2623	0.464307	0.0088857	42	86	-1831960413689477244	0.45244	0.99984	0.5474	0.003162	6	14	54	True	True	True	1590113491360165750	0	6250	0.0824301	0.624206	0.673289	0.135536	0.0888575	0.186059	0.184612	0.107277	0.104748	0.0386395	0.0384564	0.0297467	0.0295085	0.0952403	2.35066	0.0240756	30.8116	37.7071	5.46766	1.45227	0.0460648	0.00861911	5.56785e+10	2.65932e-45
56	33.1054	3261.04	1389.92	0.040461	92.5141	57.1055	84.6118	81.4044	29.7838	26.5764	8.68276	8.45366	4.76647	4.53737	72.8178	59386.3	7.18577	2.38984e+06	2.89556e+06	155830	8558.86	2102030	203.318	8.22643	0.00910332	42	26	-2546047217668018735	0.3709	1	0.6291	0.01	2	16	56	True	True	True	1590113143192995566	0	6250	0.0727796	0.722334	0.471579	0.121665	0.095587	0.116352	0.114126	0.0690319	0.0652091	0.0372725	0.0367775	0.0276159	0.026944	0.107939	3.0825	0.0339076	19.5544	21.5242	4.99328	1.17022	0.180363	0.0362799	2.47529e+22	780.052
57	30.7067	2335.65	2250.26	0.0400635	101.487	48.3286	149.463	146.246	49.2154	45.9981	9.00669	8.88295	5.151	5.02725	58.397	34119.5	3.54325	3.98692e+06	5.58256e+06	150388	10299.7	4313080	32.0844	1.28541	0.00898935	42	21	-2289228439678869417	0.44318	0.99968	0.5565	0.00631	4	14	57	True	True	True	1590113639658837410	3	6250	0.0700933	0.611313	0.600035	0.127428	0.0879351	0.154642	0.152968	0.0887382	0.0857887	0.0379614	0.0376998	0.0287082	0.0283612	0.0966619	2.33648	0.0238101	25.2568	29.8866	4.90531	1.28373	0.0716485	0.014341	7.43102e+18	3.48731e-18
58	28.8971	1550.24	1090.06	0.0455379	71.1696	39.3731	106.516	103.427	36.5933	33.5041	8.32152	8.16706	4.8254	4.67094	53.4988	20754.7	5.08731	960655	1.24745e+06	67765.1	5065.12	972830	93.4552	4.25575	0.00939782	42	23	-2959591463707652910	0.4446	1	0.5554	0.01	3	8	58	True	True	True	1590113132931365509	2	6250	0.0679966	0.498035	0.417624	0.106711	0.0793706	0.130547	0.12864	0.0765175	0.0732165	0.0364889	0.0361487	0.027786	0.0273377	0.0925192	1.82229	0.0285302	12.3978	14.1277	3.29278	0.900233	0.122282	0.0260944	3.19028e+24	0.00469118
59	40.9144	1816.41	1602.24	0.0367037	96.3575	42.6194	174.618	171.313	61.0593	57.7544	8.92256	8.81928	5.37384	5.27056	56.692	25764.7	7.49647	5.29671e+06	7.59941e+06	131614	9284.77	5663730	13.9633	0.512506	0.00927415	42	45	-5083040002587004113	0.4461	0.9984	0.5523	0.01	5	14	59	True	True	True	1590113804702155642	4	6250	0.0809092	0.539097	0.506318	0.124166	0.0825779	0.167149	0.16556	0.0988407	0.0961286	0.0377837	0.0375644	0.0293226	0.0290394	0.0952403	2.03036	0.0346329	29.1114	34.8698	4.58893	1.21884	0.0472666	0.00905544	4.56329e+10	5.37065e-36
64	27.3609	3476.55	2410.78	0.0314818	101.6	58.9623	118.443	114.985	39.1938	35.7355	8.91788	8.74496	4.95542	4.78251	80.6845	70146.9	6.48855	2.05998e+06	2.65122e+06	208238	10322.5	2179230	768.635	24.198	0.00986913	42	37	5914637055047857437	0.509	1	0.491	0.001	3	12	64	True	True	True	1590114334967373330	4	6250	0.0661645	0.74582	0.621067	0.127499	0.0971286	0.137662	0.135638	0.0791897	0.0756153	0.0377738	0.0374058	0.0281579	0.0276623	0.11362	3.35015	0.0322206	18.1548	20.596	5.77218	1.28515	0.350687	0.0622228	6.39975e+42	5.85261e+12
65	46.7523	2069.1	2060.5	0.0363304	106.307	45.4874	209.884	206.569	72.4439	69.1288	9.16086	9.07362	5.544	5.45677	56.692	29346.2	3.81889	5.99029e+06	8.95834e+06	160193	11301.2	7014380	8.49026	0.308455	0.00920924	42	93	-127866482121014666	0.44854	0.99904	0.5505	0.00631	6	14	65	True	True	True	1590114176673564797	2	6250	0.0864891	0.575375	0.574178	0.130419	0.0853111	0.183252	0.181799	0.107662	0.105169	0.038285	0.0381022	0.0297832	0.029548	0.0952403	2.16689	0.0247189	30.9588	37.8594	5.06269	1.34469	0.036857	0.00702515	2427.56	4.73653e-52
66	28.7808	4596.74	3155.84	0.0299745	117.29	67.7993	123.664	120.156	40.7309	37.2235	9.17893	9.00356	5.03228	4.85691	93.3229	107266	6.42447	3.60898e+06	4.6659e+06	320979	13756.9	3865630	785.048	23.5314	0.0092232	42	32	-800326134437226231	0.4937	1	0.5063	0.001	3	16	66	True	True	True	1590114621049985483	3	6250	0.0678596	0.8576	0.710587	0.136991	0.104153	0.140664	0.138654	0.0807276	0.0771736	0.0383227	0.0379548	0.0283754	0.0278766	0.122195	4.14277	0.0320611	24.0299	27.323	7.16635	1.48361	0.354412	0.0613598	9.76527e+42	3.34746e+12
67	43.8528	1680.68	1661.62	0.0384122	90.9845	40.9961	199.302	196.043	68.6889	65.4295	8.88238	8.79661	5.44519	5.35941	53.4988	22499.3	3.6772	3.14124e+06	4.56556e+06	110739	8278.18	3585280	9.41299	0.361574	0.00978325	42	85	-6474181212330827612	0.4488	0.9992	0.5504	0.00631	6	10	67	True	True	True	1590167173212192266	2	6250	0.0837642	0.518564	0.515615	0.120655	0.08099	0.178573	0.177107	0.104834	0.102317	0.0376986	0.0375161	0.0295166	0.0292832	0.0925192	1.89734	0.024256	22.4187	27.0276	4.2093	1.15087	0.0388082	0.00760604	122411	1.98456e-49
69	34.329	4548.67	2096.35	0.0336886	104.316	67.4438	87.7305	84.3399	30.1859	26.7953	8.90552	8.66334	4.79519	4.55301	80.6845	91772.7	8.46281	2.23422e+06	2.69142e+06	219518	10881.7	2102030	881.816	29.7072	0.00989175	42	63	-2851707175462957610	0.4228	1	0.5772	0.001585	2	16	69	True	True	True	1590114330763368037	3	6250	0.0741123	0.853104	0.579151	0.129192	0.10388	0.118477	0.116165	0.0694964	0.0654771	0.0377476	0.0372308	0.0276989	0.0269904	0.11362	3.83192	0.0367974	18.907	20.7516	5.92646	1.3195	0.37562	0.0689431	2.06279e+31	5.00297e+10
74	25.8164	1884.51	1424.67	0.0379866	77.6494	43.411	109.3	106.03	36.6285	33.358	8.46075	8.29722	4.82716	4.66363	64	30173	6.23781	974839	1.25656e+06	96491.7	6029.43	972830	316.957	12.0401	0.00987994	42	23	-7355835387290159384	0.472	1	0.528	0.003162	3	8	74	True	True	True	1590113567811935030	3	6250	0.0642699	0.54911	0.477438	0.111463	0.0833412	0.132242	0.130249	0.0765543	0.0730567	0.0367929	0.0364356	0.0277911	0.0273163	0.101193	2.1972	0.0315919	12.489	14.1792	3.92921	0.982196	0.225196	0.043891	1.2935e+35	5.06246e+06
75	32.3746	2476.51	940.324	0.040396	72.3886	49.7645	78.1018	74.8928	27.6992	24.4902	8.21776	7.98854	4.61757	4.38836	58.397	36175.9	10.24	626120	725154	76522.3	5240.1	531030	521.089	21.0499	0.0095847	42	41	3245632698784002773	0.3933	1	0.6067	0.00631	2	8	75	True	True	True	1590113528761856088	4	6250	0.0719718	0.629477	0.387881	0.107621	0.0892318	0.111787	0.109466	0.0665723	0.0625974	0.0362607	0.0357515	0.0271811	0.0264979	0.0966619	2.40586	0.0404772	10.009	10.7715	3.49908	0.915651	0.288746	0.0580343	1.30596e+28	4.02406e+08
76	45.0672	1589.94	1282.41	0.041842	79.8856	39.8741	189.724	186.55	66.6641	63.4902	8.63032	8.54679	5.3919	5.30838	50.5679	20120.7	4.40312	2.14009e+06	2.93556e+06	80698.1	6381.71	2298230	8.50925	0.356044	0.0094919	42	83	-5160728813457670496	0.46398	0.99888	0.5349	0.01	6	8	76	True	True	True	1590112977652382950	0	6250	0.0849161	0.504371	0.452974	0.113056	0.079874	0.174229	0.172766	0.103278	0.100789	0.0371598	0.0369795	0.0293718	0.0291435	0.0899492	1.79424	0.0265424	18.5044	21.6723	3.59328	1.01048	0.0368982	0.00754765	2642.65	1.10487e-49
78	33.161	2706.6	1103.74	0.0377839	78.6876	52.025	80.5037	77.2278	28.4414	25.1655	8.38932	8.15533	4.67058	4.43659	64	43326.5	7.65943	922531	1.09282e+06	99088.7	6191.74	826280	439.411	16.6027	0.00892838	42	37	5533540453786753983	0.3868	1	0.6132	0.00631	2	10	78	True	True	True	1590113230027341043	1	6250	0.0728406	0.65807	0.420236	0.112205	0.091236	0.113493	0.11116	0.0674583	0.0634546	0.0366373	0.0361227	0.0273367	0.0266431	0.101193	2.63291	0.0350073	12.1493	13.2231	3.98173	0.995328	0.265152	0.0515406	1.20048e+27	1.45099e+07
79	32.5324	4014.8	1853.81	0.0337283	97.5536	63.3624	86.0304	82.6409	29.658	26.2686	8.78408	8.54198	4.75749	4.51539	75.3071	75606.6	8.86101	1.72759e+06	2.07437e+06	179190	9516.7	1611780	872.584	29.4308	0.00970192	42	67	-1571988516828905522	0.4181	1	0.5819	0.001585	2	14	79	True	True	True	1590113684198263401	0	6250	0.072147	0.801479	0.544619	0.124934	0.100688	0.117324	0.114989	0.068886	0.0648304	0.0374894	0.0369691	0.0275898	0.0268787	0.109769	3.47808	0.0376532	16.6257	18.2181	5.35447	1.23397	0.373649	0.0686216	1.78019e+31	4.38927e+10
82	27.6207	1988.54	1490.68	0.0403326	82.2975	44.5931	111.516	108.306	37.5743	34.3637	8.57154	8.41101	4.87445	4.71392	64	31837.5	5.17815	1.52016e+06	1.98308e+06	108387	6772.88	1516030	138.327	5.5791	0.00956471	42	18	-2691622468533697284	0.448	1	0.552	0.00631	3	10	82	True	True	True	1590114074861547173	2	6250	0.0664779	0.564062	0.488374	0.11475	0.0844683	0.133576	0.13164	0.0775364	0.0741498	0.037033	0.0366846	0.0279269	0.0274632	0.101193	2.25699	0.0287837	15.5957	17.8127	4.16436	1.04099	0.148769	0.0298773	8.12642e+27	1.05449
83	41.4165	1673.96	1793.74	0.0382165	87.7936	40.914	197.817	194.553	66.6293	63.3648	8.84331	8.7574	5.39099	5.30508	52.0024	21783.2	4	2.05786e+06	2.93198e+06	100226	7707.72	2298230	19.0114	0.72655	0.0097843	42	116	-1252705006775983989	0.47048	0.99968	0.5292	0.003162	6	8	83	True	True	True	1590114433890763427	3	6250	0.0814042	0.517526	0.535722	0.11852	0.0809088	0.177906	0.176433	0.103251	0.100689	0.0376155	0.0374324	0.0293693	0.0291344	0.0912161	1.8669	0.0252982	18.1455	21.6591	4.00452	1.11051	0.0551527	0.0107818	4.88323e+16	6.5202e-38
85	34.5034	3100.84	3420.15	0.0276263	121.527	55.6852	190.103	186.514	61.7002	58.1112	9.40646	9.2943	5.39387	5.28171	66.0479	51221.8	8.46281	7.64955e+06	1.05265e+07	243881	14768.7	7392830	48.3205	1.33492	0.00994893	42	72	-7042261061882196347	0.4741	0.9984	0.5243	0.001585	5	16	85	True	True	True	1590114846807342294	3	6250	0.0743004	0.704368	0.739746	0.139443	0.0943908	0.174403	0.172749	0.0993581	0.0964251	0.0387948	0.0385628	0.0293772	0.0290701	0.102799	2.86278	0.0367974	34.9847	41.0395	6.24668	1.5372	0.0879277	0.0146146	8.1633e+27	1.082e-22
93	28.4826	4585.72	3173.25	0.0306618	117.137	67.718	123.663	120.178	40.6243	37.1395	9.17887	9.00464	5.02694	4.85271	93.3229	107009	6.11786	3.58299e+06	4.63972e+06	320144	13721.1	3865630	784.992	24.0692	0.00939362	42	32	-800326134437226231	0.5051	1	0.4949	0.001	3	16	93	True	True	True	1590114230375467615	1	6250	0.0675072	0.856572	0.712545	0.136901	0.104091	0.140663	0.138667	0.0806219	0.0770864	0.0383226	0.0379571	0.0283604	0.0278646	0.122195	4.13781	0.0312867	23.9432	27.2462	7.15703	1.48168	0.354399	0.062057	9.75135e+42	5.26009e+12
95	32.3382	2665.46	1056.11	0.0370863	74.9798	51.6281	78.9754	75.6809	27.7905	24.496	8.28016	8.04484	4.62409	4.38877	62.0459	41366.1	9.6288	604582	703195	87225.8	5621.97	531030	858.353	31.8331	0.00858247	42	60	4533618513740012934	0.4107	1	0.5893	0.003162	2	8	95	True	True	True	1590113459742462681	1	6250	0.0719313	0.653049	0.411069	0.10953	0.0908873	0.11241	0.110041	0.0666819	0.0626048	0.0363982	0.0358772	0.0272003	0.0264991	0.0996361	2.57266	0.0392506	9.8353	10.6071	3.73579	0.948428	0.370589	0.0713673	1.41412e+31	1.31665e+11
96	40.8582	1937.04	2182.95	0.0349369	97.864	44.0118	205.404	202.05	68.6511	65.2969	9.04297	8.9547	5.4442	5.35593	55.0607	26684.5	3.76125	3.11492e+06	4.54281e+06	131855	9577.37	3585280	17.3429	0.605907	0.00916966	42	78	1817495499038860681	0.4638	1	0.5362	0.003162	6	10	96	True	True	True	1590114928507426839	4	6250	0.0808536	0.55671	0.590992	0.125133	0.083916	0.181286	0.1798	0.104805	0.102213	0.0380378	0.0378517	0.0295139	0.0292737	0.0938601	2.06628	0.0245316	22.3246	26.9601	4.59313	1.23789	0.052677	0.00984607	1.48867e+15	6.5705e-41
99	35.5855	1719.69	1864.7	0.029701	90.7781	41.4692	172.858	169.341	57.7832	54.2666	8.86754	8.75764	5.27146	5.16157	55.0607	23692.6	8.46281	3.01823e+06	4.1487e+06	113455	8240.66	2895530	25.791	0.766019	0.00977519	42	68	-7816096414355022837	0.4667	0.9984	0.5317	0.003162	5	10	99	True	True	True	1590113328439802671	0	6250	0.0754565	0.524548	0.546216	0.120518	0.081456	0.166305	0.164604	0.0961525	0.0931808	0.037667	0.0374329	0.0290419	0.0287376	0.0938601	1.947	0.0367974	21.9754	25.7642	4.26061	1.14826	0.0642383	0.0110708	1.53689e+19	2.06693e-30
100	39.9855	2696.55	3042.87	0.0298921	113.203	51.9283	215.759	212.249	70.5202	67.01	9.31546	9.22309	5.49338	5.40101	60.18	40590.3	4	4.48113e+06	6.48497e+06	192823	12815	5157330	33.8916	1.01309	0.00985632	42	156	-661802221272114476	0.46402	0.99872	0.5347	0.001585	6	12	100	True	True	True	1590113684195892604	0	6250	0.0799855	0.656847	0.697753	0.134583	0.0911511	0.185799	0.184282	0.106223	0.103545	0.0386067	0.0384148	0.0296469	0.0293966	0.0981264	2.54842	0.0252982	26.7765	32.2117	5.55443	1.43192	0.0736387	0.0127316	1.69696e+26	1.99893e-32
101	29.0536	3604.5	3198.2	0.0357205	114.73	60.0375	155.074	151.742	50.0621	46.7301	9.2225	9.09434	5.18356	5.05541	72.8178	65638.8	4.43943	4.08569e+06	5.47881e+06	239647	13163	4313080	360.191	12.8662	0.00901738	42	27	8073524614828840347	0.4901	1	0.5099	0.001585	4	14	101	True	True	True	1590114239576389550	4	6250	0.0681805	0.759421	0.71534	0.135487	0.0980102	0.157518	0.155816	0.0894982	0.0864686	0.0384135	0.0381457	0.0287988	0.0284406	0.107939	3.24071	0.0266516	25.5678	29.6076	6.19221	1.45123	0.240064	0.0453717	1.50404e+46	3.57367e+08
104	29.5573	4100.53	3625.22	0.0347695	122.672	64.0354	158.22	154.861	50.997	47.638	9.34349	9.2143	5.21952	5.09033	77.9263	79905.6	4.55111	5.35018e+06	7.17562e+06	293189	15048.5	5629230	348.682	12.1235	0.00942248	42	25	-4279180479798122718	0.4865	1	0.5135	0.001585	4	16	104	True	True	True	1590113683882104417	0	6250	0.0687689	0.809991	0.7616	0.140098	0.101221	0.159108	0.15741	0.0903301	0.0873045	0.0386647	0.0383965	0.0288985	0.0285386	0.111661	3.5756	0.0269848	29.258	33.8836	6.84911	1.5517	0.236197	0.0440427	6.46508e+45	7.61614e+07
105	27.4803	2673.38	1901.96	0.0326337	90.4416	51.7047	114.399	110.977	38.1678	34.7454	8.71569	8.54457	4.90412	4.733	75.3071	50352	6.48855	1.49255e+06	1.91501e+06	154018	8179.68	1516030	538.003	17.557	0.00860853	42	30	981211836129003067	0.4859	1	0.5141	0.001585	3	10	105	True	True	True	1590113880445384086	2	6250	0.0663087	0.654019	0.551646	0.120294	0.0909547	0.135292	0.133253	0.0781463	0.0745605	0.0373431	0.0369747	0.0280118	0.0275187	0.109769	2.83837	0.0322206	15.4534	17.5043	4.96416	1.14401	0.293395	0.0530011	5.09864e+39	9.56679e+09
107	33.0555	3635.99	1603	0.0361366	91.3349	60.2992	84.2899	80.9695	29.26	25.9396	8.65977	8.42259	4.72906	4.49189	75.3071	68474.9	8.75886	1.2784e+06	1.52393e+06	157075	8342.06	1186530	940.225	33.9766	0.00973466	42	75	-10688740159849512	0.4244	1	0.5756	0.001585	2	12	107	True	True	True	1590113669701892715	0	6250	0.0727247	0.762731	0.506439	0.120887	0.0982236	0.116131	0.113821	0.0684222	0.0644231	0.0372232	0.0367099	0.0275073	0.0268086	0.109769	3.30998	0.0374355	14.3019	15.615	5.01318	1.1553	0.387861	0.073731	5.06301e+31	3.27856e+11
109	32.3808	3199.24	1376.51	0.035896	84.2923	56.5619	82.111	78.7839	28.6058	25.2787	8.50413	8.26648	4.68233	4.44468	66.0479	52846.7	10.24	921198	1.08539e+06	117342	7105.2	826280	984.74	35.3482	0.00988276	42	79	426248914965896853	0.4243	1	0.5757	0.001585	2	10	109	True	True	True	1590113671809639580	0	6250	0.0719787	0.715457	0.469299	0.116133	0.095131	0.11462	0.112274	0.067653	0.0635971	0.0368871	0.0363681	0.027371	0.0266674	0.102799	2.90783	0.0404772	12.1405	13.1781	4.33298	1.06622	0.396936	0.0752045	9.67533e+31	5.70566e+11
111	29.2626	2004.46	1981.18	0.043509	93.87	44.7712	145.875	142.741	48.1246	44.9899	8.86869	8.74812	5.10904	4.98848	56.692	28430	4.03143	2.97403e+06	4.14474e+06	124907	8811.57	3171930	33.7065	1.46654	0.00982461	42	20	8799905969568142923	0.445	1	0.555	0.00631	4	12	111	True	True	True	1590114654207596983	3	6250	0.0684253	0.566316	0.563018	0.122553	0.0846368	0.152774	0.151124	0.0877493	0.0848433	0.0376695	0.0374126	0.028591	0.0282517	0.0952403	2.13279	0.0253974	21.8139	25.7519	4.47047	1.18737	0.0734373	0.0153182	2.67893e+19	1.07411e-16
114	28.3278	1749.37	1668.17	0.0413304	81.9037	41.8255	139.625	136.439	46.0766	42.8904	8.62829	8.50574	5.03027	4.90773	58.397	25560.3	4.55111	1.36835e+06	1.8419e+06	97955.6	6708.21	1414630	146.943	6.0732	0.00959059	42	26	6667259706609207292	0.4722	1	0.5278	0.003162	4	8	114	True	True	True	1590113532281726102	2	6250	0.0673235	0.529055	0.516631	0.114475	0.0818051	0.149466	0.147751	0.0858618	0.08284	0.0371554	0.0368906	0.0283698	0.0280221	0.0966619	2.02229	0.0269848	14.7965	17.1669	3.9589	1.03601	0.153333	0.0311723	1.13052e+36	1.19197
115	36.0384	1483.75	1537.54	0.0316895	81.3842	38.5194	166.516	163.064	56.2049	52.7531	8.66936	8.56149	5.22214	5.11427	50.5679	18778.2	10.24	2.00381e+06	2.69547e+06	83753.4	6623.39	1856430	30.7955	0.975893	0.00965693	42	77	9093518227723985452	0.46674	0.99824	0.5315	0.003162	5	8	115	True	True	True	1590114167151393163	4	6250	0.0759351	0.487237	0.49599	0.114112	0.0785054	0.163225	0.161525	0.0948303	0.0918722	0.0372438	0.0370113	0.0289058	0.0286056	0.0899492	1.73335	0.0404772	17.9056	20.7672	3.66068	1.02944	0.0701946	0.0124957	4.47974e+21	4.79215e-27
116	28.4497	2576.27	2325.06	0.0377141	96.6857	50.757	147.007	143.73	47.9384	44.6607	8.91223	8.78616	5.10188	4.97581	68.1956	43943.4	5.13243	2.15542e+06	2.86391e+06	159396	9348.12	2205780	362.127	13.6573	0.00989494	42	32	828852094380295083	0.49624	0.99984	0.5036	0.001585	4	10	116	True	True	True	1590114036632219517	3	6250	0.0674682	0.642031	0.609926	0.124377	0.0901173	0.153366	0.151647	0.0875794	0.0845323	0.0377618	0.0374938	0.028571	0.0282158	0.104457	2.65159	0.0286564	18.5706	21.4062	5.05009	1.22299	0.240708	0.0467458	1.72898e+46	1.68614e+09
117	41.9269	2171.62	2477.82	0.0339402	106.319	46.6006	211.075	207.691	70.3859	67.0028	9.19218	9.10315	5.48985	5.40082	58.397	31724.8	3.62273	4.42401e+06	6.54458e+06	165047	11303.7	5157330	15.1037	0.512621	0.00924763	42	93	-5887905545788027288	0.46712	0.99952	0.5324	0.003162	6	12	117	True	True	True	1590113878078872826	1	6250	0.0819042	0.589457	0.629644	0.130426	0.0863487	0.183772	0.182293	0.106121	0.10354	0.0383503	0.0381642	0.0296374	0.0293961	0.0966619	2.25299	0.0240756	26.6053	32.3594	5.13882	1.34484	0.0491588	0.00905645	7.78644e+12	1.14402e-43
118	29.6209	2266.6	2276.66	0.0409962	101.19	47.6088	149.303	146.109	48.9981	45.8038	9.00052	8.87767	5.14264	5.01978	56.692	32145.2	4.03143	4.06934e+06	5.69088e+06	145143	10239.3	4313080	30.0934	1.23372	0.00983309	42	18	-2289228439678869417	0.43202	0.99952	0.5675	0.00631	4	14	118	True	True	True	1590113328748308498	0	6250	0.0688429	0.602209	0.603544	0.127242	0.0872778	0.154559	0.152897	0.0885421	0.0856073	0.0379484	0.0376886	0.0286849	0.0283402	0.0952403	2.26787	0.0253974	25.5166	30.1752	4.81901	1.27996	0.0693898	0.0140497	1.40494e+18	1.1996e-18
120	29.9431	4039.17	3418.15	0.034797	118.159	63.5544	156.116	152.758	50.3545	46.9962	9.26256	9.13339	5.19481	5.06565	80.6845	81495.5	4.91265	4.01208e+06	5.34614e+06	281642	13961.6	4313080	587.961	20.4593	0.00990351	42	36	1754727041327055591	0.5126	1	0.4874	0.001	4	14	120	True	True	True	1590114521571478532	4	6250	0.0692163	0.803907	0.73953	0.137497	0.10084	0.158046	0.156337	0.0897592	0.0867144	0.0384969	0.0382275	0.02883	0.0284694	0.11362	3.61099	0.0280361	25.3364	29.2469	6.71288	1.49461	0.306714	0.0572144	5.13414e+51	6.174e+13
122	38.7743	1444.81	1291.87	0.040691	82.2424	38.0106	165.774	162.572	57.861	54.6593	8.64617	8.54612	5.27389	5.17384	50.5679	18285.9	5.17815	2.60217e+06	3.71571e+06	85528.7	6763.82	2895530	14.3684	0.584666	0.00935515	42	42	4549684729478210883	0.4474	0.9992	0.5518	0.01	5	10	122	True	True	True	1590112977664269682	0	6250	0.0787648	0.480801	0.454642	0.114712	0.0779852	0.162861	0.161281	0.0962173	0.0935173	0.0371939	0.0369781	0.0290486	0.0287718	0.0899492	1.71048	0.0287837	20.4046	24.3826	3.69927	1.04029	0.0479473	0.00967195	1.13954e+11	3.63673e-34
