	index	hp.lr	hp.model_width	hp.model_depth	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_sum_of_fro	complexity.param_norm	complexity.path_norm	complexity.params	complexity.log_prod_of_spec	complexity.log_sum_of_spec	complexity.fro_dist	complexity.fro_over_spec	complexity.dist_spec_init	complexity.pacbayes_orig	complexity.pacbayes_init	complexity.pacbayes_flatness	complexity.pacbayes_mag_orig	complexity.pacbayes_mag_init	complexity.pacbayes_mag_flatness	complexity.inverse_margin	complexity.log_prod_of_fro_over_margin	complexity.log_sum_of_fro_over_margin	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_spec_over_margin	complexity.path_norm_over_margin	experiment_id	cross_entropy	data_seed	seed	train_dataset_size	epoch	gen.gap	gen.val_acc	gen.train_acc	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
1	1	0.01	14	3	90.8583	48.3599	114.786	8.73501	8255.23	45.4203	2962430	39.5415	4.97281	2338.68	1496.48	31.8569	132105	37440.4	64	3.90532e+06	2.97377e+06	4.99884	0.0487475	111.765	8.58396	36.5204	4.82175	2.21413	-5125843615822465566	0.00991242	42	1	12500	15	0.35832	0.6416	0.99992	1590114333347951432	True	True	True
3	3	0.00631	16	4	105.548	49.8087	151.393	9.08091	11140.4	22.8134	5629230	50.4202	5.19734	2480.9	2244.77	32.6674	167629	37346.7	60.18	7.29175e+06	5.18362e+06	3.90787	0.0415388	148.212	8.95856	47.2391	5.07499	0.94764	-8735883835984416639	0.0099316	42	0	12500	18	0.3437	0.6555	0.9992	1590114390440215274	True	True	True
5	5	0.01	8	4	72.9264	38.1644	134.236	8.42101	5318.26	25.668	1414630	46.2682	5.03765	1456.52	1123.96	33.1821	71151.5	19502	53.4988	1.74743e+06	1.29118e+06	4.55111	0.0449983	131.135	8.30174	43.1671	4.91837	1.15502	-2972983487453045749	0.0098082	42	2	12500	22	0.35262	0.6469	0.99952	1590114296391574496	True	True	True
6	6	0.01	12	6	95.7015	46.5079	201.388	8.93728	9158.78	7.04802	5157330	71.2687	5.51308	2162.98	1561.12	50.1286	126094	29795.3	55.0607	6.46926e+06	4.61424e+06	4	0.0376369	198.109	8.85097	67.989	5.42677	0.265266	-2784644901043528648	0.00834401	42	2	12500	64	0.36152	0.6376	0.99912	1590115010842999698	True	True	True
8	8	0.001585	12	2	91.951	62.1206	84.3321	8.66278	8454.99	1040.44	1186530	29.5003	4.74622	3858.97	1533.54	35.8022	159202	72673.6	75.3071	1.60836e+06	1.37645e+06	11.6508	0.0381727	81.0664	8.42952	26.2347	4.51296	39.7163	-10688740159849512	0.0099693	42	1	12500	58	0.3724	0.6276	1	1590115174508061503	True	True	True
9	9	0.001	16	4	123.698	65.2605	158.709	9.36228	15301.1	443.511	5629230	51.2447	5.22905	4258.93	3675.39	30.3867	319784	89024.6	83.5918	7.18221e+06	5.38659e+06	5.22449	0.0362089	155.39	9.23465	47.9262	5.10141	16.0591	5812349128615729751	0.00942306	42	2	12500	22	0.4137	0.5863	1	1590116045170016864	True	True	True
12	12	0.003162	14	4	106.162	52.9029	151.952	9.1024	11270.3	87.2978	4313080	49.7893	5.17307	2798.71	2543.67	31.1571	186117	46233.8	66.0479	5.67043e+06	4.17233e+06	4.26223	0.0395277	148.721	8.97814	46.5585	5.04881	3.45068	549308750305819387	0.00865788	42	2	12500	19	0.36204	0.6378	0.99984	1590115096007674433	True	True	True
17	17	0.001	14	6	127.574	61.0549	224.183	9.53715	16275.1	80.7116	7014380	72.7966	5.55329	3727.71	3854.33	41.9664	277494	63574.9	68.1956	8.85542e+06	6.27763e+06	4.58928	0.0303231	220.687	9.44515	69.3007	5.46129	2.44742	-8848986184548619366	0.00887022	42	4	12500	88	0.3948	0.6052	1	1590167335869234251	True	True	True
18	18	0.00631	12	3	88.1626	48.0784	114.084	8.69996	7772.65	102.172	2179230	38.7095	4.93121	2311.53	1580.64	30.2298	124384	37006.1	64	2.9096e+06	2.25086e+06	6.00133	0.0465389	111.017	8.54658	35.642	4.77783	4.75497	1509510996435988000	0.00962429	42	0	12500	16	0.35894	0.6409	0.99984	1590114389655529124	True	True	True
19	19	0.003162	16	4	113.919	56.7609	155.056	9.22178	12977.4	80.5367	5629230	50.6025	5.20435	3221.8	2880.16	31.5421	214305	53219.8	66.0479	7.4234e+06	5.46748e+06	4.22806	0.0391564	151.816	9.09716	47.3623	5.07973	3.15352	-3898319721660655299	0.00886937	42	4	12500	18	0.35556	0.6442	0.99976	1590115616241274233	True	True	True
20	20	0.001585	10	3	88.9225	50.7193	114.22	8.70672	7907.21	496.843	1516030	38.1982	4.90564	2572.45	1813.99	28.2557	143968	46851.6	72.8178	1.96162e+06	1.53743e+06	6.75472	0.0368522	110.919	8.54168	34.8974	4.7406	18.3097	981211836129003067	0.00852108	42	3	12500	24	0.4204	0.5796	1	1590115360438565169	True	True	True
25	25	0.01	14	5	96.5122	45.0285	174.794	8.92806	9314.61	16.2238	5663730	61.4485	5.386	2027.56	1559.93	43.3672	132038	28758.1	56.692	7.46765e+06	5.31542e+06	7.18577	0.035502	171.456	8.82375	58.1104	5.28168	0.575978	-5083040002587004113	0.0064116	42	1	12500	38	0.35268	0.6466	0.99928	1590114551916709254	True	True	True
31	31	0.001585	10	2	85.3662	59.0849	82.2027	8.51068	7287.4	1158.02	826280	28.8538	4.70004	3491.02	1315.26	35.3272	132685	63573.7	72.8178	1.17648e+06	1.02504e+06	16	0.0382577	78.9393	8.27758	25.5903	4.46694	44.3032	426248914965896853	0.0094917	42	4	12500	64	0.3645	0.6355	1	1590115722999488584	True	True	True
32	32	0.00631	8	3	73.0166	41.8368	107.458	8.36865	5331.42	146.372	972830	37.0575	4.84861	1750.32	1126.53	30.7994	85324.2	28026.6	64	1.29664e+06	1.02683e+06	7.11111	0.0468425	104.397	8.2156	33.9966	4.69556	6.85641	7551496049556484868	0.00969906	42	2	12500	20	0.378	0.622	1	1590114417632202207	True	True	True
34	34	0.003162	14	3	101.407	56.3855	118.967	8.94406	10283.4	261.788	2962430	39.5311	4.97229	3179.32	2212.24	29.177	200358	61959.8	77.9263	3.8653e+06	2.99819e+06	5.22449	0.0390481	115.724	8.78191	36.2882	4.81014	10.2223	-1532375267845160861	0.00843715	42	4	12500	16	0.3825	0.6175	1	1590115310993694284	True	True	True
36	36	0.003162	12	6	106.138	47.6013	210.734	9.18323	11265.2	13.4005	5157330	70.7217	5.49868	2265.89	2386.49	43.8469	169507	34111.7	60.18	6.59851e+06	4.53692e+06	3.76125	0.0334637	207.337	9.09383	67.3244	5.40928	0.44843	-5887905545788027288	0.0081769	42	2	12500	65	0.36102	0.6385	0.99952	1590115625640282628	True	True	True
37	37	0.00631	14	3	95.2006	51.3861	116.69	8.83021	9063.15	94.9199	2962430	39.4731	4.96939	2640.53	1788.82	30.57	145032	42270	64	3.93386e+06	3.02296e+06	5.22449	0.0390133	113.446	8.66802	36.2293	4.8072	3.70314	3525081532476637291	0.00700384	42	1	12500	16	0.34682	0.6531	0.99992	1590114541147352100	True	True	True
38	38	0.001	16	3	115.753	66.6017	123.302	9.16082	13398.7	658.651	3865630	40.6073	5.0261	4435.79	3006.75	29.0673	301152	99714.4	89.8985	4.92018e+06	3.85436e+06	7.49647	0.0346774	119.94	8.99274	37.2457	4.85801	22.8403	-800326134437226231	0.00972524	42	4	12500	25	0.4201	0.5799	1	1590116307170544016	True	True	True
39	39	0.00631	8	3	73.2064	42.1289	107.546	8.37304	5359.18	151.992	972830	36.9741	4.84444	1774.84	1137.39	30.3076	83150.3	27551.9	62.0459	1.28665e+06	1.01896e+06	6.75472	0.0443096	104.43	8.21721	33.8575	4.68861	6.73469	7551496049556484868	0.00846799	42	0	12500	19	0.3737	0.6263	1	1590114211783018989	True	True	True
40	40	0.01	12	2	82.224	55.2329	81.4326	8.45567	6760.78	249.818	1186530	29.4171	4.74028	3050.67	1018.63	36.3332	111655	50394.1	66.0479	1.67145e+06	1.43617e+06	10.6351	0.0452187	78.3364	8.23451	26.3209	4.51912	11.2964	-2775294095317312987	0.00891779	42	1	12500	27	0.3283	0.6717	1	1590114173282712967	True	True	True
41	41	0.001585	16	2	103.692	67.6963	87.5757	8.89446	10751.9	885.94	2102030	30.2584	4.80037	4582.79	1989.89	35.2406	224715	95792.6	83.5918	2.79087e+06	2.34388e+06	9.74658	0.0370707	84.2807	8.65911	26.9635	4.56502	32.8424	-2851707175462957610	0.0099878	42	0	12500	48	0.3633	0.6367	1	1590115115614500972	True	True	True
43	43	0.003162	8	2	76.3691	54.7125	79.0234	8.28358	5832.23	841.523	531030	28.1093	4.64687	2993.46	1005.58	35.4177	93337.2	47916.8	64	724039	635908	11.1984	0.0402612	75.811	8.05413	24.897	4.41741	33.8808	4533618513740012934	0.00900295	42	4	12500	50	0.3536	0.6464	1	1590115083791713436	True	True	True
48	48	0.00631	10	4	84.1174	42.1259	140.989	8.68076	7075.74	31.9305	2205780	47.5696	5.0877	1774.59	1519.23	32.0234	100306	25172.8	56.692	2.81339e+06	2.05318e+06	4.40312	0.0397293	137.764	8.55669	44.3439	4.96363	1.26858	3882904860782726600	0.00869834	42	1	12500	22	0.35026	0.6491	0.99936	1590114364670434642	True	True	True
52	52	0.003162	8	5	82.2117	40.6757	166.918	8.68191	6758.77	30.8612	1856430	56.6614	5.2364	1654.51	1530.52	37.9235	98694.4	24176.1	58.397	2.59689e+06	1.9462e+06	7.65943	0.0349511	163.564	8.5771	53.3076	5.1316	1.07863	9093518227723985452	0.00963335	42	4	12500	51	0.38432	0.6144	0.99872	1590115788966566454	True	True	True
55	55	0.01	12	5	89.6304	43.0431	170.791	8.80294	8033.6	15.0794	4164630	60.0513	5.34234	1852.71	1415.93	42.0503	113882	26280	56.692	5.26337e+06	3.74083e+06	5.4162	0.0349596	167.437	8.69814	56.6977	5.23754	0.527171	-9155870155226613232	0.00817971	42	1	12500	40	0.3596	0.6388	0.9984	1590114357261412834	True	True	True
60	60	0.00631	8	6	82.9035	41.194	193.042	8.71764	6872.99	9.53826	2298230	67.2139	5.40637	1696.95	1427.83	46.4064	91945.5	22717.5	53.4988	2.92652e+06	2.12584e+06	4	0.0378742	189.769	8.63149	63.9404	5.32023	0.361254	1763337119348467370	0.00831513	42	4	12500	63	0.3665	0.6327	0.9992	1590115854868892500	True	True	True
61	61	0.001	14	2	99.7519	66.6286	86.4464	8.8138	9950.43	1093.45	1611780	29.9643	4.77937	4439.37	1842.64	35.262	223654	99794.9	89.8985	2.11474e+06	1.79045e+06	10.1132	0.0366662	83.1405	8.57766	26.6584	4.54323	40.0925	3578242393471216772	0.00991239	42	4	12500	74	0.3712	0.6288	1	1590116851725607382	True	True	True
62	62	0.00631	16	6	113.625	48.6558	214.162	9.27343	12910.6	6.61141	9156430	73.8868	5.58198	2367.38	2262.47	48.1583	194262	35638.8	60.18	1.16257e+07	7.75449e+06	3.51734	0.0404047	210.953	9.18899	70.678	5.49753	0.267132	-3434481787209509561	0.00860927	42	1	12500	44	0.36188	0.6378	0.99968	1590114969182511995	True	True	True
63	63	0.001585	12	5	105.4	50.1226	181.693	9.14364	11109.1	53.8662	4164630	59.5536	5.32679	2512.28	2598.73	35.4558	183455	41504.2	66.0479	5.80051e+06	4.25727e+06	7.11111	0.0291052	178.156	9.03311	56.0168	5.21626	1.56779	-6638578279246172353	0.00980508	42	0	12500	52	0.3764	0.622	0.9984	1590114932698412210	True	True	True
68	68	0.001585	8	2	78.1516	55.7246	79.638	8.32748	6107.68	1189.7	531030	28.2185	4.65467	3105.23	1091.1	35.5669	104151	52962.3	68.1956	714019	624633	11.3463	0.0410185	76.4442	8.09936	25.0248	4.42654	48.7996	2534524558569033911	0.00993223	42	4	12500	75	0.3686	0.6314	1	1590115759485140684	True	True	True
70	70	0.00631	16	2	96.1166	61.8829	85.4688	8.74397	9238.41	309.012	2102030	30.2213	4.79772	3829.49	1449.26	36.3518	186371	77266.8	80.6845	2.98781e+06	2.52625e+06	10.3692	0.0437867	82.3404	8.52051	27.0929	4.57426	13.5306	-1527731969814682931	0.00999386	42	3	12500	25	0.3285	0.6715	1	1590114992466988789	True	True	True
71	71	0.001585	8	4	84.4199	44.6405	141.179	8.68807	7126.71	301.124	1414630	46.5894	5.05	1992.77	1774.78	29.7096	121524	33996.1	68.1956	1.85949e+06	1.4105e+06	5.51603	0.0421374	138.012	8.56627	43.4225	4.92819	12.6886	-3178737438246148975	0.00956317	42	0	12500	29	0.41032	0.5896	0.99992	1590114750324447889	True	True	True
72	72	0.001	14	2	99.2159	66.0524	86.3975	8.81031	9843.79	1100.49	1611780	29.98	4.78049	4362.92	1842.64	35.5812	198582	88026.6	80.6845	2.13313e+06	1.80618e+06	10.9113	0.0353326	83.0545	8.57153	26.6371	4.54171	38.8832	3578242393471216772	0.00927426	42	0	12500	76	0.3721	0.6279	1	1590115292714219175	True	True	True
73	73	0.01	10	3	77.7125	43.1654	109.585	8.47498	6039.23	66.3974	1516030	38.0615	4.89881	1863.25	1167.62	31.5475	96649.1	29833.6	64	1.97661e+06	1.53243e+06	5.56699	0.0486224	106.561	8.3238	35.0379	4.74762	3.2284	-4585854124910700937	0.00983459	42	0	12500	17	0.35744	0.6424	0.99984	1590114034933535241	True	True	True
77	77	0.001	16	6	135.948	64.2611	228.794	9.65848	18481.8	76.0074	9156430	74.3415	5.59394	4129.49	4288.4	42.9377	336473	75196.7	72.8178	1.14647e+07	8.0428e+06	4.26223	0.0321126	225.356	9.568	70.903	5.50345	2.4408	92221832124007338	0.00914503	42	3	12500	89	0.39482	0.6051	0.99992	1590167168080004102	True	True	True
80	80	0.00631	12	3	87.9371	47.7644	114.021	8.69678	7732.94	100.274	2179230	38.7139	4.93143	2281.44	1567.07	30.1283	131860	38917.6	68.1956	2.91448e+06	2.25141e+06	6.05917	0.0456294	110.934	8.54242	35.6267	4.77707	4.57546	1509510996435988000	0.00945976	42	1	12500	17	0.3636	0.6364	1	1590114499445111790	True	True	True
81	81	0.003162	12	4	98.0751	49.2191	148.217	8.95874	9618.73	85.7611	3171930	48.7172	5.13184	2422.52	2211.37	31.0213	158846	40022.1	66.0479	4.13997e+06	3.04964e+06	4.26223	0.0424051	145.056	8.83718	45.5567	5.01028	3.63671	-6747634100443282140	0.00963103	42	0	12500	21	0.36624	0.6336	0.99984	1590114572247121089	True	True	True
84	84	0.003162	8	3	76.8856	44.2323	109.137	8.4526	5911.4	308.472	972830	37.0451	4.84799	1956.5	1319.41	29.0675	97630.4	32327.2	66.0479	1.29732e+06	1.02948e+06	7.33865	0.0417103	105.96	8.29375	33.868	4.68914	12.8665	-7355835387290159384	0.00887146	42	2	12500	23	0.4002	0.5998	1	1590114613693017236	True	True	True
86	86	0.001	12	2	92.4981	62.3463	84.5288	8.67683	8555.91	1139.71	1186530	29.5629	4.75069	3887.07	1584.12	35.6475	185384	84234.2	86.6592	1.56858e+06	1.33531e+06	10.9113	0.0383837	81.2687	8.44397	26.3028	4.51783	43.7462	6884079626664233470	0.00987076	42	2	12500	83	0.367	0.633	1	1590116039513996961	True	True	True
87	87	0.003162	12	6	106.032	47.7328	210.617	9.18014	11242.7	12.647	5157330	70.7432	5.49925	2278.42	2371.21	44.4718	164157	33284.7	58.397	6.58003e+06	4.5281e+06	3.76125	0.0330776	207.208	9.09043	67.3343	5.40954	0.418333	-5887905545788027288	0.0083258	42	0	12500	69	0.36222	0.6373	0.99952	1590114576831542058	True	True	True
88	88	0.001585	8	2	78.5995	56.4306	79.7198	8.33333	6177.89	1274.85	531030	28.4809	4.67341	3184.42	1068.66	38.195	120377	62059	77.9263	724903	637334	12.642	0.0401208	76.5039	8.10362	25.2651	4.44371	51.148	2534524558569033911	0.00967511	42	2	12500	78	0.3753	0.6247	1	1590115256583251972	True	True	True
89	89	0.001	10	6	107.558	52.2306	212.091	9.21894	11568.7	89.9503	3585280	69.4179	5.46437	2728.03	2827.04	40.7565	191043	45066.7	66.0479	4.56138e+06	3.27046e+06	4.87039	0.0331878	208.686	9.12932	66.0124	5.37475	2.98525	-4508936653500366188	0.00992318	42	3	12500	108	0.40048	0.5992	0.99968	1590167163230373151	True	True	True
90	90	0.01	8	5	75.7638	40.2139	161.412	8.50988	5740.15	16.7316	1856430	57.1505	5.25169	1617.15	1121.66	42.3707	72588.2	20465.4	50.5679	2.35104e+06	1.76534e+06	5.8881	0.0396282	158.184	8.409	53.9222	5.15081	0.663041	-6565967768306154532	0.00984232	42	2	12500	46	0.36094	0.6377	0.99864	1590114997462318259	True	True	True
91	91	0.01	16	5	102.542	46.3006	177.952	9.02675	10514.9	14.4738	7392830	62.3216	5.41329	2143.74	1690.13	43.3018	158218	32274.1	60.18	9.69375e+06	6.76382e+06	6.5536	0.0365646	174.644	8.92335	59.013	5.30989	0.52923	7889679010538369184	0.00907113	42	2	12500	40	0.35384	0.6444	0.99824	1590114947057050870	True	True	True
92	92	0.01	16	2	91.7475	58.6112	84.2603	8.65765	8417.61	182.624	2102030	30.265	4.80084	3435.28	1211.24	36.384	158498	64696.8	75.3071	2.93249e+06	2.46276e+06	8.46281	0.0464143	81.1902	8.43836	27.1948	4.58155	8.47635	-2546047217668018735	0.00994216	42	2	12500	24	0.3176	0.6824	1	1590114535979651883	True	True	True
94	94	0.003162	10	2	83.234	57.5492	81.5298	8.46262	6927.89	773.364	826280	28.7752	4.69443	3311.92	1202.38	35.6693	126140	60313.1	72.8178	1.12751e+06	975636	10.3692	0.0421712	78.3638	8.23647	25.6092	4.46828	32.6137	-9142362719294473386	0.00997876	42	3	12500	42	0.35	0.65	1	1590115071873211077	True	True	True
97	97	0.003162	12	3	93.3255	51.8548	116.112	8.80134	8709.65	253.21	2179230	38.853	4.93838	2688.92	1905.7	29.3051	148512	45864.7	68.1956	2.88326e+06	2.24481e+06	6.11786	0.0412966	112.925	8.64199	35.666	4.77903	10.4567	8552722761693282105	0.00947086	42	0	12500	18	0.3832	0.6168	1	1590114571648673776	True	True	True
98	98	0.001585	14	4	112.1	57.9008	154.488	9.19993	12566.5	276.048	4313080	50.2266	5.18989	3352.51	2986.06	30.7447	221349	59067.5	70.4499	5.62759e+06	4.20646e+06	4.82868	0.0369657	151.19	9.0731	46.9289	5.06305	10.2043	8073524614828840347	0.0087434	42	0	12500	23	0.39506	0.6047	0.99976	1590114933853968961	True	True	True
102	102	0.003162	10	6	96.906	44.6038	204.638	9.02279	9390.77	14.8111	3585280	69.3302	5.46206	1989.5	2029.73	44.4816	133117	28218.6	56.692	4.58639e+06	3.19996e+06	4.03143	0.0365001	201.327	8.93567	66.0197	5.37495	0.540607	1817495499038860681	0.00888833	42	4	12500	70	0.37176	0.628	0.99976	1590116512807829845	True	True	True
103	103	0.001585	16	3	112.301	63.0457	122.517	9.12159	12611.4	457.52	3865630	40.4891	5.02019	3974.75	2820.29	29.1114	263575	83085.9	83.5918	4.95683e+06	3.84362e+06	6.48855	0.0363559	119.203	8.95587	37.1747	4.85447	16.6335	-7410018531192978725	0.00969049	42	2	12500	21	0.4218	0.5782	1	1590115522702093223	True	True	True
106	106	0.001	16	4	123.64	65.1854	158.732	9.36319	15286.9	444.399	5629230	51.1051	5.22368	4249.14	3685.75	29.8055	319486	88820	83.5918	7.16161e+06	5.36407e+06	5.04278	0.037356	155.445	9.23676	47.8178	5.09724	16.601	5812349128615729751	0.00998234	42	1	12500	24	0.4247	0.5753	1	1590115747283907834	True	True	True
108	108	0.00631	8	2	74.424	54.2017	78.2039	8.22505	5538.94	571.701	531030	28.3059	4.66091	2937.82	874.341	37.8769	85938.6	45591.5	62.0459	708847	625055	8.86101	0.0451476	75.1061	8.00378	25.2081	4.43964	25.8109	3245632698784002773	0.00988234	42	0	12500	38	0.3417	0.6583	1	1590114211783086191	True	True	True
110	110	0.001585	8	6	92.7833	45.0723	201.798	8.94805	8608.73	46.2422	2298230	67.2249	5.40666	2031.51	2077.13	42.1961	137761	32525.7	64	2.9931e+06	2.16647e+06	5.27145	0.0335918	198.404	8.85875	63.8314	5.31736	1.55336	-5226700891785418501	0.00957187	42	1	12500	97	0.3982	0.6014	0.9996	1590115299923371346	True	True	True
112	112	0.00631	12	6	99.2564	45.7433	205.008	9.03252	9851.84	9.47026	5157330	71.0736	5.50794	2092.45	1833.87	47.8545	143851	30569.6	58.397	6.69956e+06	4.70821e+06	4.58928	0.0401617	201.793	8.94792	67.8588	5.42334	0.380341	4770274070504044230	0.00864473	42	1	12500	58	0.362	0.6376	0.9996	1590114844343322788	True	True	True
113	113	0.003162	12	4	98.7308	49.8519	148.471	8.96851	9747.77	95.9389	3171930	48.912	5.13933	2485.21	2220.33	31.2882	151224	38570.8	62.0459	4.16364e+06	3.08297e+06	4.58928	0.0412741	145.283	8.84592	45.7245	5.01673	3.95979	-6747634100443282140	0.00938822	42	3	12500	19	0.36878	0.6309	0.99968	1590115032292673759	True	True	True
119	119	0.001	16	5	125.235	59.7913	192.209	9.47227	15683.7	109.392	7392830	62.1044	5.4065	3575	3695.76	35.663	276250	62986.1	70.4499	1.05253e+07	7.79957e+06	9.6288	0.0284729	188.65	9.36106	58.5456	5.29529	3.11472	4980573621573653097	0.00969131	42	0	12500	61	0.39948	0.5994	0.99888	1590167173935094787	True	True	True
121	121	0.01	12	5	90.1276	43.7125	170.976	8.80872	8122.99	14.9132	4164630	60.41	5.35355	1910.79	1413.33	43.8208	115149	27103	56.692	5.31447e+06	3.81246e+06	5.77804	0.0379214	167.703	8.70647	57.1378	5.25129	0.565531	-9155870155226613232	0.00847707	42	2	12500	39	0.36076	0.6378	0.99856	1590114679345685416	True	True	True
123	123	0.001	16	2	105.562	69.5152	87.9814	8.92344	11143.4	1090.41	2102030	30.439	4.81327	4832.36	2077.35	36.2565	280796	121780	100.786	2.80482e+06	2.36688e+06	11.497	0.036353	84.6669	8.68669	27.1245	4.57652	39.6398	3878930905162672824	0.00991702	42	1	12500	68	0.3827	0.6173	1	1590115748082546401	True	True	True
124	124	0.001585	10	5	96.0532	46.5663	176.362	8.97706	9226.21	60.3742	2895530	58.2287	5.28538	2168.42	2178.93	35.666	143134	33656.9	62.0459	4.01158e+06	2.96672e+06	6.75472	0.0287224	172.812	8.86612	54.6786	5.17444	1.73409	3479100151182935276	0.0087706	42	1	12500	63	0.38218	0.6163	0.99848	1590115348682254842	True	True	True
125	125	0.003162	14	3	100.928	55.6821	118.839	8.93766	10186.5	246.463	2962430	39.4632	4.96889	3100.5	2209.19	28.7063	185461	56464.4	72.8178	3.90555e+06	3.0269e+06	5.77804	0.0400995	115.622	8.77684	36.2468	4.80807	9.88303	-1532375267845160861	0.00971605	42	1	12500	16	0.3836	0.6164	1	1590114895718019757	True	True	True
128	128	0.01	14	6	102.244	47.5399	205.852	9.05474	10453.8	7.43528	7014380	73.1216	5.56184	2260.04	1677.53	51.4479	148183	32053	56.692	8.82805e+06	6.15051e+06	4	0.041631	202.673	8.97109	69.9427	5.47818	0.309538	8862306381679044440	0.00846617	42	2	12500	54	0.35922	0.6403	0.99952	1590115728438574907	True	True	True
130	130	0.00631	14	4	99.1306	47.7276	148.284	8.96132	9826.87	23.1621	4313080	49.4824	5.16127	2277.92	2013.78	32.3476	147867	34292.8	60.18	5.56581e+06	3.99386e+06	4	0.0399511	145.064	8.83747	46.2623	5.03742	0.925352	-2289228439678869417	0.00785718	42	4	12500	18	0.34354	0.6559	0.99944	1590115070483990053	True	True	True
131	131	0.001585	14	3	106.145	60.5978	120.332	9.01231	11266.7	500.074	2962430	39.7939	4.98543	3672.1	2512.55	28.8214	227283	74092	80.6845	3.8224e+06	2.99424e+06	6.48855	0.0369251	117.033	8.84737	36.495	4.82049	18.4653	7978339655068851090	0.00928502	42	4	12500	21	0.4069	0.5931	1	1590115625040667397	True	True	True
133	133	0.003162	12	3	93.3191	51.8479	116.097	8.80061	8708.46	252.321	2179230	38.7699	4.93423	2688.21	1909.89	28.8365	153399	47367.5	70.4499	2.90553e+06	2.26701e+06	6.5536	0.0411458	112.907	8.64107	35.5793	4.7747	10.382	8552722761693282105	0.00964217	42	4	12500	18	0.391	0.609	1	1590115136972750174	True	True	True
137	137	0.001	10	3	90.4875	52.1193	114.691	8.73029	8187.98	624.119	1516030	38.4165	4.91656	2716.42	1888.18	28.8273	171134	56789.2	83.5918	1.9384e+06	1.5216e+06	7.33865	0.0363135	111.376	8.56452	35.101	4.75078	22.6639	6568558403331794652	0.00978576	42	2	12500	31	0.4414	0.5586	1	1590115678970162984	True	True	True
138	138	0.001585	14	4	112.819	58.8605	154.47	9.19924	12728.1	269.272	4313080	50.2166	5.1895	3464.56	2988.93	30.9102	239652	65248	75.3071	5.65572e+06	4.25619e+06	4.87039	0.0394674	151.237	9.07492	46.9843	5.06519	10.6275	8073524614828840347	0.00987384	42	4	12500	20	0.3943	0.6057	1	1590115778404642511	True	True	True
139	139	0.003162	14	6	115.04	51.0863	216.314	9.33005	13234.2	12.1062	7014380	72.1819	5.53711	2609.81	2750.87	44.4687	205303	40503.4	62.0459	8.93853e+06	6.09962e+06	3.76125	0.0360269	212.99	9.24259	68.8584	5.44965	0.43615	-1831960413689477244	0.00974308	42	3	12500	64	0.3622	0.6374	0.9996	1590116356290497978	True	True	True
141	141	0.001	10	5	98.9373	48.6423	178.311	9.03795	9788.58	125.749	2895530	58.4591	5.29258	2366.07	2379.8	35.241	156639	37878.7	64	4.21094e+06	3.18632e+06	11.3463	0.0292174	174.778	8.92754	54.9261	5.18217	3.67405	4108024635023438784	0.00989731	42	2	12500	75	0.40148	0.597	0.99848	1590116352349413327	True	True	True
142	142	0.001585	8	6	92.9562	44.9093	201.874	8.95007	8640.85	45.9413	2298230	67.1099	5.40363	2016.84	2097.37	41.6373	130023	30364.9	60.18	2.92872e+06	2.09579e+06	4.51342	0.0350182	198.522	8.86186	63.758	5.31543	1.60878	-5226700891785418501	0.00978959	42	0	12500	90	0.4063	0.5933	0.9996	1590114752405757760	True	True	True
143	143	0.00631	16	3	101.52	54.1515	118.92	8.94175	10306.3	87.0387	3865630	40.0018	4.99582	2932.39	2021.7	30.9631	194056	55229	75.3071	5.16228e+06	3.95059e+06	5.22449	0.0435103	115.786	8.78501	36.867	4.83908	3.78708	-5623405005145988537	0.00920614	42	2	12500	15	0.3622	0.6378	1	1590114726373938912	True	True	True
144	144	0.01	8	3	70.1979	40.4416	106.055	8.29848	4927.75	84.0506	972830	37.0204	4.84675	1635.53	994.169	31.38	78865.5	26189.9	64	1.27194e+06	1.00478e+06	6.5536	0.0494289	103.048	8.14812	34.0132	4.69639	4.15453	-2959591463707652910	0.00992044	42	0	12500	18	0.36552	0.6344	0.99992	1590114030143777350	True	True	True
145	145	0.01	14	6	102.233	47.1115	205.804	9.05348	10451.5	6.47549	7014380	72.8587	5.55492	2219.5	1692.18	50.6348	152606	32424.5	58.397	8.87097e+06	6.16222e+06	4.09542	0.0403268	202.593	8.96898	69.648	5.47043	0.261136	8862306381679044440	0.00833682	42	0	12500	56	0.35872	0.6408	0.99952	1590114222323716708	True	True	True
146	146	0.003162	10	5	91.4725	43.6547	172.993	8.87178	8367.22	24.931	2895530	58.2367	5.28563	1905.73	1838.5	37.6908	115198	26254.1	55.0607	3.89761e+06	2.83015e+06	5.17815	0.0343076	169.621	8.76639	54.8643	5.18024	0.855321	-7816096414355022837	0.00931092	42	1	12500	43	0.36998	0.6289	0.99888	1590114927793263580	True	True	True
148	148	0.01	16	4	99.8857	46.0652	148.395	8.96558	9977.15	13.4472	5629230	50.303	5.19283	2122	1834.11	33.3888	159656	33973.6	64	7.18044e+06	5.00809e+06	4.03143	0.0401961	145.181	8.84197	47.0891	5.06921	0.540526	-5507333751871766013	0.00846201	42	0	12500	20	0.34268	0.6566	0.99928	1590114213212434672	True	True	True
