,name,lr,rex,bias,optim,steps,dataset,datafile,datasize,exp_type,env_split,wandb_tag,weight_init,actual_measure,only_bias__ignore_input,selected_single_measure,nonnegative_weights_only,_step,_runtime,train_mse,rex_penalty,irmv1_penalty,bias,robustness_penalty,loss,risk_max,risk_min,_timestamp,risk_range,risk_argmax,weight_grad,weight,bias_grad
20,devout-butterfly-337,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.fro_dist,False,fro_dist,True,499,215,0.009385091252624989,2.0381217836984433e-05,3.313345951028168e-05,0.2767265737056732,0.003730758791789413,0.003730758791789413,0.01492303516715765,0.004628209862858057,1600988467,0.010294824838638306,3,4.159752279520035e-06,0.07880570739507675,-6.066535206628032e-06
21,ethereal-monkey-336,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.fro_over_spec_fft,False,fro_over_spec,True,499,258,0.017573222517967224,6.0121769820398185e-06,0.0019597115460783243,0.3221029043197632,0.004951260052621365,0.004951260052621365,0.01980504021048546,0.015387398190796375,1600988439,0.004417642019689083,3,0.007174692116677761,0.0243329294025898,-0.007729357108473778
22,swift-frog-335,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_prod_of_fro,False,log_prod_of_fro,True,499,262,0.017986595630645752,1.9726552636711855e-05,0.002432595705613494,0.30757880210876465,0.005487561691552401,0.005487561691552401,0.0219502467662096,0.013741576112806795,1600988422,0.008208670653402805,3,0.021067874506115913,0.0,-0.03047548234462738
23,devout-shape-334,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.inverse_margin,False,inverse_margin,True,499,283,0.012582119554281236,9.805130503082182e-06,0.0002941950224339962,0.2270344644784927,0.00415224302560091,0.00415224302560091,0.01660897210240364,0.009457036852836607,1600988442,0.007151935249567032,3,-0.0004699276760220528,0.10029105097055437,0.0006924866465851665
24,astral-dust-333,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_prod_of_fro_over_margin,False,log_prod_of_fro_over_margin,True,499,269,0.017986595630645752,1.9726552636711855e-05,0.002432595705613494,0.30757880210876465,0.005487561691552401,0.005487561691552401,0.0219502467662096,0.013741576112806795,1600988358,0.008208670653402805,3,0.02113332413136959,0.0,-0.03047548234462738
25,cerulean-wood-332,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_prod_of_spec_fft,False,log_prod_of_spec,True,499,307,0.017986595630645752,1.9726552636711855e-05,0.002432595705613494,0.30757880210876465,0.005487561691552401,0.005487561691552401,0.0219502467662096,0.013741576112806795,1600988250,0.008208670653402805,3,0.025909703224897385,0.0,-0.03047548234462738
26,quiet-firefly-331,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_prod_of_spec_over_margin_fft,False,log_prod_of_spec_over_margin,True,499,312,0.017986595630645752,1.9726552636711855e-05,0.002432595705613494,0.30757880210876465,0.005487561691552401,0.005487561691552401,0.0219502467662096,0.013741576112806795,1600988251,0.008208670653402805,3,0.026142403483390808,0.0,-0.03047548234462738
27,lilac-lion-330,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_sum_of_fro,False,log_sum_of_fro,True,499,309,0.010861113667488098,2.9353452191571705e-05,2.7173105991096236e-05,0.27609139680862427,0.004312241915613413,0.004312241915613413,0.01724896766245365,0.004837194457650185,1600988226,0.012411773204803469,3,-7.064687088131905e-05,0.07552959024906158,9.239658538717777e-05
28,silvery-silence-329,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_sum_of_fro_over_margin,False,log_sum_of_fro_over_margin,True,499,320,0.013552211225032806,1.2200006494822446e-05,0.0006945995264686644,0.30888864398002625,0.004491600673645735,0.004491600673645735,0.01796640269458294,0.00994601845741272,1600988232,0.00802038423717022,3,0.00016333721578121185,0.047872066497802734,-0.00021442928118631244
29,scarlet-tree-327,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_sum_of_spec_over_margin_fft,False,log_sum_of_spec_over_margin,True,499,291,0.011426830664277077,3.17422891384922e-05,0.00013237497478257865,0.2890462875366211,0.004548025783151388,0.004548025783151388,0.018192103132605553,0.00521838990971446,1600988135,0.012973712757229803,3,0.00019136909395456311,0.06087680160999298,-0.00025243766140192747
30,earnest-meadow-326,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.pacbayes_flatness,False,pacbayes_flatness,True,499,293,0.012671870179474354,2.1259351967728437e-07,0.0004081451916135848,0.2160462737083435,0.0032994153443723917,0.0032994153443723917,0.013197661377489569,0.012148328125476835,1600988133,0.0010493332520127296,3,-0.003340437076985836,0.11188533902168274,0.0029454128816723824
31,azure-surf-325,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.pacbayes_init,False,pacbayes_init,True,499,302,0.009369979612529278,1.1099915354861878e-05,0.00023579556727781892,0.2934361696243286,0.003432961879298091,0.003432961879298091,0.013731847517192364,0.006312413141131401,1600988061,0.007419434376060963,3,4.430767148733139e-07,0.07439078390598297,-6.801492418162525e-07
32,vital-pyramid-324,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.pacbayes_mag_flatness,False,pacbayes_mag_flatness,True,499,319,0.007952050305902958,1.3145061529939994e-05,4.993475613446208e-06,0.2716430425643921,0.0030214888975024223,0.0030214888975024223,0.01208595559000969,0.003787106834352016,1600987913,0.008298848755657673,3,-3.7951394915580756e-08,0.09086619317531586,1.5098521544132384e-07
33,fiery-valley-323,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.pacbayes_mag_init,False,pacbayes_mag_init,True,499,299,0.0178013127297163,8.451468602288514e-06,0.0019819634035229683,0.3179326057434082,0.005190326366573572,0.005190326366573572,0.02076130546629429,0.015260002575814724,1600987892,0.005501302890479565,3,0.011243927292525768,0.021456275135278705,-0.01328640803694725
34,radiant-dream-322,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.pacbayes_mag_orig,False,pacbayes_mag_orig,True,499,327,0.01806684210896492,9.28410099731991e-06,0.0021241132635623217,0.31896284222602844,0.005206495523452759,0.005206495523452759,0.020825982093811035,0.015329249203205109,1600987916,0.0054967328906059265,3,0.01149900071322918,0.018649058416485783,-0.014556619338691236
35,dazzling-eon-321,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.pacbayes_orig,False,pacbayes_orig,True,499,303,0.01061660423874855,1.487947338318918e-05,0.00024841175763867795,0.29477569460868835,0.003918786533176899,0.003918786533176899,0.015675146132707596,0.007117185276001692,1600987884,0.008557960391044617,3,5.528563633561134e-06,0.06226594001054764,-8.542330760974437e-06
36,happy-sunset-319,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.path_norm_over_margin,False,path_norm_over_margin,True,499,305,0.01402474194765091,8.724316103325691e-06,0.0016963265370577574,0.3032301068305969,0.004170426167547703,0.004170426167547703,0.01668170467019081,0.01139048207551241,1600987816,0.005291222594678402,3,0.002197661902755499,0.06497529149055481,-0.023627620190382004
37,fanciful-sun-318,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.path_norm,False,path_norm,True,499,314,0.013954250141978264,7.852851013012696e-06,0.0016261141281574965,0.30518490076065063,0.004122663754969835,0.004122663754969835,0.01649065501987934,0.011502958834171295,1600987824,0.004987696185708046,3,0.003899884177371859,0.06338994950056076,-0.02160581946372986
38,sandy-sun-317,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,train_size,sep24_v3,0.001,complexity.log_spec_orig_main_fft,False,log_spec_orig_main,True,499,297,0.017986595630645752,1.9726552636711855e-05,0.002432595705613494,0.30757880210876465,0.005487561691552401,0.005487561691552401,0.0219502467662096,0.013741576112806795,1600987732,0.008208670653402805,3,0.025247136130928993,0.0,-0.03047548234462738
39,cool-durian-316,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.path_norm,True,path_norm,True,499,144,0.017296383157372475,2.1182174236855644e-08,0.0013521621003746986,0.240977942943573,0.008699648082256317,0.008699648082256317,0.017399296164512634,0.017193470150232315,1600987570,0.0002058260142803192,0,0.0,0.0010000000474974513,-0.09852425009012222
40,zesty-smoke-315,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.dist_spec_init_fft,False,dist_spec_init,True,499,147,0.01093958504498005,2.257631592783582e-08,0.001922700321301818,0.27084049582481384,0.005522915627807379,0.005522915627807379,0.011045831255614758,0.010833339765667915,1600987569,0.0002124914899468422,1,-0.01075601391494274,0.07411530613899231,0.08618268370628357
41,chocolate-sun-314,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.fro_dist,False,fro_dist,True,499,143,0.009333215653896332,3.9345721347672225e-08,0.0017268642550334334,0.26157042384147644,0.004736737813800573,0.004736737813800573,0.009473475627601148,0.009192955680191515,1600987565,0.0002805199474096298,1,-0.005911449436098337,0.08529941737651825,0.07618673145771027
42,good-vortex-313,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.fro_over_spec_fft,False,fro_over_spec,True,499,136,0.01621130295097828,6.286707265878988e-11,0.0015465345932170749,0.22920019924640656,0.008108454756438732,0.008108454756438732,0.016216909512877464,0.016205696389079094,1600987556,1.121312379837036e-05,0,-0.048204630613327026,0.02996031194925308,-0.1106499433517456
43,fiery-snow-312,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.inverse_margin,False,inverse_margin,True,499,126,0.011780276894569395,4.520778418282134e-09,0.001306258258409798,0.23175004124641416,0.005913909990340471,0.005913909990340471,0.011827819980680944,0.011732732877135277,1600987491,9.508710354566574e-05,1,0.003971773199737072,0.07333482056856155,0.02900915965437889
44,copper-fire-311,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_prod_of_fro,False,log_prod_of_fro,True,499,126,0.017111726105213165,3.493684630484495e-07,0.001349337981082499,0.24495376646518707,0.008764839731156826,0.008764839731156826,0.017529679462313652,0.016693774610757828,1600987487,0.0008359048515558243,1,0.07531198114156723,0.0,0.04790537804365158
45,morning-eon-310,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_prod_of_fro_over_margin,False,log_prod_of_fro_over_margin,True,499,135,0.017111726105213165,3.493684630484495e-07,0.001349337981082499,0.24495376646518707,0.008764839731156826,0.008764839731156826,0.017529679462313652,0.016693774610757828,1600987485,0.0008359048515558243,1,0.07528376579284668,0.0,0.04790537804365158
46,charmed-frog-309,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_prod_of_spec_fft,False,log_prod_of_spec,True,499,140,0.017296383157372475,2.1182174236855644e-08,0.0013521621003746986,0.240977942943573,0.008699648082256317,0.008699648082256317,0.017399296164512634,0.017193470150232315,1600987411,0.0002058260142803192,0,0.002653317991644144,0.0,-0.09852425009012222
47,worthy-shadow-308,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_prod_of_spec_over_margin_fft,False,log_prod_of_spec_over_margin,True,499,138,0.017296383157372475,2.1182174236855644e-08,0.0013521621003746986,0.240977942943573,0.008699648082256317,0.008699648082256317,0.017399296164512634,0.017193470150232315,1600987401,0.0002058260142803192,0,0.002745105419307947,0.0,-0.09852425009012222
48,fast-sunset-307,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_sum_of_fro_over_margin,False,log_sum_of_fro_over_margin,True,499,147,0.012693950906395912,4.793748176190603e-10,0.0015210132114589214,0.23265650868415833,0.00635471660643816,0.00635471660643816,0.01270943321287632,0.01267846953123808,1600987404,3.0963681638240814e-05,1,0.005180822219699621,0.06635440140962601,0.0384628064930439
49,splendid-lion-306,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_sum_of_fro,False,log_sum_of_fro,True,499,143,0.011774294078350067,2.44746289901343e-09,0.0014769278932362797,0.23970608413219452,0.005904638208448887,0.005904638208448887,0.011809276416897774,0.011739312671124935,1600987400,6.996374577283859e-05,0,-0.0065535022877156734,0.07345050573348999,-0.10307124257087708
50,dashing-morning-304,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_sum_of_spec_over_margin_fft,False,log_sum_of_spec_over_margin,True,499,122,0.01167045347392559,1.1260721244354954e-08,0.001498235622420907,0.24014362692832947,0.0058727446012198925,0.0058727446012198925,0.011745489202439783,0.011595417745411396,1600987341,0.00015007145702838898,0,-0.004503047559410334,0.07403251528739929,-0.1024334877729416
51,dainty-tree-303,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.pacbayes_flatness,False,pacbayes_flatness,True,499,123,0.010100802406668665,2.4174148904876347e-08,0.0012627920368686318,0.23953711986541748,0.0051053715869784355,0.0051053715869784355,0.010210743173956873,0.00999086070805788,1600987335,0.00021988246589899063,1,0.002238284097984433,0.08378514647483826,0.03780737891793251
52,warm-universe-302,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.pacbayes_init,False,pacbayes_init,True,499,137,0.008563192561268806,3.845558467219235e-07,0.00161106011364609,0.2657776474952698,0.004500843584537506,0.004500843584537506,0.009001687169075012,0.008124697022140026,1600987325,0.0008769901469349861,0,0.007663337513804436,0.08933020383119583,-0.07974260300397873
53,sunny-deluge-301,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.pacbayes_mag_flatness,False,pacbayes_mag_flatness,True,499,133,0.007947130128741264,3.7229432336971513e-07,0.001421638415195048,0.2679844796657562,0.004189288709312677,0.004189288709312677,0.008378577418625355,0.007515681907534599,1600987247,0.0008628955110907555,0,0.01055610179901123,0.09262248873710632,-0.07534313946962357
54,toasty-planet-300,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.pacbayes_mag_init,False,pacbayes_mag_init,True,499,146,0.016660917550325394,2.9632005182911314e-11,0.001479289494454861,0.23278306424617767,0.008332383818924427,0.008332383818924427,0.016664767637848854,0.016657069325447083,1600987240,7.698312401771545e-06,1,0.013219719752669334,0.023014765232801437,0.03687082976102829
55,dry-pyramid-299,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.pacbayes_mag_orig,False,pacbayes_mag_orig,True,499,140,0.016824105754494667,1.1918855236103807e-08,0.0014638297725468874,0.2350938022136688,0.008450651541352272,0.008450651541352272,0.016901303082704544,0.01674690842628479,1600987234,0.00015439465641975403,1,0.015284402295947077,0.019055429846048355,0.038187816739082336
56,silver-brook-298,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.pacbayes_orig,False,pacbayes_orig,True,499,141,0.00966545194387436,7.207799512798374e-08,0.0014175972901284697,0.255567729473114,0.004927645903080702,0.004927645903080702,0.009855291806161404,0.00947561301290989,1600987234,0.0003796787932515144,1,-0.0056465803645551205,0.08485540747642517,0.06324426084756851
57,azure-flower-296,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.path_norm,False,path_norm,True,499,130,0.01269740704447031,2.879596827654041e-08,0.001817130483686924,0.2760196328163147,0.006408699322491884,0.006408699322491884,0.012817398644983768,0.012577415443956852,1600987185,0.0002399832010269165,1,-0.025284599512815475,0.060131072998046875,0.09009287506341934
58,ruby-monkey-295,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.path_norm_over_margin,False,path_norm_over_margin,True,499,130,0.01285751536488533,2.876848448352121e-08,0.0017774382140487432,0.2758992612361908,0.006488724611699581,0.006488724611699581,0.012977449223399162,0.012737580575048923,1600987162,0.0002398686483502388,1,-0.026579707860946655,0.05872353911399841,0.089217908680439
59,leafy-eon-294,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,dataset,sep24_v3,0.001,complexity.log_spec_orig_main_fft,False,log_spec_orig_main,True,499,158,0.017296383157372475,2.1182174236855644e-08,0.0013521621003746986,0.240977942943573,0.008699648082256317,0.008699648082256317,0.017399296164512634,0.017193470150232315,1600987072,0.0002058260142803192,0,0.0002987241605296731,0.0,-0.09852425009012222
60,genial-smoke-293,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,depth,sep24_v3,0.001,complexity.path_norm,True,path_norm,True,499,363,0.016569459810853004,1.7667697420620243e-06,0.0005980408750474453,0.2610763907432556,0.0034804060123860836,0.0034804060123860836,0.017402030527591705,0.01423019263893366,1600987192,0.0031718378886580467,4,0.0,0.0010000000474974513,0.009587789885699747
61,true-forest-292,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,depth,sep24_v3,0.001,complexity.dist_spec_init_fft,False,dist_spec_init,True,499,394,0.011194722726941109,2.022511398536153e-05,8.83633183548227e-05,0.25773316621780396,0.0027917141560465097,0.0027917141560465097,0.013958570547401903,0.003426030045375228,1600987086,0.010532540269196032,1,6.827758625149728e-08,0.06546589732170105,1.3331919035408646e-07
62,absurd-snow-291,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,depth,sep24_v3,0.001,complexity.fro_dist,False,fro_dist,True,499,394,0.00958336889743805,1.4454024494625628e-05,0.000127004663227126,0.2567576766014099,0.002470489591360092,0.002470489591360092,0.01235244795680046,0.003371267346665263,1600987070,0.008981180377304554,1,1.3562384992837906e-08,0.07540123909711838,1.1422434909036384e-07
63,serene-tree-290,0.01,False,True,sgdm,500,,nin.cifar10_svhn,,v3,depth,sep24_v3,0.001,complexity.inverse_margin,False,inverse_margin,True,499,388,0.010680011473596096,2.5034321424755035e-06,0.0005264518549665809,0.25309720635414124,0.002374646021053195,0.002374646021053195,0.01187323033809662,0.008020798675715923,1600987061,0.0038524316623806953,0,-0.006232199724763632,0.07040626555681229,-0.03706960380077362
