,name,lr,rex,bias,optim,steps,dataset,datafile,datasize,exp_type,env_split,wandb_tag,weight_init,actual_measure,only_bias__ignore_input,selected_single_measure,nonnegative_weights_only,bias,loss,_step,weight,_runtime,risk_max,risk_min,bias_grad,train_mse,_timestamp,risk_range,rex_penalty,risk_argmax,weight_grad,irmv1_penalty,robustness_penalty
0,hearty-glitter-6589,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.path_norm_adjusted1,True,path_norm,True,0.28576555848121643,0.00016113494348246604,499,0.0010000000474974513,109.83474612236024,0.04028373584151268,0.003410047385841608,-0.001310459105297923,0.01697966456413269,1591802456.8821793,0.03687368705868721,7.493403245462105e-05,127,0.0,0.003689266508445144,0.00016113494348246604
1,mild-lion-6588,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.dist_spec_init_adjusted1,False,dist_spec_init,True,0.26854628324508667,0.00013837666483595967,499,0.036576755344867706,139.75361847877502,0.03459416702389717,0.001579179661348462,-0.0013415929861366749,0.012946637347340584,1591802481.2424428,0.03301498666405678,6.149993714643642e-05,127,-0.0011324095539748669,0.0033420943655073643,0.00013837666483595967
2,dazzling-snowflake-6587,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.fro_dist_adjusted1,False,fro_dist,True,0.26906609535217285,0.00010449274122947828,499,0.03040017932653427,104.76617813110352,0.026123184710741043,0.0015727983554825189,-0.0011022312100976706,0.012516568414866924,1591802445.2640245,0.024550385773181915,3.2302094041369855e-05,130,-0.0022301070857793093,0.0028189856093376875,0.00010449274122947828
3,exalted-totem-6586,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.fro_over_spec_adjusted1,False,fro_over_spec,True,0.29091039299964905,0.00013652720372192562,499,0.02397877909243107,139.41553783416748,0.03413180261850357,0.0019553201273083687,-0.0012721334351226687,0.015095563605427742,1591802475.781756,0.032176483422517776,0.00010369894152972849,130,-0.0006256597116589546,0.0040978738106787205,0.00013652720372192562
4,decent-hill-6585,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.inverse_margin_adjusted1,False,inverse_margin,True,0.2866312861442566,0.00012806098675355315,499,0.05742053687572479,140.20263075828552,0.03201524540781975,4.565029303194024e-05,-0.001336033339612186,0.01129833422601223,1591802475.8151464,0.031969595700502396,9.191661956720054e-05,127,-0.0003513592528179288,0.0035155718214809895,0.00012806098675355315
5,dark-glade-6584,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_prod_of_fro_adjusted1,False,log_prod_of_fro,True,0.28576555848121643,0.00016113494348246604,499,0.0,120.67695832252502,0.04028373584151268,0.003410047385841608,-0.001310459105297923,0.01697966456413269,1591802441.404322,0.03687368705868721,7.493403245462105e-05,127,0.0016332342056557536,0.003689266508445144,0.00016113494348246604
6,fluent-darkness-6583,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_prod_of_fro_over_margin_adjusted1,False,log_prod_of_fro_over_margin,True,0.28576555848121643,0.00016113494348246604,499,0.0,104.79592227935792,0.04028373584151268,0.003410047385841608,-0.001310459105297923,0.01697966456413269,1591802416.0165482,0.03687368705868721,7.493403245462105e-05,127,0.0016400594031438231,0.003689266508445144,0.00016113494348246604
7,dainty-puddle-6582,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_prod_of_spec_adjusted1,False,log_prod_of_spec,True,0.28576555848121643,0.00016113494348246604,499,0.0,92.40007758140564,0.04028373584151268,0.003410047385841608,-0.001310459105297923,0.01697966456413269,1591802392.894906,0.03687368705868721,7.493403245462105e-05,127,0.0016208561137318611,0.003689266508445144,0.00016113494348246604
8,legendary-firefly-6581,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_prod_of_spec_over_margin_adjusted1,False,log_prod_of_spec_over_margin,True,0.28576555848121643,0.00016113494348246604,499,0.0,98.43995356559752,0.04028373584151268,0.003410047385841608,-0.001310459105297923,0.01697966456413269,1591802397.5992508,0.03687368705868721,7.493403245462105e-05,127,0.0016418094746768477,0.003689266508445144,0.00016113494348246604
9,rural-forest-6580,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_sum_of_fro_adjusted1,False,log_sum_of_fro,True,0.2821999490261078,0.00014376103354152292,499,0.02283245325088501,98.78684949874878,0.0359402596950531,0.0017544394358992577,-0.0013206509174779058,0.014730121940374374,1591802396.7897267,0.03418581932783127,8.636913844384253e-05,130,-0.0007230748306028545,0.0038283290341496463,0.00014376103354152292
10,lilac-silence-6579,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_sum_of_fro_over_margin_adjusted1,False,log_sum_of_fro_over_margin,True,0.2862507104873657,0.00014272030966822058,499,0.01985623873770237,90.5640697479248,0.035680077970027924,0.001883831457234919,-0.0012978293234482408,0.015315771102905272,1591802385.0013433,0.033796247094869614,9.819959086598828e-05,130,-0.0005922774435020983,0.00401674397289753,0.00014272030966822058
11,silver-wildflower-6578,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_sum_of_spec_adjusted1,False,log_sum_of_spec,True,0.28979039192199707,0.00015001764404587448,499,0.01527045015245676,86.93880319595337,0.0375044122338295,0.002077486366033554,0.0015454485546797514,0.015749260783195496,1591802353.8496842,0.035426925867795944,0.00010369425581302494,221,-1.517513010185212e-05,0.004091319628059864,0.00015001764404587448
12,eternal-lake-6577,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.log_sum_of_spec_over_margin_adjusted1,False,log_sum_of_spec_over_margin,True,0.2897089123725891,0.00015280130901373923,499,0.019230850040912628,85.44054770469666,0.03820032626390457,0.0019135664915665984,0.0015608484391123056,0.015732189640402794,1591802330.836491,0.03628676012158394,0.00011520037514856084,221,3.756255318876356e-05,0.004252225626260042,0.00015280130901373923
13,chocolate-pine-6575,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.pacbayes_flatness_adjusted1,False,pacbayes_flatness,True,0.2591317594051361,9.22411127248779e-05,499,0.1013948991894722,99.69881534576416,0.023060278967022896,0.0008801945368759334,0.0011315274750813842,0.009633712470531464,1591802333.9620798,0.022180084139108654,2.482351374055725e-05,224,0.00033702407381497324,0.0024804058484733105,9.22411127248779e-05
14,eternal-oath-6575,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.pacbayes_init_adjusted1,False,pacbayes_init,True,0.2777785658836365,9.827715257415548e-05,499,0.037487998604774475,100.82204389572144,0.02456928789615631,0.0009833627846091986,0.0012530434178188443,0.011545145884156229,1591802335.0678377,0.02358592487871647,3.256985291955061e-05,229,0.0003603175282478333,0.002656735945492983,9.827715257415548e-05
15,mild-planet-6574,1,False,True,sgdm,500,,nin_adjusted,,v2,train_size,june10_v2,0.001,complexity.pacbayes_mag_flatness_adjusted1,False,pacbayes_mag_flatness,True,0.2761620283126831,6.77314237691462e-05,499,0.10082753747701644,101.44182348251344,0.016932856291532516,0.0003498787700664252,-0.0010085997637361288,0.007987774908542633,1591802328.7185092,0.016582977026700974,1.846024315454997e-05,94,0.00010515633766772224,0.0020714690908789635,6.77314237691462e-05
